date,STORAGE_IN_base,CONSTANT_HEAD_IN_base,WELLS_IN,HEAD_DEP_BOUNDS_IN_base,STREAM_LEAKAGE_IN_base,LAKE__SEEPAGE_IN_base,UZF_RECHARGE_IN_base,GW_ET_IN_base,SURFACE_LEAKAGE_IN_base,MNW2_IN,AG_WELLS_IN,TOTAL_IN_base,STORAGE_OUT_base,CONSTANT_HEAD_OUT_base,WELLS_OUT,HEAD_DEP_BOUNDS_OUT_base,STREAM_LEAKAGE_OUT_base,LAKE__SEEPAGE_OUT_base,UZF_RECHARGE_OUT_base,GW_ET_OUT_base,SURFACE_LEAKAGE_OUT_base,MNW2_OUT,AG_WELLS_OUT,TOTAL_OUT_base,IN-OUT_base,PERCENT_DISCREPANCY_base,day_base,year_base,month_base,date_base,STORAGE_IN_unimp,CONSTANT_HEAD_IN_unimp,HEAD_DEP_BOUNDS_IN_unimp,STREAM_LEAKAGE_IN_unimp,LAKE__SEEPAGE_IN_unimp,UZF_RECHARGE_IN_unimp,GW_ET_IN_unimp,SURFACE_LEAKAGE_IN_unimp,TOTAL_IN_unimp,STORAGE_OUT_unimp,CONSTANT_HEAD_OUT_unimp,HEAD_DEP_BOUNDS_OUT_unimp,STREAM_LEAKAGE_OUT_unimp,LAKE__SEEPAGE_OUT_unimp,UZF_RECHARGE_OUT_unimp,GW_ET_OUT_unimp,SURFACE_LEAKAGE_OUT_unimp,TOTAL_OUT_unimp,IN-OUT_unimp,PERCENT_DISCREPANCY_unimp,day_unimp,year_unimp,month_unimp,date_unimp
1990-11-15,796569.5,0.0,0.0,6558674.0,822148.3,180820.77,151726.61,0.0,0.0,1412.5852,0.0,8511353.0,634378.2,0.0,30186.434,4213984.0,2379672.8,3293.8015,0.0,67055.14,981713.94,209058.9,858.428,8520201.0,-8848.0,-0.1,15,1990,11,1990-11-15,836268.94,0.0,6515565.0,802916.7,9252.032,153588.88,0.0,0.0,8317591.5,646986.25,0.0,4251275.0,2399952.2,35650.16,0.0,71065.48,962997.1,8367925.5,-50334.0,-0.6,15,1990,11,1990-11-15
1990-12-15,836032.56,0.0,0.0,6547545.0,462873.22,161144.73,143989.66,0.0,0.0,1406.9901,0.0,8152991.5,129449.44,0.0,20858.834,4220711.0,2517438.0,3020.6067,0.0,111617.89,991733.6,172560.44,75.6115,8167465.5,-14474.0,-0.18,15,1990,12,1990-12-15,874482.25,0.0,6514428.5,435993.06,3722.3845,137100.42,0.0,0.0,7965727.0,114136.34,0.0,4253682.5,2501773.5,37890.54,0.0,114735.984,970080.4,7992299.5,-26572.5,-0.33,15,1990,12,1990-12-15
1991-01-15,777036.44,0.0,0.0,6543371.5,445668.53,165322.16,144235.05,0.0,0.0,1382.9012,0.0,8077016.5,135728.05,0.0,17527.139,4223330.5,2518366.2,2721.63,0.0,30872.156,1005029.25,166589.14,23.7739,8100188.0,-23171.5,-0.29,15,1991,1,1991-01-15,831587.7,0.0,6510208.5,417863.6,3938.1335,139273.66,0.0,0.0,7902871.0,125995.25,0.0,4256207.5,2493678.0,34302.914,0.0,31950.6,984223.1,7926357.5,-23486.5,-0.3,15,1991,1,1991-01-15
1991-02-15,735336.1,0.0,0.0,6544994.0,1513696.0,184105.17,298731.38,0.0,0.0,1472.7437,0.0,9278335.0,1491998.0,0.0,17634.516,4223930.5,2333556.0,3035.216,0.0,37545.668,1009519.2,170306.53,135.12685,9287661.0,-9326.5,-0.115,15,1991,2,1991-02-15,790563.1,0.0,6512302.0,1503054.5,18161.746,303793.25,0.0,0.0,9127875.0,1498692.5,0.0,4257674.0,2319052.8,27885.695,0.0,38265.84,987735.75,9129307.0,-1431.5,-0.04,15,1991,2,1991-02-15
1991-03-15,1490332.2,0.0,0.0,6527256.0,4918511.0,278417.56,3074459.5,0.0,0.0,1701.8335,0.0,16290678.0,7815288.5,0.0,17676.71,4249532.0,2683976.5,13486.426,0.0,6275.101,1076783.6,161236.66,0.0,16024256.0,266422.25,1.3125,15,1991,3,1991-03-15,951258.2,0.0,6499998.0,5964357.5,51951.355,2630201.8,0.0,0.0,16097767.0,8359952.5,0.0,4277741.5,2015011.9,27440.432,0.0,6541.308,1055221.5,15741909.0,355858.34,1.8299999,15,1991,3,1991-03-15
1991-04-15,1711582.9,0.0,0.0,6504976.0,915611.2,258442.19,3016017.2,0.0,0.0,1576.9191,0.0,12408206.0,2819390.5,0.0,17820.938,4297816.0,3881023.8,35851.062,0.0,19561.064,1176280.2,159559.78,0.0,12407303.0,903.0,0.01,15,1991,4,1991-04-15,1637607.4,0.0,6479648.5,901116.94,85.286,2836771.0,0.0,0.0,11855229.0,2490212.8,0.0,4337612.5,3774724.5,78225.266,0.0,19146.453,1146572.4,11846493.0,8736.0,0.07,15,1991,4,1991-04-15
1991-05-15,1234268.6,0.0,0.0,6529435.5,474514.03,190305.53,604689.4,0.0,0.0,1474.667,0.0,9034688.0,396686.16,0.0,21267.986,4257755.0,2913305.0,13206.686,0.0,151506.66,1117880.0,172404.02,0.0,9044011.0,-9323.0,-0.1,15,1991,5,1991-05-15,1276891.9,0.0,6496211.5,433744.6,2720.5557,592490.8,0.0,0.0,8802059.0,368593.78,0.0,4291348.5,2866112.8,44753.59,0.0,149605.98,1090123.2,8810538.0,-8479.0,-0.1,15,1991,5,1991-05-15
1991-06-15,1274453.8,0.0,0.0,6549235.0,474741.06,199760.06,364990.06,0.0,0.0,1435.601,0.0,8864616.0,156982.72,0.0,29848.824,4233732.5,2700896.5,8190.072,0.0,360051.03,1066415.6,208882.94,105041.02,8870041.0,-5425.0,-0.06,15,1991,6,1991-06-15,1232110.1,0.0,6508626.5,421819.06,3461.2993,363974.8,0.0,0.0,8529992.0,150700.72,0.0,4272468.0,2654198.0,36320.77,0.0,385127.7,1041863.8,8540679.0,-10687.0,-0.13,15,1991,6,1991-06-15
1991-07-15,1062663.0,0.0,0.0,6557939.5,535952.2,188108.83,280065.47,0.0,0.0,1409.8809,0.0,8626139.0,118332.734,0.0,37391.523,4223155.0,2631524.2,8433.448,0.0,295494.66,1031303.3,226542.39,66923.92,8639101.0,-12962.0,-0.15,15,1991,7,1991-07-15,1017637.94,0.0,6516081.5,499000.6,3516.0188,277280.03,0.0,0.0,8313516.0,123710.49,0.0,4263275.5,2572339.8,31053.885,0.0,329451.06,1008934.3,8328765.5,-15249.5,-0.18,15,1991,7,1991-07-15
1991-08-15,1144956.4,0.0,0.0,6568003.0,475730.16,187407.4,217066.95,0.0,0.0,1394.4054,0.0,8594558.0,41521.996,0.0,42056.61,4215031.0,2493787.8,10104.567,0.0,456235.22,998045.3,249604.92,110077.85,8616465.0,-21907.0,-0.25,15,1991,8,1991-08-15,1077052.2,0.0,6518853.5,397428.4,3696.5745,218450.75,0.0,0.0,8215482.0,51340.406,0.0,4255854.0,2446139.8,27927.75,0.0,467300.2,976297.6,8224859.5,-9377.5,-0.11,15,1991,8,1991-08-15
1991-09-15,1003613.94,0.0,0.0,6567605.5,486532.88,183392.38,195784.88,0.0,0.0,1388.1813,0.0,8438318.0,27061.633,0.0,42137.668,4212163.0,2434438.2,15382.301,0.0,394539.97,985375.44,237542.64,104674.92,8453316.0,-14998.0,-0.18,15,1991,9,1991-09-15,952639.75,0.0,6521937.5,402960.97,3774.5986,186251.84,0.0,0.0,8067564.5,37113.285,0.0,4251683.0,2394792.0,25180.14,0.0,404947.2,963637.3,8077353.0,-9788.5,-0.12,15,1991,9,1991-09-15
1991-10-15,938264.7,0.0,0.0,6564608.5,479411.25,181437.95,182974.83,0.0,0.0,1382.8353,0.0,8348080.0,24393.9,0.0,37990.453,4209541.0,2399553.0,14140.007,0.0,365426.25,978440.7,222895.38,104964.29,8357345.5,-9265.5,-0.11,15,1991,10,1991-10-15,900007.25,0.0,6521558.5,393882.47,3835.3276,174416.78,0.0,0.0,7993701.0,27348.744,0.0,4249580.0,2372928.0,23369.4,0.0,381300.47,956775.5,8011302.0,-17601.0,-0.22,15,1991,10,1991-10-15
1991-11-15,814133.1,0.0,0.0,6552727.5,498707.06,177142.4,181748.52,0.0,0.0,1381.9333,0.0,8225840.5,191677.27,0.0,30166.44,4217153.5,2509865.8,4944.823,0.0,81502.86,989755.0,208540.84,721.8121,8234329.0,-8488.5,-0.1,15,1991,11,1991-11-15,844746.4,0.0,6515031.0,462141.4,3173.802,174491.38,0.0,0.0,7999584.5,175340.39,0.0,4252600.5,2495345.2,23795.234,0.0,88553.31,963894.9,7999529.5,55.0,0.0,15,1991,11,1991-11-15
1991-12-15,646991.5,0.0,0.0,6542606.0,1275218.8,182284.44,615131.56,0.0,0.0,1467.7246,0.0,9263700.0,1446209.8,0.0,19215.094,4227223.5,2360074.5,2998.5679,0.0,28323.031,1013347.0,162256.22,1.0628,9259649.0,4050.5,0.024999999,15,1991,12,1991-12-15,752758.0,0.0,6511277.0,428191.97,3650.8816,178539.14,0.0,0.0,7874417.0,127387.445,0.0,4256386.0,2468756.0,22191.812,0.0,40451.242,977099.44,7892272.0,-17855.0,-0.23,15,1991,12,1991-12-15
1992-01-15,914189.2,0.0,0.0,6543697.0,689758.7,161780.4,567428.9,0.0,0.0,1447.5062,0.0,8878302.0,671521.2,0.0,17559.02,4230411.0,2747842.8,5558.2183,0.0,21323.201,1028579.7,156213.53,0.2034,8879009.0,-707.0,-0.01,15,1992,1,1992-01-15,953067.8,0.0,6514889.0,668406.0,1778.6147,554347.1,0.0,0.0,8692489.0,623764.8,0.0,4263049.5,2734952.2,27277.395,0.0,22189.309,1000482.6,8671717.0,20772.0,0.24,15,1992,1,1992-01-15
1992-02-15,550271.56,0.0,0.0,6528560.0,3035293.0,216215.45,1679208.6,0.0,0.0,1693.356,0.0,12011243.0,4137195.2,0.0,17657.693,4248249.5,2337206.0,5634.693,0.0,10806.844,1075027.6,153168.95,0.07906667,11984947.0,26295.666,0.18333334,15,1992,2,1992-02-15,592513.1,0.0,6506602.0,2071827.9,22460.117,1121507.6,0.0,0.0,10314911.0,2558330.5,0.0,4275310.0,2396530.0,23018.605,0.0,14761.233,1034110.2,10302061.0,12850.25,0.095,15,1992,2,1992-02-15
1992-03-15,1458287.9,0.0,0.0,6506348.5,721010.06,226755.73,2262830.5,0.0,0.0,1515.182,0.0,11176749.0,2030426.1,0.0,17784.299,4290513.0,3456052.2,30390.7,0.0,14043.218,1168846.6,155424.34,0.0,11163481.0,13268.0,0.12,15,1992,3,1992-03-15,1395685.1,0.0,6484306.0,717741.06,373.5844,2297953.5,0.0,0.0,10896060.0,1990020.1,0.0,4323801.5,3379212.5,53439.008,0.0,13874.1455,1136203.9,10896551.0,-491.0,0.0,15,1992,3,1992-03-15
1992-04-15,1019394.75,0.0,0.0,6515933.0,620299.56,193791.23,1443329.2,0.0,0.0,1493.8585,0.0,9794242.0,1008451.56,0.0,17817.424,4274668.5,3137666.5,16605.05,0.0,11495.69,1185112.5,147970.03,0.0,9799788.0,-5546.0,-0.06,15,1992,4,1992-04-15,1067203.0,0.0,6493052.0,591124.9,1979.6765,1446301.1,0.0,0.0,9599661.0,980473.8,0.0,4306401.5,3114748.5,41555.9,0.0,11291.769,1151862.6,9606335.0,-6674.0,-0.07,15,1992,4,1992-04-15
1992-05-15,1096527.0,0.0,0.0,6533114.5,483228.88,188603.52,690006.9,0.0,0.0,1447.5276,0.0,8992929.0,382167.94,0.0,21240.47,4252378.0,2808531.8,14171.037,0.0,208889.44,1124544.1,182591.38,0.0,8994514.0,-1585.0,-0.02,15,1992,5,1992-05-15,1121932.2,0.0,6499114.0,429411.56,3180.0527,682197.4,0.0,0.0,8735835.0,363789.94,0.0,4284533.0,2757785.0,34775.62,0.0,208896.67,1092232.1,8742012.0,-6177.0,-0.07,15,1992,5,1992-05-15
1992-06-15,1467580.4,0.0,0.0,6555892.5,496204.56,205700.67,459019.06,0.0,0.0,1425.2206,0.0,9185823.0,185591.23,0.0,29781.453,4228887.5,2603481.2,7033.427,0.0,722682.75,1065992.4,227381.47,122737.67,9193568.0,-7745.0,-0.08,15,1992,6,1992-06-15,1429752.5,0.0,6512050.5,409541.66,3446.5222,454330.62,0.0,0.0,8809122.0,165895.39,0.0,4268619.5,2560134.8,29457.023,0.0,758371.5,1036629.3,8819108.0,-9986.0,-0.11,15,1992,6,1992-06-15
1992-07-15,839221.7,0.0,0.0,6558428.0,855206.6,197483.83,401686.44,0.0,0.0,1413.0406,0.0,8853439.0,693664.56,0.0,37348.56,4224380.5,2490959.2,10260.059,0.0,93691.31,1040570.6,238887.69,35838.77,8865602.0,-12163.0,-0.14,15,1992,7,1992-07-15,847672.25,0.0,6515657.0,847681.2,5701.504,396160.34,0.0,0.0,8612872.0,723701.25,0.0,4263271.5,2498340.5,20492.137,0.0,104392.15,1010718.44,8620916.0,-8044.0,-0.09,15,1992,7,1992-07-15
1992-08-15,1019482.4,0.0,0.0,6568169.5,490028.0,189208.11,306314.6,0.0,0.0,1399.9401,0.0,8574603.0,61424.492,0.0,42197.74,4216314.5,2447060.0,17602.322,0.0,449103.9,1010646.6,238517.94,111440.32,8594307.0,-19704.0,-0.23,15,1992,8,1992-08-15,958949.56,0.0,6519125.5,396970.2,3678.7708,301998.06,0.0,0.0,8180722.0,71178.16,0.0,4255582.5,2403027.2,22918.047,0.0,456250.5,982214.1,8191170.5,-10448.5,-0.13,15,1992,8,1992-08-15
1992-09-15,905610.75,0.0,0.0,6571830.5,487698.12,187959.95,260744.23,0.0,0.0,1386.9775,0.0,8415230.0,53996.996,0.0,42051.426,4212108.0,2400665.2,23107.066,0.0,350575.44,996713.2,251890.8,108139.055,8439248.0,-24018.0,-0.29,15,1992,9,1992-09-15,840990.06,0.0,6520104.0,389253.72,3808.993,259813.98,0.0,0.0,8013970.5,67197.77,0.0,4251510.0,2355177.0,20872.67,0.0,360924.38,969094.0,8024776.0,-10805.5,-0.13,15,1992,9,1992-09-15
1992-10-15,826386.0,0.0,0.0,6567471.5,480749.56,185285.02,235379.11,0.0,0.0,1379.9739,0.0,8296651.0,67197.02,0.0,38009.363,4210855.5,2381403.5,25761.725,0.0,259663.58,991101.3,237785.95,103919.05,8315697.0,-19046.0,-0.23,15,1992,10,1992-10-15,770290.0,0.0,6518684.0,385291.9,3878.4558,230480.28,0.0,0.0,7908625.0,67514.67,0.0,4250152.5,2350549.0,19618.45,0.0,275701.75,964281.94,7927818.0,-19193.0,-0.24,15,1992,10,1992-10-15
1992-11-15,755438.94,0.0,0.0,6556726.0,698144.06,174646.16,367393.44,0.0,0.0,1419.604,0.0,8553768.0,567210.3,0.0,30232.818,4216820.0,2608909.0,19092.729,0.0,35740.754,1006171.7,205539.34,378.3974,8690094.0,-136326.0,-1.58,15,1992,11,1992-11-15,745158.3,0.0,6520187.5,746476.56,4282.392,361218.28,0.0,0.0,8377323.5,631258.3,0.0,4253474.0,2466191.2,17329.166,0.0,38453.453,974318.6,8381025.0,-3701.5,-0.04,15,1992,11,1992-11-15
1992-12-15,707313.44,0.0,0.0,6533844.5,2891189.2,186473.08,1846472.9,0.0,0.0,1623.4418,0.0,12166917.0,4244412.5,0.0,18136.28,4232033.5,2370974.2,10693.577,0.0,28705.959,1053047.9,139295.78,0.5065667,12097300.0,69616.664,0.5,15,1992,12,1992-12-15,643522.0,0.0,6512229.5,2680871.2,17416.742,1274632.4,0.0,0.0,11128671.0,3534127.8,0.0,4257139.5,2193875.0,14579.415,0.0,39355.39,1009872.56,11048949.0,79721.836,0.57,15,1992,12,1992-12-15
1993-01-15,408717.1,0.0,0.0,6501597.5,8116639.5,456266.4,4421476.0,0.0,0.0,2431.603,0.0,19907128.0,11940303.0,0.0,17786.328,4261894.5,2191482.8,1117.9132,0.0,1428.423,1286697.0,137669.05,0.0,19838378.0,68749.336,0.32333332,15,1993,1,1993-01-15,408492.06,0.0,6478383.5,9549998.0,129476.47,4597522.0,0.0,0.0,21163872.0,13369740.0,0.0,4296134.0,2122338.0,8077.3403,0.0,1626.5676,1304815.0,21102732.0,61141.0,0.29500002,15,1993,1,1993-01-15
1993-02-15,1886822.2,0.0,0.0,6496566.5,815229.7,142623.9,3478035.5,0.0,0.0,1590.0178,0.0,12820868.0,2846846.5,0.0,17923.635,4294623.0,4076753.0,76992.81,0.0,8685.086,1360788.2,136119.31,0.0,12818731.0,2137.0,0.02,15,1993,2,1993-02-15,1779014.1,0.0,6478462.5,765340.7,1456.647,3495193.5,0.0,0.0,12519468.0,2847536.8,0.0,4322538.5,3966820.0,45971.18,0.0,8539.802,1325861.1,12517267.0,2201.0,0.02,15,1993,2,1993-02-15
1993-03-15,1861938.9,0.0,0.0,6489430.0,876979.94,123981.234,3951892.2,0.0,0.0,1619.4064,0.0,13305841.0,2841306.5,0.0,17990.084,4306115.5,4634115.5,85316.05,0.0,12015.392,1421696.1,120194.76,0.0,13438750.0,-132909.0,-0.99,15,1993,3,1993-03-15,1546577.2,0.0,6475378.5,880772.44,1576.5122,3995884.8,0.0,0.0,12900190.0,2851347.8,0.0,4330562.0,4159447.8,53247.668,0.0,11974.257,1386021.4,12792601.0,107589.0,0.84,15,1993,3,1993-03-15
1993-04-15,1107941.9,0.0,0.0,6511139.5,730148.75,153484.45,1776200.9,0.0,0.0,1522.7019,0.0,10280438.0,1246391.5,0.0,18008.54,4278872.0,3243547.5,33383.66,0.0,20949.52,1309583.0,126043.24,0.0,10276780.0,3658.0,0.04,15,1993,4,1993-04-15,1082132.6,0.0,6491569.5,727003.44,3501.249,1771950.2,0.0,0.0,10076157.0,1253693.0,0.0,4304727.0,3177680.2,37283.68,0.0,21047.318,1278715.0,10073146.0,3011.0,0.03,15,1993,4,1993-04-15
1993-05-15,1336302.0,0.0,0.0,6522513.5,485854.2,152659.75,1215316.4,0.0,0.0,1483.8182,0.0,9714129.0,691505.06,0.0,21486.488,4268493.5,3159103.0,34387.984,0.0,150868.58,1245565.2,147735.38,0.0,9719145.0,-5016.0,-0.05,15,1993,5,1993-05-15,1332992.5,0.0,6495994.5,461982.88,2163.5208,1198444.4,0.0,0.0,9491578.0,683677.94,0.0,4297935.0,3090667.2,41115.06,0.0,148909.56,1217339.2,9479644.0,11934.0,0.13,15,1993,5,1993-05-15
1993-06-15,760793.5,0.0,0.0,6538987.5,1179644.5,187748.27,1027911.06,0.0,0.0,1515.7743,0.0,9696601.0,1357533.8,0.0,30500.436,4245935.0,2633744.2,14931.501,0.0,20015.27,1198055.5,194118.38,3315.6003,9698150.0,-1549.0,-0.02,15,1993,6,1993-06-15,765792.2,0.0,6504136.5,1282971.6,7260.087,1021758.1,0.0,0.0,9581918.0,1510971.1,0.0,4281315.5,2582283.0,24654.334,0.0,19555.75,1168115.4,9586895.0,-4977.0,-0.05,15,1993,6,1993-06-15
1993-07-15,1526951.1,0.0,0.0,6557563.5,456671.1,178077.02,669875.94,0.0,0.0,1437.7798,0.0,9390577.0,287808.6,0.0,38447.6,4230699.0,2754447.2,14626.62,0.0,584450.8,1145199.8,224343.6,120900.32,9400923.0,-10346.0,-0.11,15,1993,7,1993-07-15,1428731.0,0.0,6512760.0,400718.3,3523.9563,674310.25,0.0,0.0,9020044.0,297315.56,0.0,4271202.0,2696168.8,28782.936,0.0,607944.94,1122608.5,9024022.0,-3978.0,-0.04,15,1993,7,1993-07-15
1993-08-15,1496092.1,0.0,0.0,6574077.0,462310.9,180456.55,518344.34,0.0,0.0,1427.3812,0.0,9232708.0,184270.75,0.0,43521.445,4216814.0,2562646.2,9781.049,0.0,785578.44,1087013.2,257984.67,115821.445,9263431.0,-30723.0,-0.33,15,1993,8,1993-08-15,1441696.4,0.0,6522722.5,403104.78,3616.0989,518260.5,0.0,0.0,8889400.0,190857.17,0.0,4258785.0,2541894.2,25646.879,0.0,817073.56,1062647.5,8896904.0,-7504.0,-0.08,15,1993,8,1993-08-15
1993-09-15,1023462.44,0.0,0.0,6570521.5,470645.4,178943.98,449389.0,0.0,0.0,1400.1193,0.0,8694362.0,158321.58,0.0,43533.83,4214468.5,2493922.0,11101.91,0.0,380976.22,1058635.8,257254.12,100050.47,8718264.0,-23902.0,-0.27,15,1993,9,1993-09-15,971187.56,0.0,6518892.0,402115.47,3758.4565,451070.62,0.0,0.0,8347024.0,166960.66,0.0,4255261.0,2473897.8,23937.389,0.0,399215.34,1034683.3,8353955.5,-6931.5,-0.08,15,1993,9,1993-09-15
1993-10-15,921823.25,0.0,0.0,6565143.5,462665.12,175916.72,407972.66,0.0,0.0,1387.666,0.0,8534909.0,121416.67,0.0,39362.312,4214349.5,2456673.0,6578.893,0.0,333496.78,1043800.0,238501.42,97540.97,8551720.0,-16811.0,-0.2,15,1993,10,1993-10-15,892021.5,0.0,6519119.0,392539.94,3507.353,398541.62,0.0,0.0,8205729.5,118879.27,0.0,4255530.0,2440369.8,23228.824,0.0,353899.97,1019351.75,8211260.0,-5530.5,-0.07,15,1993,10,1993-10-15
