year,STORAGE_IN_base,CONSTANT_HEAD_IN_base,WELLS_IN,HEAD_DEP_BOUNDS_IN_base,STREAM_LEAKAGE_IN_base,LAKE__SEEPAGE_IN_base,UZF_RECHARGE_IN_base,GW_ET_IN_base,SURFACE_LEAKAGE_IN_base,MNW2_IN,AG_WELLS_IN,TOTAL_IN_base,STORAGE_OUT_base,CONSTANT_HEAD_OUT_base,WELLS_OUT,HEAD_DEP_BOUNDS_OUT_base,STREAM_LEAKAGE_OUT_base,LAKE__SEEPAGE_OUT_base,UZF_RECHARGE_OUT_base,GW_ET_OUT_base,SURFACE_LEAKAGE_OUT_base,MNW2_OUT,AG_WELLS_OUT,TOTAL_OUT_base,IN-OUT_base,PERCENT_DISCREPANCY_base,STORAGE_IN_unimp,CONSTANT_HEAD_IN_unimp,HEAD_DEP_BOUNDS_IN_unimp,STREAM_LEAKAGE_IN_unimp,LAKE__SEEPAGE_IN_unimp,UZF_RECHARGE_IN_unimp,GW_ET_IN_unimp,SURFACE_LEAKAGE_IN_unimp,TOTAL_IN_unimp,STORAGE_OUT_unimp,CONSTANT_HEAD_OUT_unimp,HEAD_DEP_BOUNDS_OUT_unimp,STREAM_LEAKAGE_OUT_unimp,LAKE__SEEPAGE_OUT_unimp,UZF_RECHARGE_OUT_unimp,GW_ET_OUT_unimp,SURFACE_LEAKAGE_OUT_unimp,TOTAL_OUT_unimp,IN-OUT_unimp,PERCENT_DISCREPANCY_unimp
2000,1051232.5,0.0,0.0,6540226.0,1312390.6,199508.89,1632152.1,0.0,0.0,1551.921,0.0,10737062.0,1880046.8,0.0,29218.924,4246412.5,2869156.2,14295.141,0.0,243549.97,1206820.0,204812.64,43898.516,10738210.0,-1148.6923,-0.048461538,1036741.0,0.0,6501980.5,1370355.5,5900.8403,1638796.6,0.0,0.0,10553774.0,1967922.5,0.0,4285858.5,2826864.0,28554.273,0.0,252775.36,1182599.2,10544574.0,9200.115,0.049999997
2001,1035075.25,0.0,0.0,6549897.0,1389021.1,194316.06,1243466.8,0.0,0.0,1489.936,0.0,10413266.0,1853098.1,0.0,28987.42,4231663.5,2646218.8,16512.953,0.0,248480.06,1094591.5,205516.06,45272.74,10370341.0,42924.973,0.2661111,1005515.6,0.0,6508555.5,1522786.4,9463.925,1425953.2,0.0,0.0,10472275.0,2165288.2,0.0,4274743.5,2665585.5,30059.627,0.0,218408.9,1076843.0,10430928.0,41346.125,0.31125
2002,892677.4,0.0,0.0,6537450.5,2574856.0,243405.11,2029665.1,0.0,0.0,1681.7537,0.0,12279736.0,3730194.8,0.0,26337.727,4244359.0,2604360.5,15201.184,0.0,177506.19,1151892.4,187645.78,32670.357,12170167.0,109568.414,0.45333332,887244.75,0.0,6502481.5,2560117.8,20839.703,2075948.0,0.0,0.0,12046632.0,3712964.5,0.0,4280595.5,2567474.0,25724.314,0.0,194051.2,1128668.5,11909478.0,137153.64,0.6947059
2003,992940.75,0.0,0.0,6535504.5,1631679.1,208450.17,1772365.5,0.0,0.0,1587.9194,0.0,11142528.0,2299230.2,0.0,29233.613,4253256.0,2868964.2,20555.906,0.0,214634.39,1207037.8,198780.39,40581.125,11132274.0,10253.615,-0.013076929,964420.94,0.0,6499240.5,1693374.5,11177.698,1743239.4,0.0,0.0,10911454.0,2335252.2,0.0,4290840.5,2831357.5,32566.746,0.0,224112.4,1179796.4,10893926.0,17526.654,0.073846154
2004,972099.25,0.0,0.0,6538191.5,2208754.2,215008.1,1919282.2,0.0,0.0,1588.3374,0.0,11854924.0,3105844.2,0.0,28031.32,4248309.0,2778584.5,22826.53,0.0,215979.52,1193402.5,206987.94,39279.766,11839245.0,15678.667,0.03166667,990259.2,0.0,6500524.0,2090934.5,18221.643,1783736.5,0.0,0.0,11383676.0,2876167.0,0.0,4286980.0,2780258.5,33910.18,0.0,216175.25,1165488.8,11358980.0,24695.281,0.11
2005,887123.94,0.0,0.0,6537900.5,2207806.2,225021.61,2061148.4,0.0,0.0,1573.8367,0.0,11920575.0,3241811.8,0.0,29033.994,4246735.5,2732269.2,22155.848,0.0,199208.1,1188687.1,195700.7,34936.31,11890538.0,30036.363,0.18545455,841704.2,0.0,6499425.5,2444118.2,17139.25,2067275.4,0.0,0.0,11869662.0,3421716.0,0.0,4288791.0,2740135.5,31667.46,0.0,161732.78,1175674.9,11819717.0,49944.61,0.355
2006,1126000.2,0.0,0.0,6529812.5,2036537.4,250333.66,2600146.8,0.0,0.0,1611.9786,0.0,12544443.0,3411684.0,0.0,29077.262,4257512.5,3041825.5,23991.543,0.0,231312.78,1300885.8,203381.4,40456.406,12540127.0,4316.4287,-0.024285715,1007311.0,0.0,6495234.5,2090816.9,17326.326,2301139.2,0.0,0.0,11911827.0,3193343.8,0.0,4295128.0,2865586.8,28532.418,0.0,240480.88,1262818.2,11885889.0,25938.178,0.18428572
2007,903763.3,0.0,0.0,6546900.0,1471331.4,194486.94,1120514.6,0.0,0.0,1513.9164,0.0,10238510.0,1780275.9,0.0,28093.828,4233153.5,2593533.5,14502.61,0.0,202271.69,1124078.9,199535.62,38174.027,10213620.0,24890.889,0.18944445,873030.3,0.0,6508599.0,1303711.2,9368.66,1095361.2,0.0,0.0,9790071.0,1615519.8,0.0,4271918.5,2610733.8,28446.998,0.0,188066.16,1095850.2,9810536.0,-20464.766,-0.18529409
2008,928641.2,0.0,0.0,6544636.5,1680168.0,204969.02,1405697.2,0.0,0.0,1523.7063,0.0,10765635.0,2215943.0,0.0,29235.527,4233683.0,2640316.2,18130.469,0.0,215898.61,1118084.9,195581.22,46807.31,10713680.0,51955.234,0.20866667,937392.44,0.0,6506470.5,1753165.4,14672.834,1468757.0,0.0,0.0,10680458.0,2358972.0,0.0,4274827.0,2632902.5,24541.875,0.0,214327.45,1101205.1,10606776.0,73682.11,0.3307143
2009,846126.44,0.0,0.0,6547738.0,945011.5,183504.94,859776.0,0.0,0.0,1445.9656,0.0,9383603.0,1037849.06,0.0,31314.592,4227740.0,2526593.5,14493.937,0.0,241278.31,1061612.6,185888.72,54060.434,9380831.0,2772.0293,0.017058823,760119.5,0.0,6506239.5,1645245.6,11645.205,1321092.9,0.0,0.0,10244343.0,2200744.5,0.0,4273463.0,2497741.2,24492.895,0.0,170243.02,1059904.8,10226589.0,17753.719,0.10875
2010,860802.75,0.0,0.0,6530048.0,2091568.6,238003.11,2419622.0,0.0,0.0,1595.6497,0.0,12141640.0,3511145.2,0.0,26675.625,4252896.5,2824800.5,20450.336,0.0,112305.04,1148770.6,168125.88,24504.766,12089674.0,51965.79,0.36421052,814408.6,0.0,6497501.0,2433569.0,17320.807,2579518.0,0.0,0.0,12342317.0,3967419.8,0.0,4291940.5,2765159.5,30836.71,0.0,117152.09,1132914.1,12305423.0,36893.895,0.25263157
2011,1128844.2,0.0,0.0,6529983.0,675616.4,166156.16,1765927.1,0.0,0.0,1508.7427,0.0,10268035.0,1130526.2,0.0,30636.145,4259929.0,3177869.5,29668.803,0.0,175882.4,1233518.5,179384.27,33484.996,10250900.0,17134.924,0.17538461,1112881.4,0.0,6497171.5,631869.94,2149.57,1749022.5,0.0,0.0,9993095.0,1104651.4,0.0,4295583.0,3192645.8,40711.477,0.0,183107.11,1198963.4,10015662.0,-22567.375,-0.24333332
2012,838030.0,0.0,0.0,6533641.0,3018300.0,227666.67,2225516.0,0.0,0.0,1632.6093,0.0,12844786.0,4400667.0,0.0,25820.111,4244522.5,2589359.2,14603.859,0.0,143141.97,1146228.6,175149.47,28689.63,12768182.0,76603.98,0.42200002,858184.4,0.0,6502235.0,2962276.2,19349.697,2208548.2,0.0,0.0,12550594.0,4321205.0,0.0,4280818.5,2577196.8,27734.193,0.0,151299.2,1121431.6,12479686.0,70907.7,0.42200002
2013,890862.25,0.0,0.0,6546055.0,549806.1,175165.39,850209.9,0.0,0.0,1440.2095,0.0,9013538.0,451016.22,0.0,30707.26,4232948.0,2681305.8,18236.322,0.0,249920.61,1104415.1,199801.9,46209.305,9014561.0,-1022.11536,-0.023076924,902219.44,0.0,6506658.5,509263.72,3413.7273,898120.3,0.0,0.0,8819675.0,484827.84,0.0,4274186.0,2694588.5,26373.18,0.0,252866.45,1086433.9,8819276.0,399.79166,0.00083333376
2014,788808.8,0.0,0.0,6543577.0,2630926.8,235857.81,1426909.0,0.0,0.0,1552.3617,0.0,11627632.0,3441743.0,0.0,26274.688,4226281.5,2358474.8,10317.764,0.0,171871.27,1051268.6,179453.34,34977.0,11500662.0,126969.79,0.7,823598.5,0.0,6509276.5,2583116.8,26238.81,1492053.9,0.0,0.0,11434284.0,3453971.2,0.0,4265617.5,2384494.0,18582.6,0.0,149942.12,1026978.5,11299587.0,134697.92,0.78999996
2015,779994.06,0.0,0.0,6539502.0,1527500.5,211964.1,938304.0,0.0,0.0,1508.7632,0.0,9998773.0,1676525.9,0.0,28281.477,4234929.5,2521655.0,15342.86,0.0,229667.92,1073535.4,157062.06,39809.76,9976810.0,21964.1,0.15533333,755888.06,0.0,6507746.0,1839030.5,20482.223,993385.75,0.0,0.0,10116532.0,2069206.6,0.0,4270573.5,2470609.5,20364.408,0.0,218220.8,1052574.6,10101550.0,14983.1,0.083333336
2016,498398.0,0.0,0.0,6521714.5,6060017.0,1661721.4,2047807.4,0.0,0.0,1785.351,0.0,16791444.0,7364792.0,0.0,18909.203,4253262.5,2449091.2,31001.314,0.0,952.2419,1132485.2,136624.53,0.0,15387118.0,1404326.0,8.73,688936.94,0.0,6505333.0,919392.3,2730.5674,1517208.4,0.0,0.0,9633601.0,1466555.8,0.0,4284251.0,2798832.5,30753.895,0.0,1002.6976,1050884.5,9632282.0,1319.0,0.01
