,HOB_id,well_id,source,num_obs,month_mode,depth_to_water_m,depth_to_well_screen_top_m,depth_to_well_screen_bottom_m,elev_land_obs_m,elev_land_model_m,elev_botm_lyr1,elev_botm_lyr2,elev_botm_lyr3,ibound_lyr1,ibound_lyr2,ibound_lyr3
161,HO_161,392516N1231610W001,DWR,2,10,33.147000000000006,24.384,60.96,329.36992799999996,309.79998779296875,309.79998779296875,309.79998779296875,259.79998779296875,0,0,1
162,HO_162,392556N1232312W001,DWR,3,10,11.588242000000001,,60.96,224.878392,228.36000061035156,208.36000061035156,8.360000610351562,-41.63999938964844,1,1,1
163,HO_163,392594N1232129W001,DWR,2,4,36.127944,,57.912000000000006,256.62331200000006,255.82000732421875,178.91403198242188,35.82000732421875,-14.17999267578125,1,1,1
164,HO_164,392606N1232098W001,DWR,3,4,41.758362,,105.7656,257.808984,240.2100067138672,170.6748809814453,20.210006713867188,-29.789993286132812,1,1,1
165,HO_165,392645N1231955W001,DWR,3,10,14.615922,,30.48,246.952008,244.39999389648438,234.39999389648438,49.79999542236328,-0.20000609755516052,1,1,1
166,HO_166,392648N1232318W001,DWR,4,10,2.4953976,,18.288,225.56724,231.00999450683594,211.00999450683594,78.30999755859375,28.309993743896484,1,1,1
167,HO_167,392730N1231770W001,DWR,3,4,11.617452,56.692800000000005,121.92,283.628592,277.6199951171875,277.6199951171875,277.6199951171875,227.6199951171875,0,0,1
168,HO_168,392842N1230950W001,DWR,12,10,0.7097485714285714,,3.3528000000000002,276.276816,275.9800109863281,255.98001098632812,59.28001022338867,9.280011177062988,1,1,1
169,HO_169,017N011W18J001M,NWIS,15,10,0.2110071578947369,,10.972800000000001,292.30319999999995,291.1600036621094,261.1600036621094,225.86000061035156,175.86000061035156,1,1,1
170,HO_170,017N011W18J002M,DWR,36,4,0.7813886666666667,18.288,30.48,291.99840000000006,291.1600036621094,261.1600036621094,225.86000061035156,175.86000061035156,1,1,1
