MOD_Name,TSDate,TSValue
LMendocino,1910-03-17,74911.0
LMendocino,1910-03-18,75149.0
LMendocino,1910-03-19,75373.0
LMendocino,1910-03-20,75635.0
LMendocino,1910-03-21,75852.0
LMendocino,1910-03-22,76199.0
LMendocino,1910-03-23,76741.0
LMendocino,1910-03-24,76971.0
LMendocino,1910-03-25,77247.0
LMendocino,1910-03-26,77578.0
LMendocino,1910-03-27,77977.0
LMendocino,1910-03-28,78925.0
LMendocino,1910-03-29,79207.0
LMendocino,1910-03-30,79483.0
LMendocino,1910-03-31,79800.0
LMendocino,1910-04-01,80139.0
LMendocino,1910-04-02,80462.0
LMendocino,1910-04-03,80825.0
LMendocino,1910-04-04,81159.0
LMendocino,1910-04-05,81502.0
LMendocino,1910-04-06,81858.0
LMendocino,1910-04-07,82199.0
LMendocino,1910-04-08,82466.0
LMendocino,1910-04-09,82759.0
LMendocino,1910-04-10,83018.0
LMendocino,1910-04-11,83244.0
LMendocino,1910-04-12,83425.0
LMendocino,1910-04-13,83562.0
LMendocino,1910-04-14,83682.0
LMendocino,1910-04-15,83751.0
LMendocino,1910-04-16,83885.0
LMendocino,1910-04-17,84010.0
LMendocino,1910-04-18,84125.0
LMendocino,1910-04-19,84211.0
LMendocino,1910-04-20,84281.0
LMendocino,1910-04-21,84325.0
LMendocino,1910-04-22,84335.0
LMendocino,1910-04-23,84325.0
LMendocino,1910-04-24,84312.0
LMendocino,1910-04-25,84314.0
LMendocino,1910-04-26,84279.0
LMendocino,1910-04-27,84212.0
LMendocino,1910-04-28,84136.0
LMendocino,1910-04-29,84044.0
LMendocino,1910-04-30,83911.0
LMendocino,1910-05-01,83810.0
LMendocino,1910-05-02,83663.0
LMendocino,1910-05-03,83517.0
LMendocino,1910-05-04,83363.0
LMendocino,1910-05-05,83212.0
LMendocino,1910-05-06,83057.0
LMendocino,1910-05-07,82897.0
LMendocino,1910-05-08,82734.0
LMendocino,1910-05-09,82567.0
LMendocino,1910-05-10,82398.0
LMendocino,1910-05-11,82229.0
LMendocino,1910-05-12,82044.0
LMendocino,1910-05-13,81861.0
LMendocino,1910-05-14,81682.0
LMendocino,1910-05-15,81472.0
LMendocino,1910-05-16,81351.0
LMendocino,1910-05-17,81238.0
LMendocino,1910-05-18,81112.0
LMendocino,1910-05-19,80973.0
LMendocino,1910-05-20,80821.0
LMendocino,1910-05-21,80682.0
LMendocino,1910-05-22,80555.0
LMendocino,1910-05-23,80412.0
LMendocino,1910-05-24,80279.0
LMendocino,1910-05-25,80140.0
LMendocino,1910-05-26,79994.0
LMendocino,1910-05-27,79845.0
LMendocino,1910-05-28,79691.0
LMendocino,1910-05-29,79540.0
LMendocino,1910-05-30,79381.0
LMendocino,1910-05-31,79227.0
LMendocino,1910-06-01,79054.0
LMendocino,1910-06-02,78966.0
LMendocino,1910-06-03,78863.0
LMendocino,1910-06-04,78744.0
LMendocino,1910-06-05,78619.0
LMendocino,1910-06-06,78492.0
LMendocino,1910-06-07,78360.0
LMendocino,1910-06-08,78209.0
LMendocino,1910-06-09,78050.0
LMendocino,1910-06-10,77878.0
LMendocino,1910-06-11,77698.0
LMendocino,1910-06-12,77506.0
LMendocino,1910-06-13,77303.0
LMendocino,1910-06-14,77095.0
LMendocino,1910-06-15,76886.0
LMendocino,1910-06-16,76657.0
LMendocino,1910-06-17,76418.0
LMendocino,1910-06-18,76176.0
LMendocino,1910-06-19,75957.0
LMendocino,1910-06-20,75732.0
LMendocino,1910-06-21,75506.0
LMendocino,1910-06-22,75257.0
LMendocino,1910-06-23,75001.0
LMendocino,1910-06-24,74732.0
LMendocino,1910-06-25,74481.0
LMendocino,1910-06-26,74227.0
LMendocino,1910-06-27,73954.0
LMendocino,1910-06-28,73671.0
LMendocino,1910-06-29,73383.0
LMendocino,1910-06-30,73110.0
LMendocino,1910-07-01,72839.0
LMendocino,1910-07-02,72575.0
LMendocino,1910-07-03,72305.0
LMendocino,1910-07-04,72013.0
LMendocino,1910-07-05,71731.0
LMendocino,1910-07-06,71458.0
LMendocino,1910-07-07,71154.0
LMendocino,1910-07-08,70845.0
LMendocino,1910-07-09,70528.0
LMendocino,1910-07-10,70202.0
LMendocino,1910-07-11,69854.0
LMendocino,1910-07-12,69520.0
LMendocino,1910-07-13,69192.0
LMendocino,1910-07-14,68856.0
LMendocino,1910-07-15,68524.0
LMendocino,1910-07-16,68232.0
LMendocino,1910-07-17,67934.0
LMendocino,1910-07-18,67623.0
LMendocino,1910-07-19,67337.0
LMendocino,1910-07-20,67043.0
LMendocino,1910-07-21,66743.0
LMendocino,1910-07-22,66435.0
LMendocino,1910-07-23,66123.0
LMendocino,1910-07-24,65826.0
LMendocino,1910-07-25,65527.0
LMendocino,1910-07-26,65214.0
LMendocino,1910-07-27,64901.0
LMendocino,1910-07-28,64581.0
LMendocino,1910-07-29,64294.0
LMendocino,1910-07-30,64015.0
LMendocino,1910-07-31,63744.0
LMendocino,1910-08-01,63460.0
LMendocino,1910-08-02,63147.0
LMendocino,1910-08-03,62831.0
LMendocino,1910-08-04,62522.0
LMendocino,1910-08-05,62223.0
LMendocino,1910-08-06,61921.0
LMendocino,1910-08-07,61618.0
LMendocino,1910-08-08,61310.0
LMendocino,1910-08-09,61002.0
LMendocino,1910-08-10,60686.0
LMendocino,1910-08-11,60351.0
LMendocino,1910-08-12,60007.0
LMendocino,1910-08-13,59664.0
LMendocino,1910-08-14,59331.0
LMendocino,1910-08-15,58997.0
LMendocino,1910-08-16,58667.0
LMendocino,1910-08-17,58327.0
LMendocino,1910-08-18,57998.0
LMendocino,1910-08-19,57669.0
LMendocino,1910-08-20,57340.0
LMendocino,1910-08-21,57006.0
LMendocino,1910-08-22,56666.0
LMendocino,1910-08-23,56351.0
LMendocino,1910-08-24,56030.0
LMendocino,1910-08-25,55702.0
LMendocino,1910-08-26,55364.0
LMendocino,1910-08-27,55023.0
LMendocino,1910-08-28,54674.0
LMendocino,1910-08-29,54302.0
LMendocino,1910-08-30,53938.0
LMendocino,1910-08-31,53583.0
LMendocino,1910-09-01,53223.0
LMendocino,1910-09-02,52867.0
LMendocino,1910-09-03,52499.0
LMendocino,1910-09-04,52148.0
LMendocino,1910-09-05,51814.0
LMendocino,1910-09-06,51479.0
LMendocino,1910-09-07,51135.0
LMendocino,1910-09-08,50793.0
LMendocino,1910-09-09,50446.0
LMendocino,1910-09-10,50112.0
LMendocino,1910-09-11,49777.0
LMendocino,1910-09-12,49452.0
LMendocino,1910-09-13,49140.0
LMendocino,1910-09-14,48842.0
LMendocino,1910-09-15,48534.0
LMendocino,1910-09-16,48218.0
LMendocino,1910-09-17,47822.0
LMendocino,1910-09-18,47411.0
LMendocino,1910-09-19,46997.0
LMendocino,1910-09-20,46595.0
LMendocino,1910-09-21,46195.0
LMendocino,1910-09-22,45807.0
LMendocino,1910-09-23,45441.0
LMendocino,1910-09-24,45073.0
LMendocino,1910-09-25,44699.0
LMendocino,1910-09-26,44312.0
LMendocino,1910-09-27,43936.0
LMendocino,1910-09-28,43563.0
LMendocino,1910-09-29,43206.0
LMendocino,1910-09-30,42864.0
LMendocino,1910-10-01,42522.0
LMendocino,1910-10-02,42218.0
LMendocino,1910-10-03,41925.0
LMendocino,1910-10-04,41641.0
LMendocino,1910-10-05,41372.0
LMendocino,1910-10-06,41095.0
LMendocino,1910-10-07,40810.0
LMendocino,1910-10-08,40530.0
LMendocino,1910-10-09,40223.0
LMendocino,1910-10-10,39945.0
LMendocino,1910-10-11,39665.0
LMendocino,1910-10-12,39395.0
LMendocino,1910-10-13,39158.0
LMendocino,1910-10-14,38922.0
LMendocino,1910-10-15,38689.0
LMendocino,1910-10-16,38457.0
LMendocino,1910-10-17,38162.0
LMendocino,1910-10-18,37846.0
LMendocino,1910-10-19,37530.0
LMendocino,1910-10-20,37236.0
LMendocino,1910-10-21,36939.0
LMendocino,1910-10-22,36632.0
LMendocino,1910-10-23,36337.0
LMendocino,1910-10-24,36052.0
LMendocino,1910-10-25,35750.0
LMendocino,1910-10-26,35451.0
LMendocino,1910-10-27,35182.0
LMendocino,1910-10-28,34902.0
LMendocino,1910-10-29,34640.0
LMendocino,1910-10-30,34376.0
LMendocino,1910-10-31,34128.0
LMendocino,1910-11-01,33893.0
LMendocino,1910-11-02,33695.0
LMendocino,1910-11-03,33495.0
LMendocino,1910-11-04,33296.0
LMendocino,1910-11-05,33094.0
LMendocino,1910-11-06,32891.0
LMendocino,1910-11-07,32686.0
LMendocino,1910-11-08,32480.0
LMendocino,1910-11-09,32274.0
LMendocino,1910-11-10,32074.0
LMendocino,1910-11-11,31877.0
LMendocino,1910-11-12,31670.0
LMendocino,1910-11-13,31468.0
LMendocino,1910-11-14,31275.0
LMendocino,1910-11-15,31079.0
LMendocino,1910-11-16,30890.0
LMendocino,1910-11-17,30710.0
LMendocino,1910-11-18,30523.0
LMendocino,1910-11-19,30335.0
LMendocino,1910-11-20,30143.0
LMendocino,1910-11-21,29944.0
LMendocino,1910-11-22,29893.0
LMendocino,1910-11-23,29837.0
LMendocino,1910-11-24,29811.0
LMendocino,1910-11-25,29946.0
LMendocino,1910-11-26,29992.0
LMendocino,1910-11-27,29990.0
LMendocino,1910-11-28,30281.0
LMendocino,1910-11-29,30270.0
LMendocino,1910-11-30,30157.0
LMendocino,1910-12-01,30018.0
LMendocino,1910-12-02,29873.0
LMendocino,1910-12-03,29861.0
LMendocino,1910-12-04,30599.0
LMendocino,1910-12-05,30598.0
LMendocino,1910-12-06,30517.0
LMendocino,1910-12-07,30405.0
LMendocino,1910-12-08,30280.0
LMendocino,1910-12-09,30214.0
LMendocino,1910-12-10,30105.0
LMendocino,1910-12-11,30010.0
LMendocino,1910-12-12,30047.0
LMendocino,1910-12-13,29950.0
LMendocino,1910-12-14,29973.0
LMendocino,1910-12-15,29981.0
LMendocino,1910-12-16,29983.0
LMendocino,1910-12-17,29993.0
LMendocino,1910-12-18,29871.0
LMendocino,1910-12-19,29919.0
LMendocino,1910-12-20,29958.0
LMendocino,1910-12-21,29992.0
LMendocino,1910-12-22,29863.0
LMendocino,1910-12-23,29892.0
LMendocino,1910-12-24,29910.0
LMendocino,1910-12-25,29912.0
LMendocino,1910-12-26,29917.0
LMendocino,1910-12-27,29910.0
LMendocino,1910-12-28,29906.0
LMendocino,1910-12-29,29852.0
LMendocino,1910-12-30,29793.0
LMendocino,1910-12-31,29672.0
LMendocino,1911-01-01,29513.0
LMendocino,1911-01-02,29354.0
LMendocino,1911-01-03,29201.0
LMendocino,1911-01-04,29036.0
LMendocino,1911-01-05,28869.0
LMendocino,1911-01-06,28694.0
LMendocino,1911-01-07,28519.0
LMendocino,1911-01-08,28340.0
LMendocino,1911-01-09,28163.0
LMendocino,1911-01-10,27982.0
LMendocino,1911-01-11,27896.0
LMendocino,1911-01-12,30037.0
LMendocino,1911-01-13,30309.0
LMendocino,1911-01-14,30641.0
LMendocino,1911-01-15,31184.0
LMendocino,1911-01-16,31521.0
LMendocino,1911-01-17,31728.0
LMendocino,1911-01-18,31878.0
LMendocino,1911-01-19,32289.0
LMendocino,1911-01-20,41481.0
LMendocino,1911-01-21,43261.0
LMendocino,1911-01-22,44141.0
LMendocino,1911-01-23,44721.0
LMendocino,1911-01-24,45497.0
LMendocino,1911-01-25,47337.0
LMendocino,1911-01-26,48532.0
LMendocino,1911-01-27,49615.0
LMendocino,1911-01-28,55656.0
LMendocino,1911-01-29,58762.0
LMendocino,1911-01-30,60728.0
LMendocino,1911-01-31,63268.0
LMendocino,1911-02-01,64879.0
LMendocino,1911-02-02,66243.0
LMendocino,1911-02-03,68409.0
LMendocino,1911-02-04,68409.0
LMendocino,1911-02-05,68409.0
LMendocino,1911-02-06,68409.0
LMendocino,1911-02-07,68409.0
LMendocino,1911-02-08,68409.0
LMendocino,1911-02-09,68409.0
LMendocino,1911-02-10,68409.0
LMendocino,1911-02-11,68409.0
LMendocino,1911-02-12,68409.0
LMendocino,1911-02-13,68409.0
LMendocino,1911-02-14,68409.0
LMendocino,1911-02-15,68409.0
LMendocino,1911-02-16,68409.0
LMendocino,1911-02-17,68409.0
LMendocino,1911-02-18,68409.0
LMendocino,1911-02-19,68409.0
LMendocino,1911-02-20,68409.0
LMendocino,1911-02-21,68409.0
LMendocino,1911-02-22,68409.0
LMendocino,1911-02-23,68409.0
LMendocino,1911-02-24,68409.0
LMendocino,1911-02-25,68409.0
LMendocino,1911-02-26,68409.0
LMendocino,1911-02-27,68409.0
LMendocino,1911-02-28,68409.0
LMendocino,1911-03-01,68409.0
LMendocino,1911-03-02,68763.0
LMendocino,1911-03-03,69210.0
LMendocino,1911-03-04,69825.0
LMendocino,1911-03-05,70731.0
LMendocino,1911-03-06,71316.0
LMendocino,1911-03-07,78738.0
LMendocino,1911-03-08,76864.0
LMendocino,1911-03-09,74236.0
LMendocino,1911-03-10,73663.0
LMendocino,1911-03-11,74252.0
LMendocino,1911-03-12,74843.0
LMendocino,1911-03-13,75435.0
LMendocino,1911-03-14,76026.0
LMendocino,1911-03-15,76611.0
LMendocino,1911-03-16,77135.0
LMendocino,1911-03-17,77603.0
LMendocino,1911-03-18,77992.0
LMendocino,1911-03-19,78351.0
LMendocino,1911-03-20,78887.0
LMendocino,1911-03-21,79419.0
LMendocino,1911-03-22,79953.0
LMendocino,1911-03-23,80455.0
LMendocino,1911-03-24,80721.0
LMendocino,1911-03-25,80938.0
LMendocino,1911-03-26,81137.0
LMendocino,1911-03-27,81316.0
LMendocino,1911-03-28,81468.0
LMendocino,1911-03-29,81581.0
LMendocino,1911-03-30,81729.0
LMendocino,1911-03-31,81842.0
LMendocino,1911-04-01,81934.0
LMendocino,1911-04-02,81976.0
LMendocino,1911-04-03,81953.0
LMendocino,1911-04-04,81910.0
LMendocino,1911-04-05,81874.0
LMendocino,1911-04-06,82173.0
LMendocino,1911-04-07,82366.0
LMendocino,1911-04-08,82523.0
LMendocino,1911-04-09,82625.0
LMendocino,1911-04-10,82776.0
LMendocino,1911-04-11,82939.0
LMendocino,1911-04-12,83070.0
LMendocino,1911-04-13,83126.0
LMendocino,1911-04-14,83140.0
LMendocino,1911-04-15,83140.0
LMendocino,1911-04-16,83174.0
LMendocino,1911-04-17,83226.0
LMendocino,1911-04-18,83284.0
LMendocino,1911-04-19,83369.0
LMendocino,1911-04-20,83371.0
LMendocino,1911-04-21,83344.0
LMendocino,1911-04-22,83338.0
LMendocino,1911-04-23,83317.0
LMendocino,1911-04-24,83266.0
LMendocino,1911-04-25,83216.0
LMendocino,1911-04-26,83171.0
LMendocino,1911-04-27,83114.0
LMendocino,1911-04-28,83037.0
LMendocino,1911-04-29,82960.0
LMendocino,1911-04-30,82831.0
LMendocino,1911-05-01,82740.0
LMendocino,1911-05-02,82603.0
LMendocino,1911-05-03,82495.0
LMendocino,1911-05-04,82379.0
LMendocino,1911-05-05,82254.0
LMendocino,1911-05-06,82116.0
LMendocino,1911-05-07,81930.0
LMendocino,1911-05-08,81779.0
LMendocino,1911-05-09,81631.0
LMendocino,1911-05-10,81471.0
LMendocino,1911-05-11,81308.0
LMendocino,1911-05-12,81135.0
LMendocino,1911-05-13,80961.0
LMendocino,1911-05-14,80790.0
LMendocino,1911-05-15,80596.0
LMendocino,1911-05-16,80496.0
LMendocino,1911-05-17,80402.0
LMendocino,1911-05-18,80298.0
LMendocino,1911-05-19,80177.0
LMendocino,1911-05-20,80043.0
LMendocino,1911-05-21,79916.0
LMendocino,1911-05-22,79798.0
LMendocino,1911-05-23,79665.0
LMendocino,1911-05-24,79547.0
LMendocino,1911-05-25,79417.0
LMendocino,1911-05-26,79281.0
LMendocino,1911-05-27,79145.0
LMendocino,1911-05-28,79000.0
LMendocino,1911-05-29,78859.0
LMendocino,1911-05-30,78708.0
LMendocino,1911-05-31,78562.0
LMendocino,1911-06-01,78406.0
LMendocino,1911-06-02,78262.0
LMendocino,1911-06-03,78103.0
LMendocino,1911-06-04,77931.0
LMendocino,1911-06-05,77748.0
LMendocino,1911-06-06,77566.0
LMendocino,1911-06-07,77379.0
LMendocino,1911-06-08,77176.0
LMendocino,1911-06-09,76967.0
LMendocino,1911-06-10,76741.0
LMendocino,1911-06-11,76509.0
LMendocino,1911-06-12,76274.0
LMendocino,1911-06-13,76021.0
LMendocino,1911-06-14,75773.0
LMendocino,1911-06-15,75520.0
LMendocino,1911-06-16,75251.0
LMendocino,1911-06-17,74979.0
LMendocino,1911-06-18,74699.0
LMendocino,1911-06-19,74437.0
LMendocino,1911-06-20,74164.0
LMendocino,1911-06-21,73888.0
LMendocino,1911-06-22,73593.0
LMendocino,1911-06-23,73290.0
LMendocino,1911-06-24,72974.0
LMendocino,1911-06-25,72675.0
LMendocino,1911-06-26,72374.0
LMendocino,1911-06-27,72056.0
LMendocino,1911-06-28,71724.0
LMendocino,1911-06-29,71388.0
LMendocino,1911-06-30,71064.0
LMendocino,1911-07-01,70742.0
LMendocino,1911-07-02,70429.0
LMendocino,1911-07-03,70104.0
LMendocino,1911-07-04,69757.0
LMendocino,1911-07-05,69417.0
LMendocino,1911-07-06,69089.0
LMendocino,1911-07-07,68724.0
LMendocino,1911-07-08,68356.0
LMendocino,1911-07-09,67978.0
LMendocino,1911-07-10,67590.0
LMendocino,1911-07-11,67182.0
LMendocino,1911-07-12,66785.0
LMendocino,1911-07-13,66393.0
LMendocino,1911-07-14,65991.0
LMendocino,1911-07-15,65597.0
LMendocino,1911-07-16,65245.0
LMendocino,1911-07-17,64887.0
LMendocino,1911-07-18,64512.0
LMendocino,1911-07-19,64161.0
LMendocino,1911-07-20,63800.0
LMendocino,1911-07-21,63433.0
LMendocino,1911-07-22,63059.0
LMendocino,1911-07-23,62679.0
LMendocino,1911-07-24,62314.0
LMendocino,1911-07-25,61950.0
LMendocino,1911-07-26,61572.0
LMendocino,1911-07-27,61194.0
LMendocino,1911-07-28,60809.0
LMendocino,1911-07-29,60455.0
LMendocino,1911-07-30,60111.0
LMendocino,1911-07-31,59773.0
LMendocino,1911-08-01,59426.0
LMendocino,1911-08-02,59048.0
LMendocino,1911-08-03,58668.0
LMendocino,1911-08-04,58294.0
LMendocino,1911-08-05,57928.0
LMendocino,1911-08-06,57556.0
LMendocino,1911-08-07,57183.0
LMendocino,1911-08-08,56805.0
LMendocino,1911-08-09,56427.0
LMendocino,1911-08-10,56041.0
LMendocino,1911-08-11,55634.0
LMendocino,1911-08-12,55220.0
LMendocino,1911-08-13,54808.0
LMendocino,1911-08-14,54404.0
LMendocino,1911-08-15,53999.0
LMendocino,1911-08-16,53600.0
LMendocino,1911-08-17,53190.0
LMendocino,1911-08-18,52790.0
LMendocino,1911-08-19,52389.0
LMendocino,1911-08-20,51988.0
LMendocino,1911-08-21,51582.0
LMendocino,1911-08-22,51169.0
LMendocino,1911-08-23,50783.0
LMendocino,1911-08-24,50388.0
LMendocino,1911-08-25,49986.0
LMendocino,1911-08-26,49574.0
LMendocino,1911-08-27,49163.0
LMendocino,1911-08-28,48742.0
LMendocino,1911-08-29,48298.0
LMendocino,1911-08-30,47932.0
LMendocino,1911-08-31,47575.0
LMendocino,1911-09-01,47214.0
LMendocino,1911-09-02,46856.0
LMendocino,1911-09-03,46484.0
LMendocino,1911-09-04,46125.0
LMendocino,1911-09-05,45785.0
LMendocino,1911-09-06,45442.0
LMendocino,1911-09-07,45090.0
LMendocino,1911-09-08,44740.0
LMendocino,1911-09-09,44390.0
LMendocino,1911-09-10,44053.0
LMendocino,1911-09-11,43716.0
LMendocino,1911-09-12,43388.0
LMendocino,1911-09-13,43074.0
LMendocino,1911-09-14,42774.0
LMendocino,1911-09-15,42465.0
LMendocino,1911-09-16,42147.0
LMendocino,1911-09-17,41748.0
LMendocino,1911-09-18,41333.0
LMendocino,1911-09-19,41035.0
LMendocino,1911-09-20,40749.0
LMendocino,1911-09-21,40464.0
LMendocino,1911-09-22,40191.0
LMendocino,1911-09-23,39940.0
LMendocino,1911-09-24,39687.0
LMendocino,1911-09-25,39428.0
LMendocino,1911-09-26,39159.0
LMendocino,1911-09-27,38898.0
LMendocino,1911-09-28,38642.0
LMendocino,1911-09-29,38402.0
LMendocino,1911-09-30,38180.0
LMendocino,1911-10-01,37958.0
LMendocino,1911-10-02,37773.0
LMendocino,1911-10-03,37600.0
LMendocino,1911-10-04,37439.0
LMendocino,1911-10-05,37291.0
LMendocino,1911-10-06,37130.0
LMendocino,1911-10-07,36962.0
LMendocino,1911-10-08,36798.0
LMendocino,1911-10-09,36607.0
LMendocino,1911-10-10,36413.0
LMendocino,1911-10-11,36229.0
LMendocino,1911-10-12,36058.0
LMendocino,1911-10-13,35912.0
LMendocino,1911-10-14,35760.0
LMendocino,1911-10-15,35622.0
LMendocino,1911-10-16,35476.0
LMendocino,1911-10-17,35354.0
LMendocino,1911-10-18,35207.0
LMendocino,1911-10-19,35050.0
LMendocino,1911-10-20,34914.0
LMendocino,1911-10-21,34779.0
LMendocino,1911-10-22,34629.0
LMendocino,1911-10-23,34487.0
LMendocino,1911-10-24,34354.0
LMendocino,1911-10-25,34198.0
LMendocino,1911-10-26,34045.0
LMendocino,1911-10-27,33922.0
LMendocino,1911-10-28,33789.0
LMendocino,1911-10-29,33674.0
LMendocino,1911-10-30,33573.0
LMendocino,1911-10-31,33487.0
LMendocino,1911-11-01,33412.0
LMendocino,1911-11-02,33378.0
LMendocino,1911-11-03,33354.0
LMendocino,1911-11-04,33333.0
LMendocino,1911-11-05,33312.0
LMendocino,1911-11-06,33289.0
LMendocino,1911-11-07,33265.0
LMendocino,1911-11-08,33240.0
LMendocino,1911-11-09,33220.0
LMendocino,1911-11-10,33205.0
LMendocino,1911-11-11,33188.0
LMendocino,1911-11-12,33184.0
LMendocino,1911-11-13,33184.0
LMendocino,1911-11-14,33180.0
LMendocino,1911-11-15,33180.0
LMendocino,1911-11-16,33191.0
LMendocino,1911-11-17,33185.0
LMendocino,1911-11-18,33180.0
LMendocino,1911-11-19,33176.0
LMendocino,1911-11-20,32965.0
LMendocino,1911-11-21,32753.0
LMendocino,1911-11-22,32537.0
LMendocino,1911-11-23,32317.0
LMendocino,1911-11-24,32089.0
LMendocino,1911-11-25,31858.0
LMendocino,1911-11-26,31630.0
LMendocino,1911-11-27,31397.0
LMendocino,1911-11-28,31166.0
LMendocino,1911-11-29,30938.0
LMendocino,1911-11-30,30711.0
LMendocino,1911-12-01,30485.0
LMendocino,1911-12-02,30267.0
LMendocino,1911-12-03,30050.0
LMendocino,1911-12-04,29978.0
LMendocino,1911-12-05,29918.0
LMendocino,1911-12-06,29895.0
LMendocino,1911-12-07,29848.0
LMendocino,1911-12-08,29792.0
LMendocino,1911-12-09,29741.0
LMendocino,1911-12-10,29673.0
LMendocino,1911-12-11,29606.0
LMendocino,1911-12-12,29539.0
LMendocino,1911-12-13,29470.0
LMendocino,1911-12-14,29393.0
LMendocino,1911-12-15,29315.0
LMendocino,1911-12-16,29232.0
LMendocino,1911-12-17,29204.0
LMendocino,1911-12-18,29167.0
LMendocino,1911-12-19,29114.0
LMendocino,1911-12-20,29045.0
LMendocino,1911-12-21,28972.0
LMendocino,1911-12-22,28905.0
LMendocino,1911-12-23,28833.0
LMendocino,1911-12-24,28759.0
LMendocino,1911-12-25,28724.0
LMendocino,1911-12-26,28662.0
LMendocino,1911-12-27,28611.0
LMendocino,1911-12-28,28740.0
LMendocino,1911-12-29,28785.0
LMendocino,1911-12-30,28778.0
LMendocino,1911-12-31,28740.0
LMendocino,1912-01-01,28675.0
LMendocino,1912-01-02,28760.0
LMendocino,1912-01-03,28775.0
LMendocino,1912-01-04,28771.0
LMendocino,1912-01-05,28777.0
LMendocino,1912-01-06,28783.0
LMendocino,1912-01-07,28780.0
LMendocino,1912-01-08,28776.0
LMendocino,1912-01-09,28778.0
LMendocino,1912-01-10,28838.0
LMendocino,1912-01-11,28891.0
LMendocino,1912-01-12,28914.0
LMendocino,1912-01-13,28926.0
LMendocino,1912-01-14,28948.0
LMendocino,1912-01-15,28958.0
LMendocino,1912-01-16,28996.0
LMendocino,1912-01-17,29117.0
LMendocino,1912-01-18,29250.0
LMendocino,1912-01-19,29491.0
LMendocino,1912-01-20,29697.0
LMendocino,1912-01-21,29874.0
LMendocino,1912-01-22,29929.0
LMendocino,1912-01-23,29985.0
LMendocino,1912-01-24,30053.0
LMendocino,1912-01-25,30195.0
LMendocino,1912-01-26,35737.0
LMendocino,1912-01-27,37189.0
LMendocino,1912-01-28,37708.0
LMendocino,1912-01-29,38073.0
LMendocino,1912-01-30,38404.0
LMendocino,1912-01-31,38725.0
LMendocino,1912-02-01,39042.0
LMendocino,1912-02-02,39346.0
LMendocino,1912-02-03,39679.0
LMendocino,1912-02-04,40011.0
LMendocino,1912-02-05,40323.0
LMendocino,1912-02-06,40628.0
LMendocino,1912-02-07,40932.0
LMendocino,1912-02-08,41243.0
LMendocino,1912-02-09,41567.0
LMendocino,1912-02-10,41883.0
LMendocino,1912-02-11,42190.0
LMendocino,1912-02-12,42490.0
LMendocino,1912-02-13,42788.0
LMendocino,1912-02-14,43140.0
LMendocino,1912-02-15,43524.0
