obsnme,val_vs_up,OF_zone,YF_zone,Fbrk_zone,K_zone_1,K_zone_2,K_zone_3,HOB_id,well_id,source,num_obs,month_mode,depth_to_water_m,depth_to_well_screen_top_m,depth_to_well_screen_bottom_m,elev_land_obs_m,elev_land_model_m,elev_botm_lyr1,elev_botm_lyr2,elev_botm_lyr3,ibound_lyr1,ibound_lyr2,ibound_lyr3,layer,row,col,roff,coff,sim_mean,obs_mean,error_mean,mse,mae,diff_elev_land_model_obs_m,elev_well_screen_top_m,elev_well_screen_bottom_m,summary_category
HO_66,upland,0.0,0.0,14.0,0.0,0.0,97.0,HO_66,013N011W31L001M,NWIS,1,7,11.06424,18.288,60.96,347.16720000000004,348.54998779296875,348.54998779296875,348.54998779296875,298.54998779296875,0,0,1,3,172,81,0.2432,-0.0466,337.314086914,337.485687256,-0.17160034200003338,0.17160034200003338,0.17160034200003338,1.3827877929687133,330.26198779296874,287.58998779296877,upland
HO_67,valley,14.0,18.0,14.0,6.0,64.0,105.0,HO_67,013N011W18E001M,NWIS,39,10,3.641378440677967,,15.8496,152.0877608135593,151.9199981689453,131.9199981689453,111.91999816894533,81.91999816894531,1,1,1,1,155,80,-0.3216,-0.156,150.82611084,147.630706787,3.1954040530000043,3.1954040530000043,3.1954040530000043,0.16776264461398682,,136.0703981689453,"valley, |residual| <= 5 m"
HO_68,valley,19.0,0.0,14.0,0.0,46.0,97.0,HO_68,389661N1231206W001,DWR,30,3,3.3420858181818187,17.492472,23.411688,152.68956,152.86000061035156,152.86000061035156,145.66000366210938,95.66000366210938,0,1,1,3,163,79,-0.2386,0.3402,145.377792358,149.403198242,-4.025405884000008,4.025405884000008,4.025405884000008,0.17044061035156233,135.36752861035157,129.44831261035156,"valley, |residual| <= 5 m"
HO_69,valley,14.0,18.0,14.0,6.0,64.0,105.0,HO_69,389722N1231033W001,DWR,31,3,4.5255628235294125,7.476744000000001,13.231368,148.873464,145.64999389648438,125.64999389648438,105.64999389648438,75.64999389648438,1,1,1,1,161,84,-0.4889,0.3386,145.385437012,140.98840332,4.397033692000008,4.397033692000008,4.397033692000008,3.2234701035156377,138.17324989648438,132.41862589648437,"valley, |residual| <= 5 m"
HO_70,valley,14.0,18.0,14.0,6.0,64.0,105.0,HO_70,389722N1231033W002,DWR,31,3,5.382678352941177,17.535144000000003,20.574,148.873464,145.64999389648438,125.64999389648438,105.64999389648438,75.64999389648438,1,1,1,1,161,84,-0.4889,0.3386,145.385437012,140.142196655,5.243240357000019,5.243240357000019,5.243240357000019,3.2234701035156377,128.11484989648437,125.07599389648438,"valley, |residual| = 5-10 m"
HO_71,upland,0.0,0.0,14.0,0.0,0.0,78.0,HO_71,012N009W32P001M,NWIS,1,8,17.535144000000003,9.144,51.816,571.1952,552.8099975585938,552.8099975585938,552.8099975585938,502.80999755859375,0,0,1,3,211,146,-0.224,-0.0904,550.142456055,535.274780273,14.867675781999992,14.867675781999992,14.867675781999992,18.38520244140625,543.6659975585937,500.9939975585937,upland
HO_72,valley,19.0,0.0,14.0,0.0,46.0,76.0,HO_72,013N011W15R001M,NWIS,1,3,18.288,,71.628,257.25120000000004,247.00999450683597,247.00999450683597,239.80999755859372,197.00999450683597,0,1,1,3,158,100,0.088,0.452,244.859375,228.722000122,16.137374878000003,16.137374878000003,16.137374878000003,10.241205493164074,,175.38199450683595,"valley, |residual| > 10 m"
HO_73,upland,0.0,0.0,14.0,0.0,0.0,76.0,HO_73,013N011W15H001M,NWIS,19,4,2.8939957894736845,7.315200000000001,10.3632,236.95152,244.75,244.75,244.75,194.75,0,0,1,3,154,99,0.3886,0.4114,248.548828125,241.856002808,6.6928253170000005,6.6928253170000005,6.6928253170000005,7.798480000000012,237.4348,234.3868,upland
HO_74,valley,19.0,0.0,14.0,0.0,46.0,76.0,HO_74,013N011W15Q003M,NWIS,1,7,5.708904,,,225.2472,222.1499938964844,222.1499938964844,214.9499969482422,172.14999389648438,0,1,1,2,157,99,0.4708,0.1691,221.684112549,216.441101074,5.243011475000003,5.243011475000003,5.243011475000003,3.097206103515589,,,"valley, |residual| = 5-10 m"
HO_75,valley,19.0,0.0,14.0,0.0,46.0,76.0,HO_75,013N011W15Q002M,NWIS,16,7,1.0501256470588236,,22.86,221.8944,222.1499938964844,222.1499938964844,214.9499969482422,172.14999389648438,0,1,1,3,157,99,0.4707,0.0889,223.875411987,221.085998535,2.7894134520000193,2.7894134520000193,2.7894134520000193,0.2555938964844131,,199.28999389648442,"valley, |residual| <= 5 m"
HO_76,upland,0.0,0.0,14.0,0.0,0.0,76.0,HO_76,013N011W15G001M,NWIS,22,7,1.809044444444445,,20.45208,257.93395200000003,254.07000732421875,254.07000732421875,254.07000732421875,204.07000732421875,0,0,1,3,155,99,-0.3034,0.0905,242.181747437,252.210205078,-10.028457640999989,10.028457640999989,10.028457640999989,3.8639446757812834,,233.61792732421875,upland
HO_77,valley,19.0,0.0,14.0,0.0,46.0,76.0,HO_77,013N011W22B001M,NWIS,15,1,3.255103578947369,,15.8496,232.5624,232.91000366210935,232.91000366210935,225.7100067138672,182.91000366210935,0,1,1,3,159,99,0.0119,0.0078,229.171218872,229.772399902,-0.6011810299999922,0.6011810299999922,0.6011810299999922,0.3476036621093499,,217.06040366210934,"valley, |residual| <= 5 m"
HO_78,valley,19.0,0.0,14.0,0.0,46.0,76.0,HO_78,013N011W22B002M,NWIS,9,2,2.071116,,13.4112,231.34320000000008,232.91000366210935,232.91000366210935,225.7100067138672,182.91000366210935,0,1,1,3,159,99,0.4228,-0.0727,227.412734985,231.814804077,-4.402069092000005,4.402069092000005,4.402069092000005,1.5668036621092654,,219.49880366210934,"valley, |residual| <= 5 m"
HO_79,valley,0.0,0.0,14.0,0.0,0.0,76.0,HO_79,013N011W22G001M,NWIS,10,2,3.5870270769230777,6.7056,18.8976,229.8192,230.2100067138672,230.2100067138672,230.2100067138672,180.2100067138672,0,0,1,3,160,99,-0.4745,-0.1529,226.185775757,226.910903931,-0.7251281740000195,0.7251281740000195,0.7251281740000195,0.39080671386719246,223.50440671386718,211.31240671386718,"valley, |residual| <= 5 m"
HO_80,upland,0.0,0.0,14.0,0.0,0.0,76.0,HO_80,013N011W15B001M,NWIS,5,7,22.534473600000005,,57.912000000000006,280.7208,244.75,244.75,244.75,194.75,0,0,1,3,154,99,-0.1255,-0.1496,241.663696289,222.215499878,19.448196410999998,19.448196410999998,19.448196410999998,35.9708,,186.838,upland
HO_81,valley,19.0,0.0,14.0,0.0,46.0,76.0,HO_81,013N011W15Q005M,NWIS,7,2,17.093184,,35.320224,237.5428320000001,222.1499938964844,222.1499938964844,214.9499969482422,172.14999389648438,0,1,1,3,157,99,0.1622,-0.3921,219.218048096,205.056793213,14.161254882999998,14.161254882999998,14.161254882999998,15.392838103515686,,186.8297698964844,"valley, |residual| > 10 m"
HO_82,valley,19.0,0.0,14.0,0.0,46.0,76.0,HO_82,013N011W15Q004M,NWIS,21,7,14.385398857142857,16.154400000000003,19.2024,231.98023200000003,213.67999267578125,213.67999267578125,206.47999572753903,156.47999572753906,0,1,1,3,157,98,-0.0436,0.1268,214.859207153,199.29460144,15.564605712999992,15.564605712999992,15.564605712999992,18.30023932421878,197.52559267578124,194.47759267578124,"valley, |residual| > 10 m"
HO_83,valley,19.0,0.0,14.0,0.0,46.0,76.0,HO_83,013N011W15L001M,NWIS,1,8,29.934408,,44.196000000000005,235.67136,224.8999938964844,224.8999938964844,217.6999969482422,167.6999969482422,0,1,1,3,156,98,0.2371,-0.0332,219.218429565,194.965606689,24.25282287600001,24.25282287600001,24.25282287600001,10.77136610351559,,180.7039938964844,"valley, |residual| > 10 m"
HO_84,valley,19.0,0.0,14.0,0.0,46.0,76.0,HO_84,013N011W15P001M,NWIS,22,7,2.4307800000000004,,5.300472,201.4728,198.47999572753903,198.47999572753903,191.27999877929688,141.27999877929688,0,1,1,2,158,97,-0.222,0.4846,202.338165283,196.049194336,6.288970946999996,6.288970946999996,6.288970946999996,2.9928042724609725,,193.17952372753902,"valley, |residual| = 5-10 m"
HO_85,valley,19.0,0.0,14.0,0.0,46.0,76.0,HO_85,013N011W15P002M,NWIS,14,7,27.03205885714286,,69.7992,231.38587199999992,194.5800018310547,194.5800018310547,187.3800048828125,137.3800048828125,0,1,1,3,157,97,0.0584,-0.0763,196.744277954,167.547897339,29.19638061500001,29.19638061500001,29.19638061500001,36.80587016894523,,124.78080183105469,"valley, |residual| > 10 m"
HO_86,valley,19.0,0.0,14.0,0.0,46.0,76.0,HO_86,013N011W15F001M,NWIS,3,6,0.245872,,1.8288,219.7608,225.6699981689453,225.6699981689453,216.63287353515625,166.63287353515625,0,1,1,2,154,97,0.3869,-0.2349,224.409454346,225.424102783,-1.0146484370000053,1.0146484370000053,1.0146484370000053,5.9091981689453235,,223.8411981689453,"valley, |residual| <= 5 m"
HO_87,upland,19.0,0.0,14.0,0.0,46.0,76.0,HO_87,013N011W15M001M,NWIS,12,7,19.86026,18.288,27.1272,257.43712800000003,249.92999267578125,249.92999267578125,242.1344757080078,192.1344757080078,0,1,1,3,156,96,-0.175,0.2829,224.005691528,230.069702148,-6.064010620000005,6.064010620000005,6.064010620000005,7.50713532421878,231.64199267578124,222.80279267578126,upland
HO_88,upland,19.0,0.0,14.0,0.0,46.0,76.0,HO_88,013N011W15M004M,NWIS,11,7,22.08691636363637,17.6784,35.9664,254.508,249.92999267578125,249.92999267578125,242.1344757080078,192.1344757080078,0,1,1,3,156,96,-0.175,0.2027,225.450469971,227.843093872,-2.3926239010000074,2.3926239010000074,2.3926239010000074,4.57800732421876,232.25159267578124,213.96359267578126,upland
HO_89,upland,19.0,0.0,14.0,0.0,46.0,76.0,HO_89,013N011W15M005M,NWIS,13,7,22.392014769230776,21.0312,39.3192,261.283704,249.92999267578125,249.92999267578125,242.1344757080078,192.1344757080078,0,1,1,3,156,96,-0.2778,0.1226,227.4453125,227.537994385,-0.09268188499999042,0.09268188499999042,0.09268188499999042,11.35371132421875,228.89879267578124,210.61079267578125,upland
HO_90,upland,19.0,0.0,14.0,0.0,46.0,76.0,HO_90,013N011W15M007M,NWIS,1,6,43.202352000000005,,86.86800000000001,232.56240000000005,189.8500061035156,189.8500061035156,182.65000915527344,132.65000915527344,0,1,1,3,157,96,-0.1478,-0.1188,188.077545166,146.647705078,41.42984008799999,41.42984008799999,41.42984008799999,42.71239389648446,,102.98200610351559,upland
HO_91,upland,19.0,0.0,14.0,0.0,46.0,76.0,HO_91,013N011W15M002M,NWIS,14,7,39.93990342857143,24.384,67.056,240.13972800000005,249.92999267578125,249.92999267578125,242.1344757080078,192.1344757080078,0,1,1,3,156,96,0.4412,-0.1185,206.927505493,209.990097046,-3.062591552999976,3.062591552999976,3.062591552999976,9.790264675781202,225.54599267578124,182.87399267578127,upland
HO_92,upland,19.0,0.0,14.0,0.0,46.0,76.0,HO_92,013N011W15M006M,NWIS,2,7,33.227772,,39.0144,232.955592,189.8500061035156,189.8500061035156,182.65000915527344,132.65000915527344,0,1,1,3,157,96,-0.148,-0.3594,182.437683105,156.622192383,25.815490721999993,25.815490721999993,25.815490721999993,43.1055858964844,,150.8356061035156,upland
HO_93,upland,19.0,0.0,14.0,0.0,46.0,76.0,HO_93,013N011W15M003M,NWIS,7,7,37.572696,18.288,48.768,233.760264,189.8500061035156,189.8500061035156,182.65000915527344,132.65000915527344,0,1,1,3,157,96,-0.4562,-0.3592,197.81590271,152.277297974,45.538604735999996,45.538604735999996,45.538604735999996,43.91025789648441,171.56200610351559,141.0820061035156,upland
HO_94,upland,19.0,0.0,14.0,0.0,46.0,76.0,HO_94,013N012W28B001M,NWIS,1,8,0.12192,,47.244,184.404,190.17999267578125,190.17999267578125,182.97999572753903,140.17999267578125,0,1,1,3,165,94,-0.4433,-0.0495,174.526138306,190.058105469,-15.53196716299999,15.53196716299999,15.53196716299999,5.775992675781254,,142.93599267578125,upland
HO_95,upland,14.0,18.0,14.0,26.0,45.0,93.0,HO_95,013N011W21L002M,NWIS,2,3,2.785872,,22.555200000000003,168.24960000000002,165.6300048828125,145.6300048828125,125.6300048828125,95.6300048828125,1,1,1,2,161,92,0.2676,0.429,156.30166626,162.930999756,-6.629333496000015,6.629333496000015,6.629333496000015,2.619595117187515,,143.0748048828125,upland
HO_96,upland,14.0,18.0,14.0,26.0,45.0,93.0,HO_96,013N011W21L003M,NWIS,1,8,52.48656,,,171.60240000000002,165.6300048828125,145.6300048828125,125.6300048828125,95.6300048828125,1,1,1,1,161,92,0.1646,0.1082,147.770095825,113.1434021,34.626693724999996,34.626693724999996,34.626693724999996,5.972395117187517,,,upland
HO_97,valley,16.0,17.0,14.0,27.0,65.0,105.0,HO_97,389812N1230889W001,DWR,30,3,2.1731316363636366,25.77084,31.528512,164.015928,160.32000732421875,150.32000732421875,47.32000732421875,-2.67999267578125,1,1,1,2,157,88,0.1864,0.4999,158.725311279,158.129196167,0.5961151120000068,0.5961151120000068,0.5961151120000068,3.6959206757812524,134.54916732421876,128.79149532421874,"valley, |residual| <= 5 m"
HO_98,valley,16.0,18.0,14.0,5.0,62.0,104.0,HO_98,014N012W23G001M,NWIS,2,6,5.725668000000001,,12.192,161.2392,158.7100067138672,138.7100067138672,118.7100067138672,68.71000671386719,1,1,1,1,129,73,-0.2244,-0.2523,158.89680481,152.984298706,5.912506103999988,5.912506103999988,5.912506103999988,2.5291932861328235,,146.51800671386718,"valley, |residual| = 5-10 m"
HO_99,valley,14.0,18.0,14.0,5.0,61.0,104.0,HO_99,014N012W14F001M,NWIS,2,3,8.48868,12.192,18.288,170.99280000000002,173.0800018310547,143.0800018310547,123.08000183105467,93.08000183105467,1,1,1,1,123,70,0.0168,-0.2068,161.01260376,164.833602905,-3.820999145000002,3.820999145000002,3.820999145000002,2.0872018310546707,160.88800183105468,154.79200183105468,"valley, |residual| <= 5 m"
HO_100,valley,16.0,17.0,14.0,25.0,62.0,104.0,HO_100,015N012W35D003M,NWIS,2,6,3.79476,,41.148,199.9488,194.16000366210935,184.16000366210935,21.2600040435791,-28.7399959564209,1,1,1,2,105,68,0.3227,0.4716,193.451324463,190.365203857,3.08612060599998,3.08612060599998,3.08612060599998,5.788796337890659,,153.01200366210935,"valley, |residual| <= 5 m"
HO_101,valley,16.0,18.0,14.0,5.0,62.0,104.0,HO_101,014N012W09A002M,NWIS,1,7,7.763256,,30.48,167.9448,166.50999450683594,146.50999450683594,61.20999526977539,11.209994316101074,1,1,1,2,116,63,0.4915,-0.3213,164.061416626,158.746704102,5.314712524000015,5.314712524000015,5.314712524000015,1.434805493164049,,136.02999450683595,"valley, |residual| = 5-10 m"
HO_102,valley,16.0,18.0,14.0,5.0,62.0,104.0,HO_102,014N012W09A003M,NWIS,1,2,5.308092,,30.7848,168.24960000000002,166.50999450683594,146.50999450683594,61.20999526977539,11.209994316101074,1,1,1,2,116,63,0.4401,-0.3693,164.080718994,160.160995483,3.919723511000001,3.919723511000001,3.919723511000001,1.7396054931640776,,135.72519450683595,"valley, |residual| <= 5 m"
HO_103,valley,16.0,18.0,14.0,4.0,59.0,103.0,HO_103,015N012W21C001M,NWIS,1,6,5.188712,4.572,10.9728,181.356,180.8000030517578,160.8000030517578,113.60000610351562,63.60000228881836,1,1,1,1,94,60,-0.1835,-0.3183,176.838378906,175.496505737,1.3418731689999959,1.3418731689999959,1.3418731689999959,0.555996948242182,176.2280030517578,169.8272030517578,"valley, |residual| <= 5 m"
HO_104,valley,16.0,17.0,14.0,25.0,62.0,104.0,HO_104,391031N1231649W001,DWR,3,10,7.500620000000001,9.144,32.004000000000005,178.914552,180.0399932861328,170.0399932861328,58.739994049072266,8.73999309539795,1,1,1,2,112,67,0.0619,-0.3726,173.556365967,170.152297974,3.4040679930000124,3.4040679930000124,3.4040679930000124,1.1254412861328262,170.8959932861328,148.0359932861328,"valley, |residual| <= 5 m"
HO_105,valley,16.0,17.0,14.0,25.0,62.0,104.0,HO_105,391046N1231647W001,DWR,2,4,9.7816416,9.144,30.48,179.277264,180.0399932861328,170.0399932861328,58.739994049072266,8.73999309539795,1,1,1,2,112,67,-0.4976,-0.3134,171.734115601,168.533798218,3.2003173830000264,3.2003173830000264,3.2003173830000264,0.7627292861328101,170.8959932861328,149.55999328613282,"valley, |residual| <= 5 m"
HO_106,valley,16.0,18.0,14.0,23.0,62.0,104.0,HO_106,391086N1231710W001,DWR,2,4,8.580119999999999,9.144,32.6136,175.723296,175.8800048828125,155.8800048828125,-22.019994735717773,-72.0199966430664,1,1,1,2,110,65,0.0264,-0.118,169.519729614,166.460205078,3.059524535999998,3.059524535999998,3.059524535999998,0.15670888281249518,166.7360048828125,143.2664048828125,"valley, |residual| <= 5 m"
HO_107,valley,16.0,18.0,14.0,23.0,62.0,104.0,HO_107,391096N1231677W001,DWR,50,10,7.678124651162791,6.096,33.8328,177.64353599999998,178.00999450683594,158.00999450683594,15.109994888305664,-34.89000701904297,1,1,1,1,110,66,-0.3417,-0.1634,169.433059692,170.016296387,-0.5832366950000107,0.5832366950000107,0.5832366950000107,0.36645850683595427,171.91399450683593,144.17719450683595,"valley, |residual| <= 5 m"
HO_108,valley,16.0,18.0,14.0,4.0,59.0,103.0,HO_108,391225N1231852W001,DWR,2,4,4.809744,9.144,18.288,176.381664,176.30999755859375,156.30999755859375,-0.4900024533271789,-50.4900016784668,1,1,1,1,105,61,-0.1049,-0.1971,172.508056641,170.800704956,1.707351684999992,1.707351684999992,1.707351684999992,0.07166644140625067,167.16599755859374,158.02199755859374,"valley, |residual| <= 5 m"
HO_109,valley,16.0,18.0,14.0,20.0,59.0,103.0,HO_109,391246N1231827W001,DWR,2,4,4.7810928,9.144,24.384,177.186336,177.39999389648438,147.39999389648438,60.79999542236328,10.799993515014648,1,1,1,1,104,62,0.0858,-0.4687,173.407485962,171.834396362,1.573089600000003,1.573089600000003,1.573089600000003,0.21365789648436362,168.25599389648437,153.01599389648436,"valley, |residual| <= 5 m"
HO_110,valley,16.0,18.0,14.0,20.0,59.0,103.0,HO_110,391252N1231822W001,DWR,3,10,5.876798,9.144,32.004000000000005,177.122328,177.39999389648438,147.39999389648438,60.79999542236328,10.799993515014648,1,1,1,1,104,62,-0.1344,-0.3208,174.07522583,170.791397095,3.283828734999986,3.283828734999986,3.283828734999986,0.2776658964843648,168.25599389648437,145.39599389648436,"valley, |residual| <= 5 m"
HO_111,valley,16.0,18.0,14.0,4.0,59.0,103.0,HO_111,391304N1231929W001,DWR,1,4,5.734050000000001,9.144,60.96,177.475896,176.94000244140625,146.94000244140625,1.6400024890899658,-48.3599967956543,1,1,1,2,102,59,-0.0462,-0.4038,175.136566162,170.697692871,4.4388732910000215,4.4388732910000215,4.4388732910000215,0.5358935585937559,167.79600244140624,115.98000244140624,"valley, |residual| <= 5 m"
HO_112,valley,16.0,18.0,14.0,4.0,59.0,103.0,HO_112,391334N1231885W001,DWR,2,4,5.8289952000000005,12.192,36.576,177.77460000000002,177.47999572753906,147.47999572753906,51.37999725341797,1.3799957036972046,1,1,1,1,101,60,-0.1721,-0.1309,175.421829224,171.367202759,4.054626464999984,4.054626464999984,4.054626464999984,0.2946042724609583,165.28799572753906,140.90399572753907,"valley, |residual| <= 5 m"
HO_113,valley,16.0,17.0,14.0,22.0,59.0,103.0,HO_113,391409N1231982W001,DWR,3,4,13.6017,10.668,16.764,182.77332,182.8600006103516,152.87318420410156,15.360000610351562,-34.63999938964844,1,1,1,1,98,57,0.0509,0.0821,172.621841431,168.686798096,3.9350433350000174,3.9350433350000174,3.9350433350000174,0.08668061035157848,172.19200061035158,166.09600061035158,"valley, |residual| <= 5 m"
HO_114,valley,16.0,18.0,14.0,4.0,59.0,103.0,HO_114,391322N1231929W001,CASGEM,4,10,4.358857714285715,6.096,18.288,177.47284800000003,177.36000061035156,147.36000061035156,19.86000061035156,-30.13999938964844,1,1,1,1,101,59,0.2839,-0.4035,174.816741943,171.771102905,3.0456390380000187,3.0456390380000187,3.0456390380000187,0.11284738964846497,171.26400061035156,159.07200061035155,"valley, |residual| <= 5 m"
HO_115,upland,0.0,0.0,14.0,0.0,0.0,76.0,HO_115,013N011W15B002M,NWIS,2,2,0.733044,,2.4384,249.3264,246.25999450683597,246.25999450683597,246.25999450683597,196.25999450683597,0,0,1,3,153,99,-0.0503,-0.3896,243.921035767,245.526901245,-1.6058654779999983,1.6058654779999983,1.6058654779999983,3.0664054931640408,,243.82159450683596,upland
HO_116,upland,0.0,0.0,14.0,0.0,0.0,76.0,HO_116,013N011W15B004M,NWIS,19,7,7.203707368421054,24.384,36.576,244.7544,243.6999969482422,243.6999969482422,243.6999969482422,193.6999969482422,0,0,1,3,153,98,0.155,0.2895,240.174362183,236.496307373,3.678054809999992,3.678054809999992,3.678054809999992,1.0544030517578165,219.31599694824217,207.1239969482422,upland
HO_117,upland,0.0,0.0,14.0,0.0,0.0,76.0,HO_117,013N011W15B003M,NWIS,21,7,6.069729142857144,24.384,67.056,251.46,243.6999969482422,243.6999969482422,243.6999969482422,193.6999969482422,0,0,1,3,153,98,0.0521,0.049,239.503814697,237.6302948,1.8735198969999942,1.8735198969999942,1.8735198969999942,7.7600030517578205,219.31599694824217,176.6439969482422,upland
HO_118,valley,19.0,0.0,14.0,0.0,46.0,76.0,HO_118,013N011W15C002M,NWIS,2,4,11.39952,,14.3256,245.0592,229.44000244140625,229.44000244140625,221.3493194580078,171.3493194580078,0,1,1,3,154,98,-0.4345,-0.3523,234.097900391,218.040496826,16.057403564999987,16.057403564999987,16.057403564999987,15.619197558593754,,215.11440244140624,"valley, |residual| > 10 m"
HO_119,valley,0.0,0.0,14.0,0.0,0.0,76.0,HO_119,013N011W15C001M,NWIS,2,4,6.894576000000001,,29.260800000000003,246.2784,243.6999969482422,243.6999969482422,243.6999969482422,193.6999969482422,0,0,1,3,153,98,0.36,-0.4324,235.526199341,236.805404663,-1.2792053219999957,1.2792053219999957,1.2792053219999957,2.5784030517578174,,214.43919694824217,"valley, |residual| <= 5 m"
HO_120,upland,19.0,0.0,14.0,0.0,44.0,75.0,HO_120,013N011W09E1M,NWIS,5,4,1.3691616000000002,,,251.7648,251.92999267578125,251.92999267578125,244.72999572753903,201.92999267578125,0,1,1,2,150,90,-0.2417,0.3539,254.490737915,250.560806274,3.9299316410000245,3.9299316410000245,3.9299316410000245,0.16519267578124186,,,upland
HO_121,upland,19.0,0.0,14.0,0.0,44.0,75.0,HO_121,013N011W08B1M,NWIS,7,4,3.9563040000000007,,15.24,241.7064,235.8999938964844,235.8999938964844,228.6999969482422,178.6999969482422,0,1,1,3,148,88,0.2152,0.4311,239.088684082,231.943695068,7.144989013999975,7.144989013999975,7.144989013999975,5.806406103515599,,220.6599938964844,upland
HO_122,valley,16.0,0.0,14.0,0.0,52.0,100.0,HO_122,016N012W15B001M,NWIS,3,1,7.20852,7.010400000000001,13.1064,322.7832,318.44000244140625,318.44000244140625,144.33999633789062,94.34000396728516,0,1,1,2,59,64,-0.3159,-0.0102,296.588470459,311.560699463,-14.972229003999985,14.972229003999985,14.972229003999985,4.343197558593772,311.42960244140625,305.33360244140624,"valley, |residual| > 10 m"
HO_123,valley,16.0,0.0,14.0,0.0,52.0,100.0,HO_123,016N012W15B002M,NWIS,3,9,56.534304,60.0456,63.0936,318.516,285.67999267578125,285.67999267578125,87.87998962402344,37.8799934387207,0,1,1,2,59,63,-0.3171,0.3506,291.141448975,229.145706177,61.99574279800001,61.99574279800001,61.99574279800001,32.83600732421877,225.63439267578124,222.58639267578124,"valley, |residual| > 10 m"
HO_124,upland,0.0,0.0,14.0,0.0,0.0,71.0,HO_124,016N012W03C001M,NWIS,8,11,13.885926,,60.96,280.1112,271.7099914550781,271.7099914550781,271.7099914550781,221.70999145507807,0,0,1,3,47,62,0.1729,0.4944,268.848999023,257.82409668,11.024902342999951,11.024902342999951,11.024902342999951,8.401208544921872,,210.74999145507812,upland
HO_125,valley,16.0,0.0,14.0,0.0,52.0,100.0,HO_125,016N012W15C001M,NWIS,9,2,14.618546666666663,,18.5928,288.3408,290.2799987792969,290.2799987792969,82.27999877929688,32.279998779296875,0,1,1,2,58,62,0.3716,-0.1669,275.742370605,275.661407471,0.08096313400000099,0.08096313400000099,0.08096313400000099,1.9391987792968735,,271.68719877929686,"valley, |residual| <= 5 m"
HO_126,valley,16.0,18.0,14.0,13.0,52.0,100.0,HO_126,016N012W04K001M,NWIS,3,4,2.900389714285715,,24.384,238.9632,237.52999877929688,217.52999877929688,46.62999725341797,-3.3700013160705566,1,1,1,2,50,58,0.246,-0.0645,235.820983887,234.975799561,0.8451843260000089,0.8451843260000089,0.8451843260000089,1.4332012207031255,,213.14599877929686,"valley, |residual| <= 5 m"
HO_127,valley,16.0,0.0,14.0,0.0,52.0,100.0,HO_127,016N012W09Q001M,NWIS,7,2,2.478894857142857,,19.5072,225.2472,230.75999450683597,230.75999450683597,45.75999450683594,-4.240005493164063,0,1,1,2,57,58,0.4381,-0.3196,222.727386475,228.281097412,-5.553710937000005,5.553710937000005,5.553710937000005,5.512794506835974,,211.25279450683595,"valley, |residual| = 5-10 m"
HO_128,valley,16.0,18.0,14.0,1.0,52.0,100.0,HO_128,016N012W16C001M,NWIS,2,6,37.26942,,117.348,218.8464,220.92999267578125,200.92999267578125,33.2299919128418,-16.770008087158203,1,1,1,2,59,58,-0.3292,-0.4821,203.982025146,183.660598755,20.321426391000017,20.321426391000017,20.321426391000017,2.0835926757812615,,103.58199267578125,"valley, |residual| > 10 m"
HO_129,valley,16.0,17.0,14.0,15.0,52.0,100.0,HO_129,017N012W33G001M,NWIS,2,7,5.670804,,24.384,251.1552,244.7700042724609,229.89768981933597,203.6699981689453,153.6699981689453,1,1,1,2,44,58,-0.413,-0.2403,243.917633057,239.099197388,4.818435668999996,4.818435668999996,4.818435668999996,6.385195727539099,,220.38600427246092,"valley, |residual| <= 5 m"
HO_130,valley,16.0,18.0,14.0,1.0,52.0,100.0,HO_130,016N012W16N002M,NWIS,11,10,13.05523714285714,28.651200000000003,59.1312,207.87360000000004,208.6000061035156,188.6000061035156,10.100006103515623,-39.899993896484375,1,1,1,2,63,56,-0.1199,-0.0895,209.51461792,202.965896606,6.548721314000005,6.548721314000005,6.548721314000005,0.7264061035155578,179.9488061035156,149.4688061035156,"valley, |residual| = 5-10 m"
HO_131,valley,16.0,17.0,14.0,15.0,52.0,100.0,HO_131,016N012W04D001M,NWIS,8,11,9.962388,,36.576,238.9632,231.17999267578125,191.9953765869141,83.17999267578125,33.17999267578125,1,1,1,1,48,56,-0.2249,-0.2156,225.129821777,221.217605591,3.912216185999995,3.912216185999995,3.912216185999995,7.7832073242187505,,194.60399267578126,"valley, |residual| <= 5 m"
HO_132,valley,16.0,18.0,14.0,1.0,52.0,100.0,HO_132,016N012W09E001M,NWIS,3,1,6.015010285714287,,16.154400000000003,214.884,216.8000030517578,196.8000030517578,21.40000343322754,-28.59999656677246,1,1,1,1,54,56,-0.0601,-0.3891,212.101333618,211.235397339,0.8659362790000102,0.8659362790000102,0.8659362790000102,1.9160030517578264,,200.6456030517578,"valley, |residual| <= 5 m"
HO_133,valley,14.0,18.0,14.0,1.0,51.0,100.0,HO_133,017N012W28M001M,NWIS,11,10,3.82205947826087,,9.7536,243.53520000000003,239.83999633789065,190.33999633789065,170.33999633789062,140.33999633789062,1,1,1,1,41,55,-0.3159,0.3211,235.126602173,235.973205566,-0.846603392999981,0.846603392999981,0.846603392999981,3.6952036621093782,,230.08639633789065,"valley, |residual| <= 5 m"
