date,STORAGE_IN_base,CONSTANT_HEAD_IN_base,WELLS_IN,HEAD_DEP_BOUNDS_IN_base,SPECIFIED_FLOWS_IN_base,STREAM_LEAKAGE_IN_base,UZF_RECHARGE_IN_base,GW_ET_IN_base,SURFACE_LEAKAGE_IN_base,AG_WELLS_IN,TOTAL_IN_base,STORAGE_OUT_base,CONSTANT_HEAD_OUT_base,WELLS_OUT,HEAD_DEP_BOUNDS_OUT_base,SPECIFIED_FLOWS_OUT_base,STREAM_LEAKAGE_OUT_base,UZF_RECHARGE_OUT_base,GW_ET_OUT_base,SURFACE_LEAKAGE_OUT_base,AG_WELLS_OUT,TOTAL_OUT_base,IN-OUT_base,PERCENT_DISCREPANCY_base,STORAGE_IN_unimp,CONSTANT_HEAD_IN_unimp,HEAD_DEP_BOUNDS_IN_unimp,SPECIFIED_FLOWS_IN_unimp,STREAM_LEAKAGE_IN_unimp,UZF_RECHARGE_IN_unimp,GW_ET_IN_unimp,SURFACE_LEAKAGE_IN_unimp,TOTAL_IN_unimp,STORAGE_OUT_unimp,CONSTANT_HEAD_OUT_unimp,HEAD_DEP_BOUNDS_OUT_unimp,SPECIFIED_FLOWS_OUT_unimp,STREAM_LEAKAGE_OUT_unimp,UZF_RECHARGE_OUT_unimp,GW_ET_OUT_unimp,SURFACE_LEAKAGE_OUT_unimp,TOTAL_OUT_unimp,IN-OUT_unimp,PERCENT_DISCREPANCY_unimp
1975-03-01,847025860.0,0.0,0.0,125754250.0,21545824.0,547112450.0,262065310.0,0.0,0.0,0.0,1803503600.0,706694660.0,0.0,112134260.0,181275380.0,0.0,544045250.0,0.0,72167030.0,154839380.0,26605372.0,1797761300.0,5742336.0,0.32,743656500.0,0.0,125345580.0,21545824.0,542260700.0,259050770.0,0.0,0.0,1691859500.0,711384700.0,0.0,188495380.0,0.0,550699300.0,0.0,75608490.0,160437650.0,1686625500.0,5233920.0,0.31
1975-03-16,898500860.0,0.0,0.0,138163470.0,23717644.0,636964700.0,357383550.0,0.0,0.0,0.0,2054730100.0,822471360.0,0.0,122254536.0,199095470.0,0.0,617164160.0,0.0,77122790.0,182292060.0,26758078.0,2047158400.0,7571712.0,0.37,790585100.0,0.0,137709100.0,23717644.0,631406200.0,353346370.0,0.0,0.0,1936764400.0,827903550.0,0.0,206966750.0,0.0,624781400.0,0.0,80850290.0,189005660.0,1929507600.0,7256832.0,0.38
1975-04-01,960286850.0,0.0,0.0,151043170.0,26034252.0,759719740.0,491304830.0,0.0,0.0,0.0,2388388900.0,993062340.0,0.0,133049336.0,218373300.0,0.0,705477900.0,0.0,82574100.0,217730270.0,26800014.0,2377067300.0,11321600.0,0.48,848230300.0,0.0,150540480.0,26034252.0,753279400.0,486098720.0,0.0,0.0,2264183000.0,1000181200.0,0.0,226939660.0,0.0,714195650.0,0.0,86616900.0,225745570.0,2253679000.0,10503936.0,0.46
1975-04-16,1016493500.0,0.0,0.0,163783070.0,28206072.0,824953860.0,605776000.0,0.0,0.0,0.0,2639212500.0,1096070800.0,0.0,145368060.0,236048510.0,0.0,782978240.0,0.0,90216210.0,248800020.0,27432744.0,2626914600.0,12297984.0,0.47,898026500.0,0.0,163230460.0,28206072.0,818045250.0,597862500.0,0.0,0.0,2505370600.0,1101189200.0,0.0,245319070.0,0.0,792658800.0,0.0,94695670.0,258092200.0,2491955000.0,13415680.0,0.54
1975-05-01,1085972500.0,0.0,0.0,176617760.0,30377892.0,874210400.0,687181500.0,0.0,0.0,0.0,2854360000.0,1170845800.0,0.0,157686580.0,253636880.0,0.0,849908500.0,0.0,102668460.0,277717500.0,29411512.0,2841875500.0,12484608.0,0.44,959964600.0,0.0,176012670.0,30377892.0,866840770.0,679334850.0,0.0,0.0,2712530700.0,1177875000.0,0.0,263640480.0,0.0,860571970.0,0.0,108223810.0,288273920.0,2698585000.0,13945600.0,0.52
1975-05-16,1177572100.0,0.0,0.0,189460290.0,32549712.0,904002500.0,738717950.0,0.0,0.0,0.0,3042302500.0,1216954200.0,0.0,175370690.0,270916740.0,0.0,902218400.0,0.0,123788870.0,303007230.0,37517790.0,3029773800.0,12528640.0,0.41,1033900540.0,0.0,188796300.0,32549712.0,896384300.0,730957600.0,0.0,0.0,2882588400.0,1226306600.0,0.0,281918700.0,0.0,913950400.0,0.0,131526940.0,314865250.0,2868567800.0,14020608.0,0.49
1975-06-01,1319766300.0,0.0,0.0,203142020.0,34866320.0,930668350.0,770517900.0,0.0,0.0,0.0,3258961000.0,1247189200.0,0.0,194230860.0,288977180.0,0.0,947230460.0,0.0,181433570.0,323274020.0,64013420.0,3246348800.0,12612096.0,0.39,1144815100.0,0.0,202381010.0,34866320.0,922708200.0,764331100.0,0.0,0.0,3069101600.0,1261729900.0,0.0,301359520.0,0.0,960132860.0,0.0,196069010.0,336525860.0,3055817200.0,13284352.0,0.43
1975-06-16,1471572200.0,0.0,0.0,216183650.0,37038140.0,955302200.0,788463500.0,0.0,0.0,0.0,3468560000.0,1266143100.0,0.0,214839280.0,305415100.0,0.0,983628700.0,0.0,242986080.0,335835500.0,106927710.0,3455775000.0,12784896.0,0.37,1248286800.0,0.0,215097890.0,37038140.0,946742300.0,783276000.0,0.0,0.0,3230441000.0,1284560900.0,0.0,319540580.0,0.0,997915400.0,0.0,266168780.0,350439260.0,3218624800.0,11816192.0,0.37
1975-07-01,1613813200.0,0.0,0.0,229329150.0,39209960.0,979723900.0,800021950.0,0.0,0.0,0.0,3662098400.0,1279464400.0,0.0,235445000.0,321504350.0,0.0,1017847500.0,0.0,300116060.0,345160260.0,149830990.0,3649368300.0,12730112.0,0.35,1344783600.0,0.0,227811540.0,39209960.0,970176900.0,795629800.0,0.0,0.0,3377612000.0,1301178500.0,0.0,337695300.0,0.0,1033851140.0,0.0,333057150.0,361221820.0,3367004000.0,10608128.0,0.31
1975-07-16,1751143800.0,0.0,0.0,242548000.0,41381780.0,1005396700.0,808641700.0,0.0,0.0,0.0,3849112000.0,1293128300.0,0.0,256798830.0,337359520.0,0.0,1050449600.0,0.0,353131940.0,352560830.0,192668000.0,3836097000.0,13015040.0,0.34,1435851500.0,0.0,240522270.0,41381780.0,994395700.0,805000060.0,0.0,0.0,3517151200.0,1316304800.0,0.0,355818530.0,0.0,1068374460.0,0.0,395656060.0,370131140.0,3506284800.0,10866432.0,0.31
1975-08-01,1903802100.0,0.0,0.0,256714480.0,43698388.0,1031125000.0,815844740.0,0.0,0.0,0.0,4051184600.0,1303084200.0,0.0,279575580.0,354058340.0,0.0,1082463600.0,0.0,413107140.0,358884100.0,246727580.0,4037900500.0,13284096.0,0.33,1533204900.0,0.0,254063000.0,43698388.0,1018426200.0,813072500.0,0.0,0.0,3662465000.0,1328158500.0,0.0,375107900.0,0.0,1102494600.0,0.0,467142000.0,378027700.0,3650931000.0,11534080.0,0.32
1975-08-16,2030442000.0,0.0,0.0,269968830.0,45870210.0,1055597900.0,821110850.0,0.0,0.0,0.0,4222989600.0,1315447300.0,0.0,299760800.0,369413800.0,0.0,1110899500.0,0.0,461536770.0,363868960.0,288473660.0,4209400600.0,13588992.0,0.32,1615564900.0,0.0,266746670.0,45870210.0,1041003300.0,818977500.0,0.0,0.0,3788162600.0,1340263600.0,0.0,393149280.0,0.0,1133055900.0,0.0,525976860.0,384552400.0,3776998100.0,11164416.0,0.3
1975-09-01,2146997900.0,0.0,0.0,284053950.0,48186816.0,1080681300.0,825968400.0,0.0,0.0,0.0,4385888000.0,1327881600.0,0.0,321291140.0,385861340.0,0.0,1141234600.0,0.0,504660600.0,369158660.0,322352540.0,4372440600.0,13447680.0,0.31,1694421000.0,0.0,280318240.0,48186816.0,1063730370.0,824287600.0,0.0,0.0,3910944300.0,1351187700.0,0.0,412349570.0,0.0,1165994000.0,0.0,579360500.0,391573540.0,3900465400.0,10478848.0,0.27
1975-09-16,2249431600.0,0.0,0.0,297288900.0,50358636.0,1103842600.0,829797570.0,0.0,0.0,0.0,4530719000.0,1338828700.0,0.0,339511500.0,401313440.0,0.0,1169148900.0,0.0,541955300.0,373941900.0,352736740.0,4517436400.0,13282816.0,0.29,1764867200.0,0.0,293039800.0,50358636.0,1084670100.0,828490750.0,0.0,0.0,4021426400.0,1361036000.0,0.0,430310720.0,0.0,1196448500.0,0.0,625959800.0,398002300.0,4011757000.0,9669376.0,0.24
1975-10-01,2344386300.0,0.0,0.0,310516260.0,52530456.0,1126397400.0,833172000.0,0.0,0.0,0.0,4667002400.0,1346660200.0,0.0,357731420.0,416844830.0,0.0,1196972300.0,0.0,576114370.0,378783360.0,380650180.0,4653757000.0,13245440.0,0.28,1830927900.0,0.0,305766500.0,52530456.0,1104938500.0,832236700.0,0.0,0.0,4126400000.0,1368571000.0,0.0,448236380.0,0.0,1226951300.0,0.0,668895550.0,404506530.0,4117160700.0,9239296.0,0.22
1975-10-16,2432682000.0,0.0,0.0,323692100.0,54702276.0,1173873500.0,837302000.0,0.0,0.0,0.0,4822251500.0,1403928400.0,0.0,371844450.0,432614180.0,0.0,1235408400.0,0.0,591808800.0,384434800.0,388929280.0,4808968000.0,13283328.0,0.28,1899693400.0,0.0,318541900.0,54702276.0,1147346400.0,836695200.0,0.0,0.0,4256979500.0,1412384400.0,0.0,466129400.0,0.0,1268835500.0,0.0,688467200.0,412012030.0,4247828500.0,9150976.0,0.22
1975-11-01,2517805600.0,0.0,0.0,337662180.0,57018884.0,1224784900.0,842785860.0,0.0,0.0,0.0,4980057600.0,1470203600.0,0.0,386898270.0,449685020.0,0.0,1280217300.0,0.0,597312640.0,391977100.0,390467740.0,4966761500.0,13296128.0,0.27,1969665700.0,0.0,332142720.0,57018884.0,1193608700.0,842060540.0,0.0,0.0,4394496500.0,1464681700.0,0.0,485183780.0,0.0,1318110700.0,0.0,695394900.0,421950940.0,4385322000.0,9174528.0,0.21
1975-11-16,2590492200.0,0.0,0.0,350765440.0,59190704.0,1262884700.0,850252200.0,0.0,0.0,0.0,5113585700.0,1521566100.0,0.0,399613900.0,465953900.0,0.0,1323746200.0,0.0,598750460.0,399972160.0,390753730.0,5100356000.0,13229568.0,0.26,2031379600.0,0.0,344950980.0,59190704.0,1229082100.0,849297900.0,0.0,0.0,4513901600.0,1506261500.0,0.0,503018800.0,0.0,1365889700.0,0.0,697230700.0,432394780.0,4504795600.0,9105920.0,0.2
1975-12-01,2655347000.0,0.0,0.0,363846370.0,61362524.0,1291707600.0,860776640.0,0.0,0.0,0.0,5233040000.0,1559399800.0,0.0,412329100.0,482334460.0,0.0,1366283500.0,0.0,599593900.0,408871900.0,391002370.0,5219815400.0,13224448.0,0.25,2087018800.0,0.0,357768420.0,61362524.0,1256257800.0,860120800.0,0.0,0.0,4622528500.0,1537844000.0,0.0,520828640.0,0.0,1412606800.0,0.0,698340540.0,443800100.0,4613420500.0,9107968.0,0.2
1975-12-16,2715842600.0,0.0,0.0,376911420.0,63551200.0,1331713400.0,872554000.0,0.0,0.0,0.0,5360572400.0,1604138600.0,0.0,422249730.0,498824220.0,0.0,1411756200.0,0.0,600669250.0,418434020.0,391215580.0,5347287600.0,13284864.0,0.25,2140702200.0,0.0,370585500.0,63551200.0,1294023300.0,871869800.0,0.0,0.0,4740732400.0,1575072000.0,0.0,538614700.0,0.0,1462243800.0,0.0,699772100.0,455903260.0,4731606000.0,9126400.0,0.19
1976-01-01,2774806000.0,0.0,0.0,390828450.0,65922976.0,1366313900.0,886962900.0,0.0,0.0,0.0,5484834300.0,1642157200.0,0.0,432831740.0,516464300.0,0.0,1457350100.0,0.0,601950000.0,429128400.0,391639260.0,5471521000.0,13313536.0,0.24,2193152000.0,0.0,384260100.0,65922976.0,1326981500.0,885872000.0,0.0,0.0,4856189000.0,1606563000.0,0.0,557560800.0,0.0,1512072700.0,0.0,701423500.0,469388740.0,4847009000.0,9180160.0,0.19
1976-01-16,2825472500.0,0.0,0.0,403875780.0,68164490.0,1393185400.0,899053250.0,0.0,0.0,0.0,5589751300.0,1668404400.0,0.0,443085980.0,532905900.0,0.0,1497582000.0,0.0,603039040.0,439453860.0,391996540.0,5576467500.0,13283840.0,0.24,2238038500.0,0.0,397094900.0,68164490.0,1352773000.0,897395200.0,0.0,0.0,4953466400.0,1627678600.0,0.0,575301500.0,0.0,1556126500.0,0.0,702843650.0,482383100.0,4944333000.0,9133568.0,0.18
1976-02-01,2878175500.0,0.0,0.0,417750370.0,70555400.0,1414365700.0,909039600.0,0.0,0.0,0.0,5689886700.0,1684137900.0,0.0,454023400.0,550393400.0,0.0,1536115000.0,0.0,607569660.0,450607580.0,393805400.0,5676652500.0,13234176.0,0.23,2284832500.0,0.0,410759360.0,70555400.0,1373303300.0,907249660.0,0.0,0.0,5046700000.0,1639905400.0,0.0,594200200.0,0.0,1598500500.0,0.0,708698000.0,496354180.0,5037658600.0,9041408.0,0.18
1976-02-15,2926794200.0,0.0,0.0,429903330.0,72647450.0,1435124500.0,915583100.0,0.0,0.0,0.0,5780052500.0,1697109200.0,0.0,463645980.0,565679400.0,0.0,1570622000.0,0.0,613459400.0,460213800.0,396150370.0,5766879700.0,13172736.0,0.23,2328127500.0,0.0,422731520.0,72647450.0,1393318100.0,913668860.0,0.0,0.0,5130493400.0,1649984500.0,0.0,610711700.0,0.0,1636327300.0,0.0,716191400.0,508302850.0,5121517600.0,8975872.0,0.18
1976-03-01,2984186000.0,0.0,0.0,442942900.0,74888930.0,1491613700.0,924459970.0,0.0,0.0,0.0,5918092000.0,1744893400.0,0.0,473955900.0,582057600.0,0.0,1620914000.0,0.0,615619800.0,470912740.0,396623070.0,5904976000.0,13115904.0,0.22,2380963800.0,0.0,435562240.0,74888930.0,1446824600.0,922496800.0,0.0,0.0,5260736500.0,1692380800.0,0.0,628380100.0,0.0,1690562000.0,0.0,719157600.0,521421280.0,5251902000.0,8834560.0,0.17
1976-03-16,3043552500.0,0.0,0.0,455923620.0,77130410.0,1543001200.0,949110700.0,0.0,0.0,0.0,6068718600.0,1799794000.0,0.0,484109700.0,598521900.0,0.0,1673904900.0,0.0,618833900.0,482531420.0,397578600.0,6055274500.0,13444096.0,0.22,2435529000.0,0.0,448347040.0,77130410.0,1495444400.0,945257800.0,0.0,0.0,5401709000.0,1739996000.0,0.0,646038340.0,0.0,1747228000.0,0.0,723591200.0,535609820.0,5392463400.0,9245696.0,0.17
1976-04-01,3103474700.0,0.0,0.0,469832830.0,79521320.0,1570757100.0,965700300.0,0.0,0.0,0.0,6189286000.0,1821874200.0,0.0,494940030.0,616069500.0,0.0,1715033100.0,0.0,630692600.0,493973540.0,403264830.0,6175848000.0,13437952.0,0.22,2488963300.0,0.0,462059140.0,79521320.0,1522310700.0,961472200.0,0.0,0.0,5514326500.0,1759924900.0,0.0,664840400.0,0.0,1791857400.0,0.0,738892500.0,549707140.0,5505222000.0,9104384.0,0.17
1976-04-16,3168179700.0,0.0,0.0,482813570.0,81762800.0,1630573300.0,978927500.0,0.0,0.0,0.0,6342256600.0,1872262500.0,0.0,508080860.0,632302100.0,0.0,1766720500.0,0.0,637978240.0,504991970.0,406444500.0,6328780300.0,13476352.0,0.21,2545720800.0,0.0,474847040.0,81762800.0,1578836200.0,974920260.0,0.0,0.0,5656087000.0,1806102500.0,0.0,682451800.0,0.0,1847112200.0,0.0,748115300.0,563027260.0,5646809000.0,9277952.0,0.16
1976-05-01,3239497500.0,0.0,0.0,495820700.0,84004280.0,1654815500.0,992467100.0,0.0,0.0,0.0,6466605000.0,1889960800.0,0.0,521221340.0,648414850.0,0.0,1803483300.0,0.0,657283140.0,515218900.0,417570600.0,6453153000.0,13452288.0,0.21,2604962600.0,0.0,487675620.0,84004280.0,1602458400.0,988326300.0,0.0,0.0,5767427600.0,1823350900.0,0.0,700037000.0,0.0,1886945500.0,0.0,773068000.0,575488640.0,5758889500.0,8538112.0,0.15
1976-05-16,3337550800.0,0.0,0.0,508778700.0,86245760.0,1676956800.0,1000555900.0,0.0,0.0,0.0,6610088000.0,1899576400.0,0.0,538939100.0,664344200.0,0.0,1833599200.0,0.0,695030800.0,523986720.0,441298700.0,6596776000.0,13312000.0,0.2,2678100500.0,0.0,500441200.0,86245760.0,1623951200.0,996475800.0,0.0,0.0,5885214700.0,1833700500.0,0.0,717599900.0,0.0,1919815400.0,0.0,820529660.0,586063100.0,5877709000.0,7505920.0,0.13
1976-06-01,3450202600.0,0.0,0.0,522672300.0,88636670.0,1701327700.0,1005910700.0,0.0,0.0,0.0,6768750000.0,1906792000.0,0.0,557838000.0,680997100.0,0.0,1862928000.0,0.0,738518400.0,531382140.0,476877060.0,6755333000.0,13416960.0,0.2,2755969500.0,0.0,514026500.0,88636670.0,1647392100.0,1002139800.0,0.0,0.0,6008164400.0,1842040300.0,0.0,736305400.0,0.0,1951828600.0,0.0,875106560.0,595239300.0,6000520700.0,7643648.0,0.13
1976-06-16,3564953300.0,0.0,0.0,535854940.0,90878150.0,1724416800.0,1009698400.0,0.0,0.0,0.0,6925801500.0,1912524500.0,0.0,578958000.0,696138940.0,0.0,1889272000.0,0.0,778977340.0,537120450.0,519393820.0,6912385000.0,13416448.0,0.19,2827308800.0,0.0,526751600.0,90878150.0,1669299800.0,1006279200.0,0.0,0.0,6120517600.0,1848917800.0,0.0,753814340.0,0.0,1980757100.0,0.0,926402300.0,602667460.0,6112558600.0,7959040.0,0.13
1976-07-01,3704631000.0,0.0,0.0,549239400.0,93119630.0,1748168300.0,1012737600.0,0.0,0.0,0.0,7107896000.0,1917905700.0,0.0,600077300.0,710807740.0,0.0,1913792900.0,0.0,829301900.0,541298000.0,581131650.0,7094315500.0,13580288.0,0.19,2907733500.0,0.0,539430850.0,93119630.0,1692352300.0,1009932860.0,0.0,0.0,6242569000.0,1855490200.0,0.0,771295900.0,0.0,2007599200.0,0.0,992292700.0,608457000.0,6235135500.0,7433728.0,0.12
1976-07-16,3832060000.0,0.0,0.0,562709950.0,95361110.0,1771731300.0,1015338900.0,0.0,0.0,0.0,7277201400.0,1923274400.0,0.0,622370050.0,725117200.0,0.0,1937371900.0,0.0,872567550.0,544581700.0,638250800.0,7263534000.0,13667328.0,0.19,2978703600.0,0.0,552107260.0,95361110.0,1715504100.0,1012932800.0,0.0,0.0,6354608600.0,1861570800.0,0.0,788749800.0,0.0,2033374700.0,0.0,1050673860.0,613258050.0,6347627000.0,6981632.0,0.11
1976-08-01,3957171700.0,0.0,0.0,577124500.0,97752024.0,1796582700.0,1017907840.0,0.0,0.0,0.0,7446539000.0,1929486100.0,0.0,646148350.0,740194560.0,0.0,1962080600.0,0.0,913033400.0,547597440.0,694276540.0,7432816600.0,13722112.0,0.18,3048381200.0,0.0,565653000.0,97752024.0,1739808900.0,1015866560.0,0.0,0.0,6467461600.0,1868437200.0,0.0,807337860.0,0.0,2060428500.0,0.0,1106403600.0,617880260.0,6460487000.0,6974464.0,0.11
1976-08-16,4052699000.0,0.0,0.0,590536600.0,99993500.0,1820818000.0,1020246600.0,0.0,0.0,0.0,7584293400.0,1944447900.0,0.0,665898700.0,754538400.0,0.0,1985870600.0,0.0,942150600.0,550350900.0,727294900.0,7570552000.0,13741568.0,0.18,3106333200.0,0.0,578402300.0,99993500.0,1762734600.0,1018358100.0,0.0,0.0,6565822000.0,1878310400.0,0.0,824737900.0,0.0,2086736400.0,0.0,1147399600.0,622287900.0,6559472000.0,6349824.0,0.1
1976-09-01,4150187800.0,0.0,0.0,604609860.0,102384420.0,1846961900.0,1022405200.0,0.0,0.0,0.0,7726549500.0,1964095700.0,0.0,686965440.0,770298500.0,0.0,2011543600.0,0.0,973076030.0,553393900.0,753394050.0,7712767000.0,13782528.0,0.18,3169410600.0,0.0,592009600.0,102384420.0,1786071900.0,1020722900.0,0.0,0.0,6670599000.0,1888078500.0,0.0,843271100.0,0.0,2115479400.0,0.0,1189710500.0,627360060.0,6663899600.0,6699520.0,0.1
1976-09-16,4240276500.0,0.0,0.0,617899200.0,104625896.0,1869262800.0,1024217860.0,0.0,0.0,0.0,7856281600.0,1970899100.0,0.0,705681600.0,784833500.0,0.0,2034486700.0,0.0,1003097100.0,555988800.0,787451460.0,7842438000.0,13843456.0,0.18,3225769500.0,0.0,604735600.0,104625896.0,1807369500.0,1022756900.0,0.0,0.0,6765257000.0,1893624800.0,0.0,860620600.0,0.0,2141065900.0,0.0,1231346800.0,631701000.0,6758359000.0,6898176.0,0.1
1976-10-01,4317012500.0,0.0,0.0,631257300.0,106867380.0,1897123600.0,1026059900.0,0.0,0.0,0.0,7978320400.0,1992837900.0,0.0,724397300.0,799386900.0,0.0,2059641600.0,0.0,1022732200.0,558724160.0,806845500.0,7964565500.0,13754880.0,0.17,3276673500.0,0.0,617541900.0,106867380.0,1831775100.0,1024759000.0,0.0,0.0,6857617000.0,1908061300.0,0.0,877966300.0,0.0,2169306000.0,0.0,1259091500.0,636516300.0,6850941400.0,6675456.0,0.1
1976-10-16,4385700400.0,0.0,0.0,644455360.0,109108856.0,1920436500.0,1027902500.0,0.0,0.0,0.0,8087603000.0,2013668400.0,0.0,738533300.0,814311800.0,0.0,2084124800.0,0.0,1041320600.0,561840400.0,820080830.0,8073879600.0,13723648.0,0.17,3325773300.0,0.0,630338500.0,109108856.0,1851775700.0,1026731260.0,0.0,0.0,6943727600.0,1917806300.0,0.0,895295200.0,0.0,2197414700.0,0.0,1284625900.0,641906800.0,6937048600.0,6679040.0,0.1
