year,StreamOut_Q_base,HortSroff2Stream_Q_base,DunnSroff2Stream_Q_base,Interflow2Stream_Q_base,Stream2Unsat_Q_base,StreamExchng2Sat_Q_base,Precip_Q_base,NetBoundaryFlow2Sat_Q_base,NetWellFlow_Q_base,BoundaryStreamFlow_Q_base,CanopyEvap_Q_base,SnowEvap_Q_base,ImpervEvap_Q_base,DprstEvap_Q_base,CapET_Q_base,SwaleEvap_Q_base,UnsatET_Q_base,SatET_Q_base,LakeEvap_Q_base,DunnInterflow2Lake_Q_base,HortSroff2Lake_Q_base,Lake2Unsat_Q_base,LakeExchng2Sat_Q_base,SoilDrainage2Unsat_Q_base,Sat2Grav_Q_base,RechargeUnsat2Sat_Q_base,Infil2Soil_Q_base,Canopy_S_base,SnowPweqv_S_base,Imperv_S_base,Dprst_S_base,Cap_S_base,Grav_S_base,Unsat_S_base,Sat_S_base,UnsatStream_S_base,Lake_S_base,Stream_S_base,StreamOut_Q_unimp,HortSroff2Stream_Q_unimp,DunnSroff2Stream_Q_unimp,Interflow2Stream_Q_unimp,Stream2Unsat_Q_unimp,StreamExchng2Sat_Q_unimp,Precip_Q_unimp,NetBoundaryFlow2Sat_Q_unimp,NetWellFlow_Q_unimp,BoundaryStreamFlow_Q_unimp,CanopyEvap_Q_unimp,SnowEvap_Q_unimp,ImpervEvap_Q_unimp,DprstEvap_Q_unimp,CapET_Q_unimp,SwaleEvap_Q_unimp,UnsatET_Q_unimp,SatET_Q_unimp,LakeEvap_Q_unimp,DunnInterflow2Lake_Q_unimp,HortSroff2Lake_Q_unimp,Lake2Unsat_Q_unimp,LakeExchng2Sat_Q_unimp,SoilDrainage2Unsat_Q_unimp,Sat2Grav_Q_unimp,RechargeUnsat2Sat_Q_unimp,Infil2Soil_Q_unimp,Canopy_S_unimp,SnowPweqv_S_unimp,Imperv_S_unimp,Dprst_S_unimp,Cap_S_unimp,Grav_S_unimp,Unsat_S_unimp,Sat_S_unimp,UnsatStream_S_unimp,Lake_S_unimp,Stream_S_unimp
2000,9981569581.1,3460610561.81,3953949632.56,2469525449.1,0.0,-96847892.7,22423699053.0,19994821.4315,-661772687.0,0.0,284896489.15516,0.0,197028194.5118325,0.0,11708106448.0,0.0,74057161.6878,397240914.42,0.0,0.0,0.0,0.0,0.0,1706066984.8,325655941.6,1601200905.0,18480078528.0,4210742.977178142,0.0,445197.1185053074,0.0,2259178394.535519,478695527.3497268,9194302136.612022,979271173224.0437,135891909.56284153,0.0,0.0,10491517422.0,3462576192.98,4087802676.07,2475997966.95,0.0,-464398352.8,22423699053.0,-104086520.3,0.0,0.0,284896489.15516,0.0,197027082.9388325,0.0,11413699839.0,0.0,68951767.8293,599037210.3,0.0,0.0,0.0,0.0,0.0,1631950795.6,496382778.5,1536072628.0,18478114495.0,4210742.977178142,0.0,445194.3913741599,0.0,2247299779.2349725,493688731.42076504,8798969131.147541,983099124590.164,130502205.46448088,0.0,0.0
2001,12363040702.0,4457104130.2,5176541375.57,2979438436.91,0.0,195166335.5,27181013931.0,40219493.10195,-674516955.0,0.0,251643957.7313,0.0,195038656.11787,0.0,9660058126.0,0.0,60560860.2208,414923282.13,0.0,0.0,0.0,0.0,0.0,1954653500.9,259707476.0,1383310934.0,22261223868.0,3963379.721194411,0.0,637261.3745075616,0.0,2082375942.1917808,486401460.65753424,9132975230.136986,978712157808.2192,131466708.49315068,0.0,0.0,12930770369.0,4456201637.9,5314659372.29,2984919668.74,0.0,-226876417.2,27181013931.0,-95873649.5,0.0,0.0,251643957.7313,0.0,195040774.90787,0.0,9211817456.0,0.0,55841338.643,653459816.28,0.0,0.0,0.0,0.0,0.0,1864594747.2,421352274.0,1371879495.0,22262124015.0,3963379.721194411,0.0,637262.1743979726,0.0,2065646090.958904,499186411.9726027,8727757671.232876,982783147945.2054,126069908.46575342,0.0,0.0
2002,11868023546.0,3807854282.6,5144916216.309999,2911662205.89,0.0,13518874.200000003,22650143033.0,41818233.6072,-560712318.0,0.0,254261221.48225,0.0,212008490.30473,0.0,9612331081.0,0.0,88275669.898,435735672.33,0.0,0.0,0.0,0.0,0.0,1873313899.8,298808722.1,1752732553.0,18375057894.0,3160110.001292877,0.0,603726.6708362739,0.0,2170622122.739726,533751560.43835616,9498171805.479452,978770601369.863,137898757.53424656,0.0,0.0,12368517978.0,3807904661.8,5251247529.22,2918749403.86,0.0,-374269681.4,22650143033.0,-89855967.0,0.0,0.0,254261221.48225,0.0,212011315.88623,0.0,9312349939.9,0.0,80755495.0991,678737548.35,0.0,0.0,0.0,0.0,0.0,1807078433.3,483124244.1,1680451158.0,18375004281.0,3160110.001292877,0.0,603722.4192494246,0.0,2149580373.972603,554034258.6849315,9051012350.68493,982931820273.9727,132214016.73972602,0.0,0.0
2003,10423883245.4,3781400909.26,3782752576.14,2847771633.08,0.0,-10049120.899999999,22682369964.0,38245585.237,-658979512.0,0.0,340471460.474527,0.0,283202453.887142,0.0,11282329990.0,0.0,100135585.5827,433143553.31,0.0,0.0,0.0,0.0,0.0,2184062568.7,323583972.0,1942187809.0,18284651729.0,4037046.5689987037,0.0,654017.5164801151,0.0,2422885686.3013697,618271951.3424658,9739560219.178082,978919547945.2054,144138356.71232876,0.0,0.0,10978498485.0,3781608355.18,3928058901.32,2855062362.18,0.0,-411071151.0,22682369964.0,-88489589.4,0.0,0.0,340471460.474527,0.0,283201156.36804,0.0,10962636271.0,0.0,91557350.3579,670775990.77,0.0,0.0,0.0,0.0,0.0,2097985730.1,506771166.6,1887531008.0,18284445581.0,4037046.5689987037,0.0,654010.8299066849,0.0,2402521864.9315066,637253425.6438357,9275400726.027397,983104357808.2192,138249481.369863,0.0,0.0
2004,11301012859.3,3774382616.0,4480846910.588,3079374723.39,0.0,38059652.1,22380157281.0,51898212.99485,-592527842.0,0.0,270121588.10154,0.0,216877310.1675085,0.0,9985115912.0,0.0,88355674.3725,474224176.55,0.0,0.0,0.0,0.0,0.0,2133337581.13,285370653.1,1894327451.0,18111370031.0,3646586.490129071,0.0,666688.8199929195,0.0,2203672204.644809,565971871.2295082,9891319275.956284,978908891256.8306,138293619.12568307,0.0,0.0,11858172212.0,3772499704.5,4616460026.52,3082484500.12,0.0,-382033064.7,22380157281.0,-90829769.3,0.0,0.0,270121588.10154,0.0,216870325.6925671,0.0,9470741211.0,0.0,81014331.91239999,736789373.86,0.0,0.0,0.0,0.0,0.0,2025123413.23,470228907.3,1816179047.0,18113260028.0,3646586.490129071,0.0,666669.355861768,0.0,2173512351.3661203,579932345.4918033,9415175333.333334,983246329234.9727,132261223.33333333,0.0,0.0
2005,16210442169.2,5560134769.3,6834791911.66,3898933423.81,0.0,71652541.85,32808126052.0,34252609.172,-556691971.9,0.0,309543065.643784,0.0,308217672.6915618,0.0,13377212662.0,0.0,101510956.0916,389369722.93,0.0,0.0,0.0,0.0,0.0,2483399794.4,339983313.7,2193711342.0,26631183802.0,4212637.643243589,0.0,644426.3950504323,0.0,2611218764.109589,692826663.3972603,10113022567.123287,979237681095.8904,149791630.41095892,0.0,0.0,16844075524.0,5560916954.6,7018326138.67,3905107891.68,0.0,-371096353.0,32808126052.0,-95072087.1,0.0,0.0,309543065.643784,0.0,308210276.3597858,0.0,13096928343.0,0.0,93020233.1331,601171659.78,0.0,0.0,0.0,0.0,0.0,2373932929.3,549601206.8,2078812357.0,26630408961.0,4212637.643243589,0.0,644410.4944780652,0.0,2589337795.342466,711576586.3835616,9621395161.643835,983554874794.5205,142964184.38356164,0.0,0.0
2006,15450637966.0,4300581461.24,6221968234.85,4701553175.5,0.0,-191200292.95,25956377256.0,31890195.07438,-459238575.5,0.0,305916858.22276497,0.0,354379971.54373,0.0,11230583205.0,0.0,110455721.3533,522474391.07,0.0,0.0,0.0,0.0,0.0,2990897660.99,411386243.0,2752239702.0,21008181262.0,5071285.973310384,0.0,847288.7207387123,0.0,2390819353.972603,800599270.3013699,10483254904.109589,979996541643.8356,148451011.50684932,0.0,0.0,16054320904.0,4299085114.13,6417985680.39,4705601135.28,0.0,-599149561.5,25956377256.0,-107074601.8,0.0,0.0,305916858.22276497,0.0,354380141.90413,0.0,10816843604.0,0.0,102283006.4708,740656764.61,0.0,0.0,0.0,0.0,0.0,2856154117.39,622640393.0,2599970410.0,21009677597.0,5071285.973310384,0.0,847287.4035332329,0.0,2364032332.3287673,814802983.2054795,10000439506.849316,984183289315.0685,142029829.86301368,0.0,0.0
2007,5042366546.2,2346963672.6,1497982617.9620001,1065473227.54,0.0,-130325100.5,14827574118.0,56444346.673,-574993876.8,0.0,303478158.640929,0.0,210226909.886791,0.0,9919266302.0,0.0,58344561.1863,440221660.29,0.0,0.0,0.0,0.0,0.0,978502933.34,235120351.8,1117967018.0,11957711814.0,2976501.4535233127,0.0,661162.6698815671,0.0,1958206292.0547945,314835704.30136985,10088115284.931507,979608561643.8356,123977960.5479452,0.0,0.0,5467887140.0,2344029087.3,1560928164.6499999,1069281435.14,0.0,-491093522.7,14827574118.0,-98388600.1,0.0,0.0,303478158.640929,0.0,210204162.014963,0.0,9510809831.0,0.0,52966426.6448,643025550.05,0.0,0.0,0.0,0.0,0.0,927931686.35,390395688.8,1076442942.0,11960669127.0,2976501.4535233127,0.0,661126.1494167781,0.0,1928792994.7945206,324013646.3287671,9637822865.753426,983871621917.8082,118304929.75342466,0.0,0.0
2008,8861531890.6,3073992827.72,3570296360.24,2241524601.19,0.0,33383042.330000002,17970421406.0,75569050.666,-647435809.0,0.0,176779038.11369,0.0,153093664.927478,0.0,8673428720.0,0.0,77338749.8693,472548742.4,0.0,0.0,0.0,0.0,0.0,1601607459.77,232266942.0,1409615364.0,14568248026.0,2943834.003248989,0.0,808399.3186711995,0.0,1962380057.103825,431895836.2295082,10238419868.852459,979130297814.2076,126786620.02732241,0.0,0.0,9338091175.3,3071044694.36,3646488520.48,2244712954.03,0.0,-367375898.8,17970421406.0,-88390704.1,0.0,0.0,176779038.11369,0.0,153083614.942888,0.0,8179197363.0,0.0,71328488.6583,705652755.58,0.0,0.0,0.0,0.0,0.0,1529105079.75,397011016.3,1382203371.0,14571206238.0,2943834.003248989,0.0,808374.5274837951,0.0,1927949594.5355191,443978665.35519123,9752919609.289618,983643631693.989,120719659.53551912,0.0,0.0
2009,6234293288.5,2942468235.3,2058898846.131,1319298924.94,0.0,73476213.33,17814315757.0,80185959.86400001,-566660608.5,0.0,279016713.21279,0.0,258515371.880018,0.0,10631151598.0,0.0,70648165.7907,351202722.26,0.0,0.0,0.0,0.0,0.0,1213304571.97,199963697.5,1153203202.0,14333617699.0,3839348.9811218902,0.0,817943.6350925699,0.0,2124969916.7123287,353284597.2328767,10158771742.465754,978600726027.3972,126149312.32876712,0.0,0.0,6750750370.0,2940432878.5,2137813438.68,1322221387.96,0.0,-361857031.4,17814315757.0,-75440833.1,0.0,0.0,279016713.21279,0.0,258502935.353108,0.0,10286307708.0,0.0,62845080.3068,558426177.35,0.0,0.0,0.0,0.0,0.0,1145228479.32,358163642.7,1103113790.0,14335665461.0,3839348.9811218902,0.0,817909.4955613095,0.0,2098102801.9178083,364806270.6849315,9649296868.49315,983314983561.6438,119908203.89041096,0.0,0.0
2010,17266477427.5,6168500593.64,6836176359.9,4553282230.46,0.0,245426944.6,34816166305.0,46914869.642,-547904482.4,0.0,403265644.96753,0.0,397065364.373117,0.0,11954963916.0,0.0,101246049.8357,364815548.14,0.0,0.0,0.0,0.0,0.0,3032259737.0,327816886.3,2249696664.0,27849979140.0,5405135.147421726,0.0,1024336.0493531369,0.0,2747995040.2739725,790930182.2465754,10523757205.479452,978987109863.0137,150013233.97260273,0.0,0.0,17977752473.0,6169249804.29,7039291052.13,4558613473.54,0.0,-255353622.4,34816166305.0,-79720853.0,0.0,0.0,403265644.96753,0.0,397059933.544897,0.0,11710371021.0,0.0,93220117.2912,549525644.95,0.0,0.0,0.0,0.0,0.0,2891935036.9,525733134.7,2148865320.0,27849234858.0,5405135.147421726,0.0,1024321.7743561234,0.0,2726621525.479452,808017303.3150685,10005217764.383562,983594091232.8767,142410652.87671232,0.0,0.0
2011,10291613522.5,3374242751.5,3625058335.94,3011275024.7,0.0,-215225423.4,20154964152.0,29034152.6202,-533655262.3,0.0,361730731.4796478,0.0,303573814.1619006,0.0,12517512985.0,0.0,104661473.261,413394475.19,0.0,0.0,0.0,0.0,0.0,2132320587.25,404440819.9,2330225810.0,16119871330.0,3956744.7228048355,0.0,757095.3967393166,0.0,2539827205.2054796,646038754.6849315,10839800219.178082,979857963287.6713,147820173.15068492,0.0,0.0,10833606284.0,3373941571.18,3775459492.13,3018507194.08,0.0,-603618704.5,20154964152.0,-89237749.6,0.0,0.0,361730731.4796478,0.0,303570058.7667036,0.0,12336844134.0,0.0,96916687.72,580857560.93,0.0,0.0,0.0,0.0,0.0,2049764054.76,600068677.3,2181462938.0,16120178339.0,3956744.7228048355,0.0,757087.2189606947,0.0,2523850597.260274,660375076.6849315,10332469005.479452,984245809041.096,140796143.83561644,0.0,0.0
2012,13038827517.1,5098178083.16,5262646588.86,2832108849.83,0.0,100912750.1,29036521017.0,39478325.7855,-542928607.5,0.0,289701689.60962,0.0,275818515.484596,0.0,10327197408.0,0.0,71555633.7498,447434165.1,0.0,0.0,0.0,0.0,0.0,1893307390.39,261083097.9,1390396295.0,23369858387.0,3612804.872338579,0.0,712361.8844037076,0.0,2119169549.453552,495199090.8196721,10540305136.612022,979569996174.8634,127936584.69945355,0.0,0.0,13562920357.0,5095312391.29,5368495293.13,2835774724.46,0.0,-313541821.3,29036521017.0,-89467380.1,0.0,0.0,289701689.60962,0.0,275805665.302596,0.0,9923352273.3,0.0,66005981.09575,655429127.14,0.0,0.0,0.0,0.0,0.0,1811232139.79,415096252.8,1360311364.0,23372735209.0,3612804.872338579,0.0,712344.4227818497,0.0,2089614672.1311476,505172356.9672131,10065085576.502731,983993063387.9781,121650466.31147541,0.0,0.0
2013,2168272618.8,959721495.52,302325641.384,623852856.38,0.0,-216408229.4,7076033208.0,47868015.127,-591529755.4,0.0,243378273.98594,0.0,160649871.916487,0.0,10046594148.0,0.0,75872886.5907,454425661.87,0.0,0.0,0.0,0.0,0.0,832281847.93,234850007.0,1241829254.0,5720309857.0,2165873.6846146304,0.0,433790.0252917452,0.0,1904449139.1780822,295624598.7671233,10683132986.30137,979322478356.1644,125992055.89041096,0.0,0.0,2545104200.0,958836707.7,356423771.85,630943221.23,0.0,-536595764.4,7076033208.0,-76584649.0,0.0,0.0,243378273.98594,0.0,160644230.443767,0.0,9750917311.0,0.0,70051138.82128,672363406.32,0.0,0.0,0.0,0.0,0.0,817306777.61,396481450.5,1198132199.0,5721200229.0,2165873.6846146304,0.0,433779.1299886767,0.0,1877934787.1232877,311768850.2191781,10183539830.136986,983865895068.4932,119926570.30136986,0.0,0.0
2014,10336721735.4,4335500461.67,4249715732.792,2067489471.341,0.0,260828340.825,25961926766.0,64840662.713,-564572538.2,0.0,304294654.2459,0.0,297548468.2253969,0.0,9810580466.0,0.0,61450153.2784,408341289.47,0.0,0.0,0.0,0.0,0.0,1399898742.89,166860163.1,928168890.2,21022242344.0,3654992.2583857537,0.0,619885.7683180189,0.0,1707803021.0958905,345103341.9424658,10466727342.465754,978522241095.8904,116344452.9589041,0.0,0.0,10825429989.4,4332087995.63,4292027809.92,2070421533.26,0.0,-182101718.55,25961926766.0,-68587750.0,0.0,0.0,304294654.2459,0.0,297521204.4423969,0.0,9347089298.0,0.0,54427319.62364,646693297.85,0.0,0.0,0.0,0.0,0.0,1344154284.26,294311084.6,934591191.8,21025682853.0,3654992.2583857537,0.0,619858.9676123805,0.0,1674743371.2328768,350706068.7123288,9969071849.31507,983298409589.0411,110181501.97260274,0.0,0.0
2015,3110451710.9,1605628555.45,856975780.367,674057805.612,0.0,54592650.71,10858824155.0,79970551.104,-542238605.5,0.0,258492386.84632,0.0,180315904.0547627,0.0,8949411491.0,0.0,74034090.9287,434918006.47,0.0,0.0,0.0,0.0,0.0,852608346.99,151380132.7,1026979565.0,8800896172.0,2514110.9123460823,0.0,517574.6402819562,0.0,1774115112.6027398,260195581.67945206,10654039287.671232,978137362465.7534,122064882.02739726,0.0,0.0,3542324129.5,1604557909.53,902455722.75,678950056.2,0.0,-329141054.3,10858824155.0,-57097023.9,0.0,0.0,258492386.84632,0.0,180287665.0293869,0.0,8467634932.0,0.0,66934197.183865,698195126.39,0.0,0.0,0.0,0.0,0.0,824302367.75,297376788.6,997366952.0,8801994166.0,2514110.9123460823,0.0,517559.03392092575,0.0,1742992400.2739725,273544917.2328767,10127978526.027397,983093348493.1506,115553653.56164384,0.0,0.0
2016,12860364335.2,4920413279.27,4964138662.789,3369473168.089,0.0,356690079.395,27807472708.0,80622507.4566,-477227839.8,0.0,319939850.36736,0.0,336456115.355609,0.0,11291594665.0,0.0,93416800.2115,394949374.66,0.0,0.0,0.0,0.0,0.0,2462365596.54,219330733.2,1752214221.0,22244073320.0,4521921.341839781,0.0,859522.0846327295,0.0,2358936097.5409837,607180474.204918,10915928087.431694,978137527868.8524,138255068.30601093,0.0,0.0,13503991889.5,4919136615.47,5086949617.71,3373249460.13,0.0,-159937773.3,27807472708.0,-59906991.7,0.0,0.0,319939850.36736,0.0,336445534.464089,0.0,10861640205.0,0.0,84815182.72694,631246729.02,0.0,0.0,0.0,0.0,0.0,2348753809.13,388962059.9,1715100639.0,22245359926.0,4521921.341839781,0.0,859516.7880035766,0.0,2331972962.568306,618254602.568306,10354522076.502731,983164006557.3771,130611857.86885247,0.0,0.0
2017,19958760786.4,5710509875.75,9252533590.25,4971335067.04,0.0,21343067.25,31269026576.0,59761871.066,-481464592.5,0.0,286781291.060443,0.0,324527929.3835,0.0,11638750819.0,0.0,123042744.1324,569815756.73,0.0,0.0,0.0,0.0,0.0,2966662031.74,394329827.5,2856379304.0,24949155213.0,4002794.0212655975,0.0,721105.6446230685,0.0,2316931928.767123,778713077.479452,11532940547.945206,979256875068.4932,148016359.1780822,0.0,0.0,20592413877.0,5709354245.18,9433255381.85,4976099630.36,0.0,-430786430.6,31269026576.0,-80390998.2,0.0,0.0,286781291.060443,0.0,324528652.102572,0.0,11217137085.0,0.0,113637784.09448,811443587.23,0.0,0.0,0.0,0.0,0.0,2847249579.98,583874969.6,2690457617.0,24950309777.0,4002794.0212655975,0.0,721098.6309564438,0.0,2290203023.0136986,793796911.9726027,10951491753.424658,984121286849.3151,140134216.76712328,0.0,0.0
2018,7145375771.7,3352324375.45,2314764641.434,1482953479.474,0.0,-12899380.399999999,19960988516.0,60122981.954,-408756279.8,0.0,242591638.0781,0.0,276555507.3776,0.0,10460548516.0,0.0,70269518.7405,454080326.06,0.0,0.0,0.0,0.0,0.0,1368075283.27,236439780.7,1316811995.0,16088040565.0,3601446.4955663015,0.0,642601.5847634247,0.0,2010449718.630137,384937410.98630136,11157200712.328768,979137766027.3972,127081292.60273972,0.0,0.0,7610485904.0,3349131614.47,2390504199.0,1486986653.37,0.0,-401071006.6,19960988516.0,-79458146.9,0.0,0.0,242591638.0781,0.0,276542563.0156,0.0,10047907891.0,0.0,64300610.95526,659940491.63,0.0,0.0,0.0,0.0,0.0,1306792224.3,382696195.0,1275129983.0,16091246184.0,3601446.4955663015,0.0,642582.8503058904,0.0,1979129090.1369863,392163976.43835616,10620197671.232876,983981103287.6713,120320937.7260274,0.0,0.0
