year,StreamOut_Q_base,HortSroff2Stream_Q_base,DunnSroff2Stream_Q_base,Interflow2Stream_Q_base,Stream2Unsat_Q_base,StreamExchng2Sat_Q_base,Precip_Q_base,NetBoundaryFlow2Sat_Q_base,NetWellFlow_Q_base,BoundaryStreamFlow_Q_base,CanopyEvap_Q_base,SnowEvap_Q_base,ImpervEvap_Q_base,DprstEvap_Q_base,CapET_Q_base,SwaleEvap_Q_base,UnsatET_Q_base,SatET_Q_base,LakeEvap_Q_base,DunnInterflow2Lake_Q_base,HortSroff2Lake_Q_base,Lake2Unsat_Q_base,LakeExchng2Sat_Q_base,SoilDrainage2Unsat_Q_base,Sat2Grav_Q_base,RechargeUnsat2Sat_Q_base,Infil2Soil_Q_base,Canopy_S_base,SnowPweqv_S_base,Imperv_S_base,Dprst_S_base,Cap_S_base,Grav_S_base,Unsat_S_base,Sat_S_base,UnsatStream_S_base,Lake_S_base,Stream_S_base,StreamOut_Q_unimp,HortSroff2Stream_Q_unimp,DunnSroff2Stream_Q_unimp,Interflow2Stream_Q_unimp,Stream2Unsat_Q_unimp,StreamExchng2Sat_Q_unimp,Precip_Q_unimp,NetBoundaryFlow2Sat_Q_unimp,NetWellFlow_Q_unimp,BoundaryStreamFlow_Q_unimp,CanopyEvap_Q_unimp,SnowEvap_Q_unimp,ImpervEvap_Q_unimp,DprstEvap_Q_unimp,CapET_Q_unimp,SwaleEvap_Q_unimp,UnsatET_Q_unimp,SatET_Q_unimp,LakeEvap_Q_unimp,DunnInterflow2Lake_Q_unimp,HortSroff2Lake_Q_unimp,Lake2Unsat_Q_unimp,LakeExchng2Sat_Q_unimp,SoilDrainage2Unsat_Q_unimp,Sat2Grav_Q_unimp,RechargeUnsat2Sat_Q_unimp,Infil2Soil_Q_unimp,Canopy_S_unimp,SnowPweqv_S_unimp,Imperv_S_unimp,Dprst_S_unimp,Cap_S_unimp,Grav_S_unimp,Unsat_S_unimp,Sat_S_unimp,UnsatStream_S_unimp,Lake_S_unimp,Stream_S_unimp
2000,2754036556.0,73283322.2477,80698461.88,1426226614.6,0.0,-778866708.15,3254537934.52,843326041.0,-87228738.4,436051876.0,27929910.69786607,22665.327552,2532305.263916,1768320.424,1625429892.8,0.0,2110527.45796,88829830.4986,22236451.13,24211360.321,287301.6017206221,0.0,60146096.4,427154231.14,433457139.0,423974458.1,3139850841.8673,280554.05475057376,45840.08721120219,2541.957463140246,3559762.9480874315,413614361.6939891,41131926.35519125,640652340.1639345,24831010983.606556,0.0,337888308.4699454,0.0,2363524757.0,67658468.30390084,78867317.46,1415104179.5,0.0,-779527620.45,3254537934.52,814169985.0,0.0,0.0,27929910.69786607,22665.327552,2507639.21974181,2496051.406,1620662224.0,0.0,2100567.28799,92704417.0404,22236451.13,20989216.4703,279469.02070998,0.0,-10111135.2934,422781881.76,423707067.0,419887257.0,3135446447.39052,280554.05475057376,45840.08721120219,2539.3494550248633,4713894.789617486,412637257.4863388,40691850.67213115,641042665.8469945,24791671857.923496,0.0,480510.2142076503,0.0
2001,2758293895.0,92262823.7131,72519381.94,1551421183.8,0.0,-682378763.75,3934514155.44,845226398.0,-88080459.5,475742395.4,23317355.4563471,8043.0051,2062372.851959,1492604.8405,1340977784.9,0.0,1864741.78011,94365216.5053,23351138.062,29438727.856,358809.7134747477,0.0,63911316.8,546687758.33,406411095.0,396377711.4,3799184223.1579,251099.21057263014,61319.0555660274,3177.0676229993696,3091361.0117808217,389267186.82191783,44332407.82191781,632755934.520548,24701378493.150684,0.0,344163153.4246575,0.0,2415188604.0,86556996.91364054,70699091.05,1535577109.0,0.0,-683837942.7,3934514155.44,815928964.0,0.0,0.0,23317355.4563471,8043.0051,2039392.77186037,2330825.7771,1335021207.5,0.0,1859382.75834,98534024.6598,23351138.062,25757263.1931,351022.88025667,0.0,-9150249.3848,538587393.12,396549113.6,388557676.0,3795291740.03202,251099.21057263014,61319.0555660274,3174.5537848843014,4279337.197260274,388334796.65753424,43801606.09315068,632416685.7534246,24663913616.438354,0.0,487490.91315068497,0.0
2002,2829722965.0,81010697.2991,109787420.11,1503375313.7,0.0,-743229195.3,3282823142.47,840426744.0,-85095788.4,468539031.8,24113807.5174217,781.3530599999999,1646653.477432,1633351.2044,1391260210.6,0.0,1951900.2923,94719288.9391,23146934.906,27702335.869,335110.90090779733,0.0,61660648.7,418163885.99,418372965.0,422227112.5,3163089512.5007,189881.10437616435,7821.102010684931,1916.937093854147,3338556.664931507,399990198.5753425,40364655.56712329,679564303.8356165,24690646821.91781,0.0,355274768.2191781,0.0,2442290811.0,75319604.57799323,107635061.76,1491541887.4,0.0,-744310512.15,3282823142.47,813167259.0,0.0,0.0,24113807.5174217,781.3530599999999,1620392.1844739763,2462370.2712,1385505011.6,0.0,1946633.08338,98773558.9917,23146934.906,24161142.4141,328153.38478896,0.0,-9313584.852,413412308.36,407089817.4,418341944.6,3159190305.83497,189881.10437616435,7821.102010684931,1913.4783062246474,4317820.180821918,399145047.17808217,40051024.2739726,679328068.2191781,24653206657.53425,0.0,468175.37424657535,0.0
2003,3025595240.0,85128251.4734,78228277.59,1565512916.4,0.0,-769222707.35,3441663592.1,837292108.0,-84470945.7,481102824.4,30925905.5702419,37216.492771,2461312.819407,1788571.9507,1531348182.1,0.0,2597742.5459,90386457.03,22574059.968,28188659.861,349597.5123862284,0.0,57716497.87,503515346.92,433324923.0,493601371.1,3306946980.1201,262926.28559510957,104019.9536610411,2264.007542185356,3793878.5479452056,444221757.15068495,55362733.64383562,710844835.6164384,24704137123.28767,0.0,367586347.94520545,0.0,2524657795.0,79535388.92941861,76448449.92,1554576579.2,0.0,-773739625.85,3441663592.1,809774911.0,0.0,0.0,30925905.5702419,37216.492771,2436864.633313873,2568266.6371,1526804952.9,0.0,2599805.4902,94119988.6014,22574059.968,24173482.2596,342733.72236917,0.0,-11056111.761,498347063.83,422717770.0,488313103.1,3302802225.7871,262926.28559510957,104019.9536610411,2261.4118380408686,4552756.238356165,443527186.79452056,55000361.91506849,710354204.1095891,24667053424.657536,0.0,509925.2221917808,0.0
2004,2940277846.0,76362774.8111,87049081.89,1478022936.2,0.0,-777944153.7,3192133179.25,843185228.0,-90309245.4,476308039.6,25864860.906316802,4804.290120000001,1870635.632267,1675513.851,1426560855.8,0.0,2183943.7726,99906972.8595,23537337.481,29113653.027,279514.8594736096,0.0,57098967.75,453031434.73,431636461.0,474181297.3,3079418455.1051,219958.12549306013,95338.40246065574,2141.2474612718033,3298146.4218579237,399747225.43715847,44394087.00273224,723929193.1693989,24707368005.46448,0.0,327343621.03825134,0.0,2439580501.0,70649340.40023258,85175284.91,1466627034.3,0.0,-779297559.2,3192133179.25,813119304.0,0.0,0.0,25864860.906316802,4804.290120000001,1844361.0648361596,2593164.3198,1420669054.2,0.0,2181615.5865,104239215.7272,23537337.481,25635837.0608,273040.37764254,0.0,-10624428.888,448626921.95,421572283.0,470972545.9,3075463359.1763,219958.12549306013,95338.40246065574,2138.2592632185792,4381310.142076503,398804725.35519123,43994874.08743169,723130254.9180328,24674840956.284153,0.0,491360.1030054644,0.0
2005,3567696597.0,124253873.708792,185022327.37,2063077353.9,0.0,-740360994.9,4796121587.78,835351683.0,-84459123.2,604476758.7,27916636.950728796,14525.858503000001,2575374.6896401998,2046041.3172,1893757889.4,0.0,2830112.94458,76538950.1331,22180681.333,36230305.826,485996.20170213643,0.0,57901713.97,591919938.81,437298377.0,537861161.4,4619110355.52437,277942.75601583015,161182.67026473975,2247.306942034137,4148102.5424657534,488481502.739726,59047459.34246575,747581143.8356165,24719406273.972603,0.0,319678482.739726,0.0,3159166271.0,118682356.84634216,183213916.84,2050444557.1,0.0,-733923655.9,4796121587.78,807179267.0,0.0,0.0,27916636.950728796,14525.858503000001,2550828.13473531,2589649.1266,1890323551.1,0.0,2817974.7237,79951769.4652,22180681.333,32057924.8981,478064.0432358,0.0,-11351582.6917,587000064.28,427234343.0,532984027.8,4615011340.78415,277942.75601583015,161182.67026473975,2245.049029437945,4627924.421917808,487891023.01369864,58685249.471232876,745339697.5342466,24689574410.958904,0.0,540522.0008219178,0.0
2006,4103961930.0,97940329.2261,90441543.52,2320193301.3,0.0,-866734211.0,3953734894.24,831875521.0,-87624587.0,560762779.86,29974441.7669046,33281.0988635,2657832.02195,1742387.967,1425648462.6,0.0,2319737.4273,104880611.4905,22221577.841,47913345.389,392317.98849586374,0.0,56563265.56,658602507.96,470360125.0,718158260.8,3810015860.4068,296400.18634203286,238895.1412366575,2806.1103914098353,3876067.816438356,424478943.6164383,69313990.46575342,783264113.9726027,24854091150.684933,0.0,365581424.10958904,0.0,3439417478.0,91881442.49832807,88740980.37,2309825910.9,0.0,-870025040.1,3953734894.24,803193179.0,0.0,0.0,29974441.7669046,33281.0988635,2635513.9621634698,2592219.5123,1421085874.7,0.0,2311612.0811,109403900.353,22221577.841,44203977.0467,386185.19842417,0.0,-12543596.216,655260876.06,460803156.0,713613462.2,3805508131.06861,296400.18634203286,238895.1412366575,2802.035082316219,4919692.783561644,423730834.30136985,68982550.3890411,782513687.3972603,24824205643.835617,0.0,586274.8805479453,0.0
2007,1856654862.0,50068006.47685,47306605.42,801016494.0,0.0,-747089481.3,2289461201.24,846160185.0,-86561956.2,230194934.39,25808972.9950036,14469.51836,1451409.914977,1646219.9529,1483139698.3,0.0,1931433.68416,87897389.7223,22774283.218,11968418.498,176523.56078700032,0.0,60144301.7,242654229.39,408676795.0,275230757.3,2206790597.8142,185469.06409633424,13065.822531778082,1921.6344915900686,3197408.0819178084,382641282.43835616,26211589.479452055,694625847.9452055,24737562739.72603,0.0,336215281.6438356,0.0,1648243994.0,44611021.65879596,45725311.4,791444981.4,0.0,-749774979.9,2289461201.24,816788409.0,0.0,0.0,25808972.9950036,14469.51836,1425395.4282875527,2360106.6664,1477656775.6,0.0,1917531.00358,92024223.9608,22774283.218,9030560.2399,169007.07801392,0.0,-9379046.372,237547620.79,399670330.0,271131786.2,2203012871.40891,185469.06409633424,13065.822531778082,1918.132058880096,4331808.287671233,381607296.7123288,25773523.580821916,693766274.7945205,24709165863.0137,0.0,413445.29479452054,0.0
2008,2352349359.0,57595735.2901,81461656.32000001,1165459006.9,0.0,-732954355.6,2546010024.21,846616318.0,-82422645.6,341489963.7,17432045.1011606,0.0,1270975.11203,1478640.8509,1271992181.0,0.0,1857421.75001,95637901.6018,23109757.843,20218118.754,234222.2139783313,0.0,57970669.3,365400895.09,407098363.0,360442252.2,2461672276.489,191706.5996465,23981.197156557377,3153.304892376885,3008275.992349727,371741520.10928965,33581979.46174864,716857616.1202186,24662202759.562843,0.0,311784089.07103825,0.0,2052179603.0,52217857.25166256,79647846.09,1156041834.1,0.0,-734452130.4,2546010024.21,818469877.0,0.0,0.0,17432045.1011606,0.0,1245260.400571311,2257241.1684,1266061016.0,0.0,1846004.1058,100219829.2463,23109757.843,17031000.4555,227617.55483657,0.0,-8317430.148,361418225.07,398015230.4,357116454.0,2457866606.2545,191706.5996465,23981.197156557377,3150.2889127634103,4113767.12295082,370790883.60655737,33232155.322404373,715526875.409836,24636032459.01639,0.0,433494.7270491803,0.0
2009,1813160601.0,50987704.07142,50437863.92,816750882.9,0.0,-699617408.35,2515897510.36,845010866.0,-77188574.0,256451782.97,24341610.540749896,53766.635738,1759025.5746938,1660180.2958,1551962150.3,0.0,2078180.82148,72901238.5414,22738274.607,13487011.128,195023.79370340978,0.0,60084381.2,271355724.02,391534523.6,269797381.8,2430742938.173025,217450.1084906904,145075.16853561645,2410.5995257265754,3119173.5890410957,385013526.98630136,24807592.975342467,695644362.7397261,24558292958.90411,0.0,297804650.1369863,0.0,1604415341.0,45696278.752706215,48757812.33,805992577.6,0.0,-698787303.05,2515897510.36,818124530.0,0.0,0.0,24341610.540749896,53766.635738,1735623.232438265,2225167.7879,1546941980.0,0.0,2069545.10946,76648509.4959,22738274.607,10289802.2466,188198.29176454002,0.0,-7540720.0087,265698403.49,382071688.5,264449090.5,2427388850.309555,217450.1084906904,145075.16853561645,2407.587421258082,3736367.5287671234,383976871.94520545,24336180.96438356,693496640.0,24534650000.0,0.0,399467.11424657534,0.0
2010,3568115124.0,124307181.84429,105262724.21,2119395558.2,0.0,-696438322.1,4995593091.22,833023551.0,-75845090.3,602443315.9,38263931.5188975,16529.27651,2630560.766742,1813979.2618,1730899521.7,0.0,2853563.3338,68389878.5781,21060030.527,42055220.889,472783.2413087341,0.0,63641673.9,739023215.05,421905208.0,593366919.4,4808438117.2185,324326.6047176521,84250.09738164383,3221.626479433315,3973589.1863013697,513246566.30136985,69661961.22739726,766948568.7671233,24625156602.739727,0.0,367296000.82191783,0.0,3091790263.0,118497104.53401142,103171251.66,2103213273.0,0.0,-692247790.4,4995593091.22,807814100.0,0.0,0.0,38263931.5188975,16529.27651,2607739.2999378447,2377613.7163,1727351818.2,0.0,2851873.95297,71417278.5151,21060030.527,37187039.3934,464756.87972687,0.0,-9908795.1751,731165822.83,410907822.0,583430275.5,4804211446.889949,324326.6047176521,84250.09738164383,3218.682279190301,4275141.312328767,512645642.30136985,69153083.27945206,766130316.1643835,24595896986.30137,0.0,555594.4323287671,0.0
2011,2903330486.0,68689865.40597646,65030513.81,1475678056.1,0.0,-831335243.1,3015185151.57,831596038.0,-75498434.7,394206228.7,30121866.168343235,29207.046799,2619839.857658,1929252.2124,1831172364.3,0.0,2452370.9621,69659047.3121,20431913.782,30184096.256,295070.4866711243,0.0,51641469.48,421414133.48,444320575.0,548075513.7,2903536955.2191,284756.6697850137,139728.19981369865,2286.050623233699,4243089.3369863015,482122152.05479455,49700306.83835617,780418198.630137,24761085287.671234,0.0,326678288.7671233,0.0,2464765208.0,62980115.93048148,63314924.03,1467215695.6,0.0,-827913259.1,3015185151.57,806645496.0,0.0,0.0,30121866.168343235,29207.046799,2594963.860185946,2437153.1331,1827443578.5,0.0,2459529.8043,72811834.155,20431913.782,26239353.4963,287520.13138811,0.0,-10669953.9744,419256002.51,434090920.0,546290505.7,2899159752.37112,284756.6697850137,139728.19981369865,2282.3038483257533,4716511.863013699,481330708.2191781,49354364.320547946,779787609.5890411,24734192383.561646,0.0,511128.60219178087,0.0
2012,3026046893.0,105486168.068,115831875.39,1780500355.5,0.0,-690696059.95,4346077909.0,843966116.0,-80175168.3,455657185.7,28917755.2465788,30671.896933,2270592.75575,1621972.99,1453939687.4,0.0,2264495.10739,84003748.1246,22003108.918,28239545.615,382417.8660049363,0.0,61562186.7,569491417.5,413724134.0,432633840.1,4192617313.461,271750.492860082,79630.58770092897,2349.7009406807456,3417776.674863388,413484588.1693989,48942099.71311475,722255798.6338798,24690235846.994537,0.0,320260930.6010929,0.0,2713966330.0,99561087.4133194,113683750.12,1764297638.2,0.0,-689231789.75,4346077909.0,816532762.0,0.0,0.0,28917755.2465788,30671.896933,2246726.0083837616,2300190.5748,1449027317.3,0.0,2248348.34579,88555927.0437,22003108.918,24511012.2032,374768.0884738,0.0,-9861864.6076,562009514.5,403796567.0,425453730.2,4188486970.32226,271750.492860082,79630.58770092897,2346.7114466725493,4328106.207650273,412632352.10382515,48472448.82786885,720592989.3442622,24667938169.398907,0.0,487574.280874317,0.0
