date,STORAGE_IN_base,CONSTANT_HEAD_IN_base,WELLS_IN,HEAD_DEP_BOUNDS_IN_base,STREAM_LEAKAGE_IN_base,LAKE__SEEPAGE_IN_base,UZF_RECHARGE_IN_base,GW_ET_IN_base,SURFACE_LEAKAGE_IN_base,MNW2_IN,AG_WELLS_IN,TOTAL_IN_base,STORAGE_OUT_base,CONSTANT_HEAD_OUT_base,WELLS_OUT,HEAD_DEP_BOUNDS_OUT_base,STREAM_LEAKAGE_OUT_base,LAKE__SEEPAGE_OUT_base,UZF_RECHARGE_OUT_base,GW_ET_OUT_base,SURFACE_LEAKAGE_OUT_base,MNW2_OUT,AG_WELLS_OUT,TOTAL_OUT_base,IN-OUT_base,PERCENT_DISCREPANCY_base,STORAGE_IN_unimp,CONSTANT_HEAD_IN_unimp,HEAD_DEP_BOUNDS_IN_unimp,STREAM_LEAKAGE_IN_unimp,LAKE__SEEPAGE_IN_unimp,UZF_RECHARGE_IN_unimp,GW_ET_IN_unimp,SURFACE_LEAKAGE_IN_unimp,TOTAL_IN_unimp,STORAGE_OUT_unimp,CONSTANT_HEAD_OUT_unimp,HEAD_DEP_BOUNDS_OUT_unimp,STREAM_LEAKAGE_OUT_unimp,LAKE__SEEPAGE_OUT_unimp,UZF_RECHARGE_OUT_unimp,GW_ET_OUT_unimp,SURFACE_LEAKAGE_OUT_unimp,TOTAL_OUT_unimp,IN-OUT_unimp,PERCENT_DISCREPANCY_unimp
1990-08-01,297801200.0,0.0,0.0,1387058000.0,150485250.0,37176480.0,224517870.0,0.0,0.0,293050.03,0.0,2097331800.0,272909900.0,0.0,5637225.5,899090700.0,598940300.0,5890670.5,0.0,48591540.0,217905660.0,39106988.0,7142181.5,2095215000.0,2116864.0,0.1,322769120.0,0.0,1380105100.0,144810910.0,1061788.2,224467920.0,0.0,0.0,2073214800.0,267136900.0,0.0,906407600.0,598701000.0,33798544.0,0.0,49699710.0,215736100.0,2071479800.0,1735040.0,0.08
1990-09-01,335510620.0,0.0,0.0,1590793300.0,165426510.0,42635280.0,229919920.0,0.0,0.0,336052.94,0.0,2364621800.0,274945570.0,0.0,6949132.0,1029570240.0,675932350.0,6161220.0,0.0,64155212.0,248244750.0,46798200.0,10519658.0,2363276300.0,1345536.0,0.06,360508640.0,0.0,1582307500.0,157532290.0,1179158.8,229759540.0,0.0,0.0,2331287000.0,269504100.0,0.0,1038214850.0,675608400.0,35455920.0,0.0,65635790.0,245684620.0,2330103600.0,1183488.0,0.05
1990-10-01,368212450.0,0.0,0.0,1787859100.0,180214160.0,47879760.0,234589440.0,0.0,0.0,377455.06,0.0,2619132200.0,277696900.0,0.0,8092229.0,1155810600.0,749807740.0,6347070.5,0.0,75754400.0,277428500.0,53844936.0,13560016.0,2618342700.0,789504.0,0.03,393052580.0,0.0,1777977300.0,170445820.0,1302537.8,234316800.0,0.0,0.0,2577095200.0,272388770.0,0.0,1165728900.0,749438900.0,36874924.0,0.0,77693470.0,274471400.0,2576596500.0,498688.0,0.02
1990-11-01,397238900.0,0.0,0.0,1991280300.0,196455500.0,53306504.0,238965470.0,0.0,0.0,420915.3,0.0,2877667600.0,282697860.0,0.0,9027802.0,1286342300.0,825813200.0,6469737.0,0.0,85047230.0,307636540.0,60307810.0,13742569.0,2877085000.0,582656.0,0.02,423711000.0,0.0,1980087900.0,184153220.0,1437155.4,238596180.0,0.0,0.0,2827985400.0,275573020.0,0.0,1297498200.0,825518800.0,38186444.0,0.0,87263550.0,304172400.0,2828212200.0,-226816.0,-0.01
1990-12-01,422868100.0,0.0,0.0,2187828700.0,212496420.0,58187540.0,243214380.0,0.0,0.0,463482.88,0.0,3125058300.0,287513950.0,0.0,9653147.0,1412908800.0,900916100.0,6568414.0,0.0,89615940.0,337219700.0,65468284.0,13754902.0,3123619000.0,1439232.0,0.05,450398980.0,0.0,2175581400.0,197872380.0,1558647.4,242760800.0,0.0,0.0,3068172000.0,279843700.0,0.0,1425074400.0,899833540.0,39360148.0,0.0,91892150.0,333134400.0,3069138400.0,-966400.0,-0.03
1991-01-01,447659680.0,0.0,0.0,2390754300.0,228991620.0,63375176.0,247772400.0,0.0,0.0,506895.9,0.0,3379060200.0,293688670.0,0.0,10195978.0,1543792800.0,978833000.0,6654374.0,0.0,91242520.0,368194270.0,70612530.0,13758106.0,3376972300.0,2087936.0,0.06,476229820.0,0.0,2377494000.0,212929220.0,1687133.9,247265470.0,0.0,0.0,3315605800.0,285854940.0,0.0,1556978000.0,977031230.0,40458444.0,0.0,93571990.0,363444030.0,3317339000.0,-1733120.0,-0.05
1991-02-01,471592220.0,0.0,0.0,2593643300.0,243948110.0,68438050.0,252294670.0,0.0,0.0,550401.4,0.0,3630466600.0,298361920.0,0.0,10742477.0,1674716200.0,1056714800.0,6755689.5,0.0,92453430.0,399475460.0,75889336.0,13759155.0,3628868400.0,1598208.0,0.04,501450750.0,0.0,2579343400.0,227146400.0,1821193.6,251730180.0,0.0,0.0,3561492000.0,290381020.0,0.0,1688937300.0,1054164160.0,41472420.0,0.0,94817096.0,394076480.0,3563848400.0,-2356480.0,-0.07
1991-03-01,494704420.0,0.0,0.0,2776855600.0,261334690.0,73029850.0,259058530.0,0.0,0.0,590026.25,0.0,3865573000.0,309220830.0,0.0,11236740.0,1793077800.0,1128110200.0,6837227.5,0.0,93365220.0,428056500.0,80661440.0,13759512.0,3864325600.0,1247488.0,0.03,525302080.0,0.0,2761633000.0,244180850.0,1957064.9,258367600.0,0.0,0.0,3791440400.0,301015970.0,0.0,1808260700.0,1124691300.0,42351816.0,0.0,95743990.0,422075700.0,3794139600.0,-2699264.0,-0.07
1991-03-04,496939040.0,0.0,0.0,2796467500.0,273904030.0,73735830.0,263250290.0,0.0,0.0,594836.8,0.0,3904891600.0,325333400.0,0.0,11289751.0,1805784000.0,1134500700.0,6841535.0,0.0,93375220.0,431178530.0,81133500.0,13759512.0,3903196400.0,1695232.0,0.04,527884800.0,0.0,2781156000.0,256549150.0,2071074.6,262433470.0,0.0,0.0,3830094600.0,316729730.0,0.0,1821068200.0,1131036200.0,42428844.0,0.0,95753760.0,425131700.0,3832148500.0,-2053888.0,-0.05
1991-03-05,498039550.0,0.0,0.0,2802979800.0,282905000.0,74120190.0,268183500.0,0.0,0.0,596822.5,0.0,3926825000.0,339160100.0,0.0,11307438.0,1810043800.0,1136419500.0,6842478.5,0.0,93378970.0,432315300.0,81291700.0,13759512.0,3924519000.0,2306048.0,0.06,528842980.0,0.0,2787643100.0,265452450.0,2141258.5,267346560.0,0.0,0.0,3851426300.0,330332380.0,0.0,1825361000.0,1132914700.0,42461416.0,0.0,95757470.0,426247870.0,3853075000.0,-1648640.0,-0.04
1991-04-01,531414080.0,0.0,0.0,2978856200.0,332279740.0,81119656.0,345732860.0,0.0,0.0,639989.3,0.0,4270042600.0,442019700.0,0.0,11786663.0,1925550600.0,1225113100.0,7613939.5,0.0,93568250.0,462645300.0,85583590.0,13759512.0,4267640600.0,2402048.0,0.06,562894500.0,0.0,2962812700.0,313813980.0,2249148.0,343491400.0,0.0,0.0,4185261800.0,427653500.0,0.0,1941892600.0,1221417500.0,44329604.0,0.0,95943736.0,455899940.0,4187137000.0,-1875200.0,-0.04
1991-05-01,571950100.0,0.0,0.0,3174493200.0,349481950.0,87564790.0,382733730.0,0.0,0.0,684701.6,0.0,4566908400.0,472957250.0,0.0,12424695.0,2053766000.0,1320615000.0,8115690.5,0.0,94902850.0,497113800.0,90771740.0,13759512.0,4564427000.0,2481664.0,0.05,604491460.0,0.0,3157527600.0,329977180.0,2299957.8,379927700.0,0.0,0.0,4474223600.0,456420700.0,0.0,2071187500.0,1315868700.0,45913670.0,0.0,97263000.0,489530050.0,4476183600.0,-1959936.0,-0.04
1991-06-01,610226050.0,0.0,0.0,3377282000.0,364160670.0,93790280.0,396874140.0,0.0,0.0,729486.5,0.0,4843063000.0,480573440.0,0.0,13351252.0,2185329000.0,1407080400.0,8421571.0,0.0,101630410.0,530936500.0,97269260.0,16164634.0,4840756700.0,2306048.0,0.05,641559040.0,0.0,3359070200.0,343327040.0,2399080.8,393931330.0,0.0,0.0,4740287000.0,463864350.0,0.0,2203912200.0,1400838300.0,47143680.0,0.0,104307320.0,522554750.0,4742620000.0,-2333184.0,-0.05
1991-07-01,651377340.0,0.0,0.0,3573946000.0,378777280.0,99582000.0,406113100.0,0.0,0.0,771986.1,0.0,5110568000.0,484223800.0,0.0,14476008.0,2312131000.0,1485538400.0,8695656.0,0.0,117569976.0,562225100.0,104083496.0,19544960.0,5108488700.0,2079232.0,0.04,680806300.0,0.0,3554446600.0,356226180.0,2507402.2,403108100.0,0.0,0.0,4997094400.0,467491460.0,0.0,2331915000.0,1478008400.0,48148748.0,0.0,121125304.0,553164700.0,4999854000.0,-2759680.0,-0.06
1991-08-01,688854100.0,0.0,0.0,3777486600.0,394301800.0,105439010.0,413592580.0,0.0,0.0,815533.0,0.0,5380490000.0,485905700.0,0.0,15785072.0,2442876400.0,1563537000.0,8978551.0,0.0,133679660.0,593561340.0,111834670.0,22880722.0,5379039000.0,1451008.0,0.03,716890400.0,0.0,3756515600.0,369330300.0,2619005.5,410478300.0,0.0,0.0,5255833000.0,469323400.0,0.0,2463928300.0,1555139700.0,49068220.0,0.0,137770000.0,583832640.0,5259062000.0,-3228672.0,-0.06
1991-09-01,721195100.0,0.0,0.0,3981075200.0,409402050.0,111168850.0,420001100.0,0.0,0.0,858603.75,0.0,5643701000.0,487073950.0,0.0,17093004.0,2573481000.0,1639607400.0,9380899.0,0.0,146422160.0,624284740.0,119193200.0,26185564.0,5642722000.0,979456.0,0.02,747696400.0,0.0,3958648000.0,381795070.0,2740828.0,416709920.0,0.0,0.0,5507590000.0,470763230.0,0.0,2595780400.0,1630111600.0,49880696.0,0.0,150815250.0,613883900.0,5511235000.0,-3644928.0,-0.07
1991-10-01,750289700.0,0.0,0.0,4177994200.0,423666600.0,116614030.0,425645100.0,0.0,0.0,900022.7,0.0,5895110000.0,488022080.0,0.0,18234486.0,2699826700.0,1712034300.0,9823524.0,0.0,157481070.0,653735100.0,125875650.0,29336780.0,5894369300.0,740864.0,0.01,775309500.0,0.0,4154265600.0,393725470.0,2862638.0,422180400.0,0.0,0.0,5748343300.0,471982940.0,0.0,2723309300.0,1701613700.0,50600420.0,0.0,162325470.0,642683650.0,5752515600.0,-4172288.0,-0.07
1991-11-01,776859300.0,0.0,0.0,4381326300.0,440570240.0,122205720.0,431131870.0,0.0,0.0,943168.2,0.0,6153036300.0,493865760.0,0.0,19168810.0,2830440400.0,1786851200.0,10159330.0,0.0,165930110.0,684121400.0,132331350.0,29503540.0,6152371700.0,664576.0,0.01,802337500.0,0.0,4356375000.0,408852500.0,2994418.2,427573760.0,0.0,0.0,5998132700.0,477603520.0,0.0,2855064600.0,1775862300.0,51302836.0,0.0,171023360.0,672312200.0,6003169000.0,-5036032.0,-0.08
1991-12-01,799266940.0,0.0,0.0,4577761300.0,457473340.0,127301200.0,436889060.0,0.0,0.0,985498.06,0.0,6399677400.0,501106180.0,0.0,19794146.0,2957068300.0,1860845600.0,10295561.0,0.0,168767310.0,713948860.0,137365420.0,29504354.0,6398696400.0,980992.0,0.02,825609000.0,0.0,4551797000.0,424487300.0,3108612.5,433221000.0,0.0,0.0,6238224000.0,484592060.0,0.0,2982704400.0,1849073300.0,51995628.0,0.0,173977950.0,701350140.0,6243693600.0,-5469696.0,-0.09
1992-01-01,820916600.0,0.0,0.0,4780567600.0,478354750.0,132682900.0,445124740.0,0.0,0.0,1029468.75,0.0,6658676000.0,513583940.0,0.0,20337364.0,3088068000.0,1937303300.0,10417583.0,0.0,169846770.0,745274940.0,142204340.0,29504386.0,6656541000.0,2135040.0,0.03,847907840.0,0.0,4753656300.0,443193300.0,3252220.2,441244260.0,0.0,0.0,6489254000.0,496128200.0,0.0,3114706000.0,1924757600.0,52644060.0,0.0,175113650.0,731839600.0,6495189000.0,-5935104.0,-0.09
1992-02-01,843090700.0,0.0,0.0,4983153000.0,503618370.0,137655940.0,464697100.0,0.0,0.0,1074968.8,0.0,6933290000.0,536881500.0,0.0,20884362.0,3219550200.0,2018181100.0,10645393.0,0.0,170539800.0,777702140.0,146829220.0,29504386.0,6930718700.0,2571264.0,0.04,870523650.0,0.0,4955448300.0,466751600.0,3395234.8,460140160.0,0.0,0.0,6756259000.0,518199300.0,0.0,3247141000.0,2004338700.0,53424308.0,0.0,175831420.0,763378050.0,6762312700.0,-6053888.0,-0.09
1992-03-01,870168060.0,0.0,0.0,5172143600.0,554906240.0,143975900.0,536123600.0,0.0,0.0,1121511.6,0.0,7278438400.0,634410500.0,0.0,21398090.0,3343346000.0,2103360900.0,11394311.0,0.0,170927490.0,810063550.0,151330100.0,29504386.0,7275735600.0,2702848.0,0.04,897323700.0,0.0,5143781000.0,516113300.0,3590231.5,530152770.0,0.0,0.0,7090961000.0,611248450.0,0.0,3371849000.0,2088042800.0,54762788.0,0.0,176225900.0,794804600.0,7096934000.0,-5972992.0,-0.08
1992-04-01,899828350.0,0.0,0.0,5373986300.0,588533400.0,150635570.0,596645900.0,0.0,0.0,1169466.2,0.0,7610798600.0,691682750.0,0.0,21949854.0,3476048400.0,2202794800.0,11984783.0,0.0,171315500.0,846789500.0,155921540.0,29504386.0,7607992000.0,2806784.0,0.04,927616640.0,0.0,5344923600.0,549685250.0,3699573.0,589576100.0,0.0,0.0,7415501300.0,665889300.0,0.0,3505555500.0,2186557400.0,56139684.0,0.0,176610750.0,830469700.0,7421222400.0,-5721088.0,-0.08
1992-05-01,931602700.0,0.0,0.0,5569825000.0,605808800.0,156441620.0,625411140.0,0.0,0.0,1213421.8,0.0,7890302000.0,711465600.0,0.0,22587164.0,3603869200.0,2291228700.0,12442557.0,0.0,173716370.0,881378600.0,161416200.0,29504386.0,7887609300.0,2692608.0,0.03,960229500.0,0.0,5539823000.0,566032060.0,3785632.5,617804160.0,0.0,0.0,7687674400.0,685074000.0,0.0,3634357000.0,2273770000.0,57286930.0,0.0,178990850.0,864069700.0,7693548500.0,-5874176.0,-0.08
1992-06-01,972769000.0,0.0,0.0,5772775400.0,620187300.0,162791100.0,642317900.0,0.0,0.0,1257735.2,0.0,8172098600.0,719058700.0,0.0,23511866.0,3735268900.0,2375007200.0,12740436.0,0.0,187424660.0,915239800.0,168504340.0,32896168.0,8169652000.0,2446336.0,0.03,999441200.0,0.0,5741478400.0,578777400.0,3888909.2,634641860.0,0.0,0.0,7958228500.0,692635200.0,0.0,3766931500.0,2355903500.0,58273310.0,0.0,193579330.0,897000640.0,7964323300.0,-6094848.0,-0.08
1992-07-01,1009746900.0,0.0,0.0,5969591300.0,636023600.0,168686200.0,654703500.0,0.0,0.0,1300203.0,0.0,8440051700.0,724863000.0,0.0,24634220.0,3861995800.0,2451343400.0,13072159.0,0.0,203358080.0,946655550.0,175683780.0,36416204.0,8438022000.0,2029568.0,0.02,1034453000.0,0.0,5936916500.0,592448060.0,4001374.2,646957630.0,0.0,0.0,8214776300.0,698676400.0,0.0,3894855000.0,2430985500.0,59074348.0,0.0,210012300.0,927561300.0,8221165000.0,-6388736.0,-0.08
1992-08-01,1042017500.0,0.0,0.0,6173099000.0,651870400.0,174587760.0,665144800.0,0.0,0.0,1343794.2,0.0,8708063000.0,727824960.0,0.0,25946662.0,3992799200.0,2528800500.0,13521679.0,0.0,216618000.0,978382850.0,183083150.0,39580660.0,8706558000.0,1505280.0,0.02,1065235700.0,0.0,6138963000.0,605714000.0,4110432.5,657240300.0,0.0,0.0,8471263000.0,701796300.0,0.0,4026874000.0,2507369200.0,59833670.0,0.0,223674190.0,958406340.0,8477954000.0,-6690816.0,-0.08
1992-09-01,1072344640.0,0.0,0.0,6376829400.0,667038460.0,180472430.0,673891200.0,0.0,0.0,1387032.8,0.0,8971963000.0,729577660.0,0.0,27254692.0,4123427800.0,2603731200.0,14140324.0,0.0,229728300.0,1009443600.0,190897740.0,42987452.0,8971189000.0,774144.0,0.01,1093471700.0,0.0,6341125600.0,617904450.0,4230091.0,665871740.0,0.0,0.0,8722604000.0,703823040.0,0.0,4158709000.0,2580974600.0,60506824.0,0.0,237008210.0,988601000.0,8729623000.0,-7018496.0,-0.08
1992-10-01,1098897700.0,0.0,0.0,6573914600.0,681352100.0,186054640.0,681384700.0,0.0,0.0,1428724.0,0.0,9223033000.0,731069900.0,0.0,28395052.0,4249769500.0,2675544300.0,14885118.0,0.0,239712780.0,1039228540.0,198029970.0,46177012.0,9222813000.0,220160.0,0.0,1117851900.0,0.0,6536751000.0,629692900.0,4348079.0,673227000.0,0.0,0.0,8961871000.0,705618900.0,0.0,4286207700.0,2651409200.0,61111616.0,0.0,247371140.0,1017571800.0,8969290000.0,-7418880.0,-0.08
1992-11-01,1122053400.0,0.0,0.0,6777257000.0,699967740.0,191688290.0,689025800.0,0.0,0.0,1472232.4,0.0,9481465000.0,738959940.0,0.0,29330718.0,4380409000.0,2749694200.0,15656708.0,0.0,246447820.0,1070068700.0,204390860.0,46310260.0,9481267000.0,197632.0,0.0,1140539100.0,0.0,6738836500.0,646615200.0,4488459.5,680737100.0,0.0,0.0,9211217000.0,713315100.0,0.0,4417972000.0,2724118500.0,61685028.0,0.0,254422510.0,1047484540.0,9218998000.0,-7781376.0,-0.08
1992-12-01,1142881500.0,0.0,0.0,6973536000.0,716099650.0,196343550.0,695992400.0,0.0,0.0,1513967.0,0.0,9726367000.0,744730200.0,0.0,29957440.0,4507152000.0,2823710200.0,16234850.0,0.0,248234260.0,1100439300.0,208751220.0,46310264.0,9725521000.0,845824.0,0.01,1161605400.0,0.0,6934212600.0,660502700.0,4600838.5,687544300.0,0.0,0.0,9448465000.0,718530100.0,0.0,4545608700.0,2796899000.0,62262336.0,0.0,256296930.0,1076950000.0,9456547000.0,-8081408.0,-0.09
1992-12-08,1147331800.0,0.0,0.0,7019316700.0,724213000.0,197467330.0,699411700.0,0.0,0.0,1524155.6,0.0,9789264000.0,752723840.0,0.0,30080310.0,4536750600.0,2840289300.0,16342175.0,0.0,248408300.0,1107586800.0,209714660.0,46310268.0,9788205000.0,1058816.0,0.01,1166043900.0,0.0,6979822000.0,668258200.0,4669108.5,690871800.0,0.0,0.0,9509665000.0,726357100.0,0.0,4575399000.0,2813207000.0,62370504.0,0.0,256479730.0,1083880700.0,9517694000.0,-8029184.0,-0.08
1992-12-09,1147923600.0,0.0,0.0,7025854000.0,727183360.0,197656320.0,700896900.0,0.0,0.0,1525791.4,0.0,9801040000.0,756711500.0,0.0,30097888.0,4540982000.0,2842597400.0,16349901.0,0.0,248426660.0,1108626600.0,209852600.0,46310268.0,9799954000.0,1085440.0,0.01,1166663800.0,0.0,6986336000.0,671531100.0,4692303.0,692312500.0,0.0,0.0,9521535000.0,730634900.0,0.0,4579657000.0,2815470800.0,62382100.0,0.0,256498910.0,1084888000.0,9529531000.0,-7996416.0,-0.08
1992-12-10,1148562700.0,0.0,0.0,7032382500.0,733606340.0,197893380.0,703377300.0,0.0,0.0,1527637.5,0.0,9817349000.0,765342300.0,0.0,30115470.0,4545214500.0,2844529400.0,16355811.0,0.0,248456030.0,1109707100.0,209990800.0,46310268.0,9816022000.0,1327104.0,0.01,1167315500.0,0.0,6992846300.0,677505660.0,4730272.5,694670000.0,0.0,0.0,9537068000.0,738690500.0,0.0,4583917000.0,2817378300.0,62393756.0,0.0,256530510.0,1085935600.0,9544845000.0,-7777280.0,-0.08
1992-12-11,1149597700.0,0.0,0.0,7038913500.0,736401100.0,198099040.0,706102700.0,0.0,0.0,1529385.5,0.0,9830644000.0,770370800.0,0.0,30133056.0,4549448700.0,2847267000.0,16363080.0,0.0,248482050.0,1110777700.0,210128900.0,46310268.0,9829282000.0,1361920.0,0.01,1168324600.0,0.0,6999356000.0,680350600.0,4754138.5,697291900.0,0.0,0.0,9550077000.0,743666370.0,0.0,4588179500.0,2820014300.0,62411260.0,0.0,256558000.0,1086973600.0,9557803000.0,-7726080.0,-0.08
1992-12-12,1150279000.0,0.0,0.0,7045443000.0,739240100.0,198271180.0,709020540.0,0.0,0.0,1530991.4,0.0,9843785000.0,775459300.0,0.0,30150644.0,4553685500.0,2849789200.0,16377283.0,0.0,248498480.0,1111859700.0,210266900.0,46310268.0,9842397000.0,1387520.0,0.01,1169079600.0,0.0,7005865000.0,683013000.0,4759611.5,700115140.0,0.0,0.0,9562832000.0,748518100.0,0.0,4592444400.0,2822526500.0,62440856.0,0.0,256575540.0,1088022100.0,9570527000.0,-7695360.0,-0.08
1993-01-01,1167233400.0,0.0,0.0,7176028000.0,767770430.0,201860140.0,740927200.0,0.0,0.0,1561884.0,0.0,10055381000.0,820662300.0,0.0,30504574.0,4638561300.0,2905863400.0,16631581.0,0.0,248760110.0,1133624800.0,213029390.0,46310268.0,10053949000.0,1431552.0,0.01,1185922700.0,0.0,7136021500.0,711662140.0,4936465.0,731130400.0,0.0,0.0,9769673000.0,792796160.0,0.0,4677897000.0,2877579800.0,63045160.0,0.0,256849230.0,1109147300.0,9777315000.0,-7642112.0,-0.08
