run_id,input_run_id,failed_flag,phi,meas_phi,regul_phi,BASFLO,GGFLO,HEADS,PMPCHG,HO_0,HO_1,HO_10,HO_100,HO_101,HO_102,HO_103,HO_104,HO_105,HO_106,HO_107,HO_108,HO_109,HO_11,HO_110,HO_111,HO_112,HO_113,HO_114,HO_115,HO_116,HO_117,HO_118,HO_119,HO_12,HO_120,HO_121,HO_122,HO_123,HO_124,HO_125,HO_126,HO_127,HO_128,HO_129,HO_13,HO_130,HO_131,HO_132,HO_133,HO_134,HO_135,HO_136,HO_137,HO_138,HO_139,HO_14,HO_140,HO_141,HO_142,HO_143,HO_144,HO_145,HO_146,HO_147,HO_148,HO_149,HO_15,HO_150,HO_151,HO_152,HO_153,HO_154,HO_155,HO_156,HO_157,HO_158,HO_159,HO_16,HO_160,HO_161,HO_162,HO_163,HO_164,HO_165,HO_166,HO_167,HO_168,HO_17,HO_18,HO_19,HO_2,HO_20,HO_21,HO_22,HO_23,HO_24,HO_25,HO_26,HO_27,HO_28,HO_29,HO_3,HO_30,HO_31,HO_32,HO_33,HO_34,HO_35,HO_36,HO_37,HO_38,HO_39,HO_4,HO_40,HO_41,HO_42,HO_43,HO_44,HO_45,HO_46,HO_47,HO_48,HO_49,HO_5,HO_50,HO_51,HO_52,HO_53,HO_54,HO_55,HO_56,HO_57,HO_58,HO_59,HO_6,HO_60,HO_61,HO_62,HO_63,HO_64,HO_65,HO_66,HO_67,HO_68,HO_69,HO_7,HO_70,HO_71,HO_72,HO_73,HO_74,HO_75,HO_76,HO_77,HO_78,HO_79,HO_8,HO_80,HO_81,HO_82,HO_83,HO_84,HO_85,HO_86,HO_87,HO_88,HO_89,HO_9,HO_90,HO_91,HO_92,HO_93,HO_94,HO_95,HO_96,HO_97,HO_98,HO_99,BSFLO_1,BSFLO_10,BSFLO_11,BSFLO_12,BSFLO_13,BSFLO_14,BSFLO_15,BSFLO_16,BSFLO_17,BSFLO_18,BSFLO_19,BSFLO_2,BSFLO_20,BSFLO_3,BSFLO_4,BSFLO_5,BSFLO_6,BSFLO_7,BSFLO_8,BSFLO_9,GFLO_1,GFLO_10,GFLO_11,GFLO_12,GFLO_13,GFLO_14,GFLO_15,GFLO_16,GFLO_17,GFLO_18,GFLO_19,GFLO_2,GFLO_20,GFLO_3,GFLO_4,GFLO_5,GFLO_6,GFLO_7,GFLO_8,GFLO_9,PMPCHG
842,842,0,55087.8607,55087.8607,0,839.5391206,3183.174164,50820.52601,244.6214093,91.322,302.53,62.84,165.68,180.67,170.918,171.688,172.14,173.249,174.928,176.078,176.424,176.946,31.161,177.653,181.297,177.024,241.247,238.393,237.039,234.297,234.464,290.599,246.492,14.841,292.13,275.472,285.56,261.129,237.223,233.377,228.482,236.62,210.674,221.205,336.531,215.609,233.8,233.413,213.102,218.278,230.105,214.426,232.394,233.843,232.142,47.989,225.703,227.784,237.162,235.628,240.421,242.372,215.545,217.85,225.823,225.718,60.429,188.381,186.847,188.948,188.948,188.948,188.948,223.327,223.327,223.327,320.061,-4.833,232.705,213.418,213.389,234.636,219.3,290.603,276.838,288.501,287.888,48.038,42.989,24.711,62.37,23.856,23.143,20.325,20.401,20.469,21.137,21.429,20.664,26.028,52.057,42.412,49.258,46.113,45.015,49.959,15.435,26.949,123.686,131.764,66.112,61.459,1.065,85.998,52.061,47.764,55.672,93.773,100.839,228.595,53.48,56.65,95.337,23.271,74.991,84.295,60.21,84.674,51.299,54.515,45.229,49.456,51.597,52.579,61.508,57.985,56.72,352.313,146.057,321.927,150.283,150.871,146.577,146.577,552.175,127.461,250.656,265.571,238.442,240.548,246.823,237.283,236.172,235.487,241.068,236.693,57.601,232.429,231.917,227.519,223.951,229.063,223.35,223.032,223.103,219.455,220.339,61.842,218.771,219.503,184.689,176.346,171.133,151.8,157.942,160.585,180.956,165.631,28898.5,486354.05,9650.2,473229.466,487229.466,-171565.58,-178111.58,-150448.48,323116.886,1054938.686,1073965.186,376981.3,-1562.5,392085.6,477890.53,494601.35,470398.85,-49842,-2537.2,493385.15,454270,3451900,227080,3695400,3709400,113170,195340,295600,4111800,5234000,5328200,807990,445360,858520,1932000,1963000,2474500,86493,592300,3435200,183774.436
843,843,0,64659.70694,64659.70694,0,1154.89133,3074.590628,60219.58875,210.6362326,96.105,266.023,43.954,163.847,181.232,172.501,173.332,173.419,174.5,176.128,177.277,177.695,178.211,27.975,178.757,181.45,178.407,246.319,240.669,237.061,229.328,229.057,290.408,249.055,29.746,285.984,279.998,285.439,268.129,243.046,232.237,228.288,253.419,208.12,232.718,334.315,214.135,243.254,242.96,212.483,223.414,242.148,214.522,235.71,232.504,241.432,46.948,242.153,243.298,238.099,236.884,253.726,255.329,214.285,219.092,244.844,246.354,39.757,194.644,189.142,190.626,190.626,190.626,190.626,224.063,224.063,224.063,319.947,14.585,235.295,211.75,211.338,234.602,223.465,290.894,275.305,280.541,280.784,47.875,44.245,28.693,54.716,28.582,22.944,21.911,22.041,22.099,23.263,24.65,21.726,27.085,43.617,37.649,48.293,45.995,46.689,49.419,21.998,24.191,126,130.783,68.481,63.041,1.601,90.054,46.025,45.432,50.531,94.189,101.691,226.872,53.114,51.845,96.104,23.363,74.228,85.533,61.853,84.997,51.371,52.362,46.484,48.088,51.14,52.103,51.418,54.41,53.835,361.159,147.165,286.721,150.641,151.039,149.288,149.288,540.299,106.127,250.226,278.618,238.901,237.717,259.095,233.646,231.177,230.233,250.424,230.318,44.96,219.857,218.942,220.231,207.442,215.042,201.483,200.448,200.372,195.353,195.57,49.334,193.105,193.82,181.941,172.449,171.076,158.762,158.948,163.31,188.377,163.943,372.4,491277.562,-11441.5,472565.842,482465.842,-259395.06,-243044.56,-239986.16,244601.582,957197.782,962648.082,400630.2,11702.8,428566.1,422136.5,418178.972,407571.972,-44565,-86,495120.372,414280,3377200,269880,3692800,3702700,71756,145640,263450,4075400,5209800,5298000,800270,401660,866050,1892800,1891400,2485100,94473,507340,3358400,170531.419
844,844,0,64659.70694,64659.70694,0,1154.89133,3074.590628,60219.58875,210.6362326,96.105,266.023,43.954,163.847,181.232,172.501,173.332,173.419,174.5,176.128,177.277,177.695,178.211,27.975,178.757,181.45,178.407,246.319,240.669,237.061,229.328,229.057,290.408,249.055,29.746,285.984,279.998,285.439,268.129,243.046,232.237,228.288,253.419,208.12,232.718,334.315,214.135,243.254,242.96,212.483,223.414,242.148,214.522,235.71,232.504,241.432,46.948,242.153,243.298,238.099,236.884,253.726,255.329,214.285,219.092,244.844,246.354,39.757,194.644,189.142,190.626,190.626,190.626,190.626,224.063,224.063,224.063,319.947,14.585,235.295,211.75,211.338,234.602,223.465,290.894,275.305,280.541,280.784,47.875,44.245,28.693,54.716,28.582,22.944,21.911,22.041,22.099,23.263,24.65,21.726,27.085,43.617,37.649,48.293,45.995,46.689,49.419,21.998,24.191,126,130.783,68.481,63.041,1.601,90.054,46.025,45.432,50.531,94.189,101.691,226.872,53.114,51.845,96.104,23.363,74.228,85.533,61.853,84.997,51.371,52.362,46.484,48.088,51.14,52.103,51.418,54.41,53.835,361.159,147.165,286.721,150.641,151.039,149.288,149.288,540.299,106.127,250.226,278.618,238.901,237.717,259.095,233.646,231.177,230.233,250.424,230.318,44.96,219.857,218.942,220.231,207.442,215.042,201.483,200.448,200.372,195.353,195.57,49.334,193.105,193.82,181.941,172.449,171.076,158.762,158.948,163.31,188.377,163.943,372.4,491277.562,-11441.5,472565.842,482465.842,-259395.06,-243044.56,-239986.16,244601.582,957197.782,962648.082,400630.2,11702.8,428566.1,422136.5,418178.972,407571.972,-44565,-86,495120.372,414280,3377200,269880,3692800,3702700,71756,145640,263450,4075400,5209800,5298000,800270,401660,866050,1892800,1891400,2485100,94473,507340,3358400,170531.419
845,845,0,83768.72232,83768.72232,0,605.4650938,2313.255249,80754.94388,95.05810052,101.581,266.005,63.048,169.421,179.186,171.475,171.875,172.472,172.868,174.27,175.156,175.459,176.727,24.982,177.474,181.031,176.784,260.622,252.214,244.985,237.836,235.154,290.726,247.527,10.315,225.462,216.122,285.489,215.599,216.248,210.108,208.824,227.522,202.574,218.834,337.008,212.28,231.1,230.881,206.863,215.969,233.009,213.862,208.659,209.484,229.453,63.304,239.755,244.842,211.954,212.408,251.816,244.118,213.939,214.33,221.733,222.606,34.39,190.371,186.272,189.155,189.155,189.155,189.155,206.949,206.949,206.949,319.99,1.155,214.343,212.207,212.369,214.466,217.436,282.278,274.986,286.766,286.783,45.894,44.242,24.372,60.874,23.405,19.587,20.155,20.327,20.357,21.461,21.151,17.209,23.421,47.305,38.526,45.615,45.868,45.948,46.718,2.422,23.929,122.116,133.483,63.275,60.597,6.389,76.653,46.345,44.85,52.346,83.444,99.423,227.007,52.723,51.303,89.261,24.385,60.603,84.748,59.641,86.329,51.336,50.187,45.925,47.846,51.432,51.76,53.485,51.367,52.522,388.334,147.775,297.515,151.12,149.927,148.832,148.832,552.219,134.749,258.822,294.654,237.315,237.585,267.415,237.336,233.105,231.656,272.868,230.175,46.07,219.499,216.638,220.415,215.937,217.014,215.534,215.481,215.542,215.35,215.299,62.377,215.243,215.288,196.655,213.975,214.051,160.233,160.638,161.288,180.141,169.386,101578.689,610547.52,6963.2,601417.147,608417.147,-137156.65,-124352.65,-139295.54,504499.307,1193621.907,1202644.207,364417.3,45560.4,347652.2,585023.979,587685.84,591936.34,-50344,18756.7,620735.64,458970,3287500,279510,3586700,3593700,63636,139580,211890,3945700,5022800,5109700,705740,366930,726440,1721800,1738200,2287100,91472,578720,3263200,114559.849
846,846,0,64659.70694,64659.70694,0,1154.89133,3074.590628,60219.58875,210.6362326,96.105,266.023,43.954,163.847,181.232,172.501,173.332,173.419,174.5,176.128,177.277,177.695,178.211,27.975,178.757,181.45,178.407,246.319,240.669,237.061,229.328,229.057,290.408,249.055,29.746,285.984,279.998,285.439,268.129,243.046,232.237,228.288,253.419,208.12,232.718,334.315,214.135,243.254,242.96,212.483,223.414,242.148,214.522,235.71,232.504,241.432,46.948,242.153,243.298,238.099,236.884,253.726,255.329,214.285,219.092,244.844,246.354,39.757,194.644,189.142,190.626,190.626,190.626,190.626,224.063,224.063,224.063,319.947,14.585,235.295,211.75,211.338,234.602,223.465,290.894,275.305,280.541,280.784,47.875,44.245,28.693,54.716,28.582,22.944,21.911,22.041,22.099,23.263,24.65,21.726,27.085,43.617,37.649,48.293,45.995,46.689,49.419,21.998,24.191,126,130.783,68.481,63.041,1.601,90.054,46.025,45.432,50.531,94.189,101.691,226.872,53.114,51.845,96.104,23.363,74.228,85.533,61.853,84.997,51.371,52.362,46.484,48.088,51.14,52.103,51.418,54.41,53.835,361.159,147.165,286.721,150.641,151.039,149.288,149.288,540.299,106.127,250.226,278.618,238.901,237.717,259.095,233.646,231.177,230.233,250.424,230.318,44.96,219.857,218.942,220.231,207.442,215.042,201.483,200.448,200.372,195.353,195.57,49.334,193.105,193.82,181.941,172.449,171.076,158.762,158.948,163.31,188.377,163.943,372.4,491277.562,-11441.5,472565.842,482465.842,-259395.06,-243044.56,-239986.16,244601.582,957197.782,962648.082,400630.2,11702.8,428566.1,422136.5,418178.972,407571.972,-44565,-86,495120.372,414280,3377200,269880,3692800,3702700,71756,145640,263450,4075400,5209800,5298000,800270,401660,866050,1892800,1891400,2485100,94473,507340,3358400,170531.419
847,847,0,55087.8607,55087.8607,0,839.5391206,3183.174164,50820.52601,244.6214093,91.322,302.53,62.84,165.68,180.67,170.918,171.688,172.14,173.249,174.928,176.078,176.424,176.946,31.161,177.653,181.297,177.024,241.247,238.393,237.039,234.297,234.464,290.599,246.492,14.841,292.13,275.472,285.56,261.129,237.223,233.377,228.482,236.62,210.674,221.205,336.531,215.609,233.8,233.413,213.102,218.278,230.105,214.426,232.394,233.843,232.142,47.989,225.703,227.784,237.162,235.628,240.421,242.372,215.545,217.85,225.823,225.718,60.429,188.381,186.847,188.948,188.948,188.948,188.948,223.327,223.327,223.327,320.061,-4.833,232.705,213.418,213.389,234.636,219.3,290.603,276.838,288.501,287.888,48.038,42.989,24.711,62.37,23.856,23.143,20.325,20.401,20.469,21.137,21.429,20.664,26.028,52.057,42.412,49.258,46.113,45.015,49.959,15.435,26.949,123.686,131.764,66.112,61.459,1.065,85.998,52.061,47.764,55.672,93.773,100.839,228.595,53.48,56.65,95.337,23.271,74.991,84.295,60.21,84.674,51.299,54.515,45.229,49.456,51.597,52.579,61.508,57.985,56.72,352.313,146.057,321.927,150.283,150.871,146.577,146.577,552.175,127.461,250.656,265.571,238.442,240.548,246.823,237.283,236.172,235.487,241.068,236.693,57.601,232.429,231.917,227.519,223.951,229.063,223.35,223.032,223.103,219.455,220.339,61.842,218.771,219.503,184.689,176.346,171.133,151.8,157.942,160.585,180.956,165.631,28898.5,486354.05,9650.2,473229.466,487229.466,-171565.58,-178111.58,-150448.48,323116.886,1054938.686,1073965.186,376981.3,-1562.5,392085.6,477890.53,494601.35,470398.85,-49842,-2537.2,493385.15,454270,3451900,227080,3695400,3709400,113170,195340,295600,4111800,5234000,5328200,807990,445360,858520,1932000,1963000,2474500,86493,592300,3435200,183774.436
848,848,0,62001.50145,62001.50145,0,916.3241941,2909.060404,57978.10921,198.0076392,96.342,260.66,42.781,164.939,180.181,170.306,171.084,171.699,172.812,175.691,176.675,176.905,177.381,26.422,177.85,179.234,177.538,246.855,240.923,237.207,229.468,229.202,290.319,244.387,17.631,264.821,249.822,285.547,235.479,230.328,221.433,216.763,236.536,205.515,215.219,331.843,211.492,232.091,231.627,209.296,212.645,226.925,209.902,225.522,222.697,226.974,47.165,224.813,228.078,225.56,224.953,243.805,241.623,213.792,215.381,223.858,224.074,64.004,185.842,187.146,187.893,187.893,187.893,187.893,213.185,213.185,213.185,320.05,-14.847,225.196,209.493,209.336,231.797,217.154,288.907,273.927,289.759,289.596,46.241,42.948,24.762,61.997,24.747,21.225,20.463,20.327,20.362,19.202,21.808,20.566,25.272,54.901,38.711,46.223,45.379,44.438,46.683,9.423,27.178,126.301,133.708,69.761,62.783,1.099,85.663,46.705,42.563,51.669,91.751,99.969,225.769,51.763,51.726,86.637,23.645,66.993,85.894,60.151,77.285,51.26,52.718,45.059,46.244,52.253,51.93,57.19,56.484,55.395,354.854,147.666,296.559,150.603,151.066,148.947,148.947,506.865,139.269,249.699,277.917,238.41,237.147,258.608,233.347,230.94,230.003,250.279,230.068,48.705,220.259,219.393,220.085,208.243,215.332,202.513,201.562,201.541,196.542,196.831,50.078,194.426,195.123,182.022,172.834,171.213,156.109,158.063,160.518,180.083,164.912,123016.77,782543.796,8507.2,759006.452,781206.452,-251017.76,-233779.76,-205288.54,568666.312,1294861.712,1301785.712,430159.8,4966.8,382231.5,676033.77,678233.356,723383.616,-29968,12855.8,798116.916,379140,3197000,252340,3458400,3480600,50781,148360,269570,3864600,4979800,5068400,716530,381590,703810,1755000,1758700,2299100,95236,513310,3191700,165340.345
849,849,0,5.92E+50,5.92E+50,0,3.70E+49,5.55E+50,2.06E+21,0.217559922,88.914,255.835,60.055,192.602,178.511,184.193,184.454,184.941,182.105,177.022,177.23,177.574,176.793,42.108,177.369,179.379,176.805,451616.375,498549.969,567562.938,560343.688,615158.625,455528.438,79233896,38840388,242.579,238.145,284.081,231.79,234.998,216.445,213.803,238.369,204.011,226.594,336.832,215.069,236.2,235.874,208.66,221.302,237.113,214.913,213.718,213.189,233.023,48.26,240.068,244.986,217.767,217.499,254.457,244.424,214.598,217.222,226.973,227.941,68.956,187.69,186.304,188.063,188.063,188.063,188.063,211.561,211.561,211.561,318.665,39910232,219.418,212.43,212.63,231.75,219.713,286.056,274.393,288.615,288.258,10474.148,3245.951,505.003,57.326,508.893,615.942,563.637,592.775,593.094,697.423,541.019,445.63,58.56,58.492,37.535,1722.697,26120.34,1434.719,3361.783,38780088,472.709,45621.543,381.613,144.591,130.96,190472.406,80.341,45.845,43.141,50.574,272623.469,14652.934,227.549,50.284,50.206,2816723.75,1903.84,391119.062,136957.453,155.248,101.229,200.561,82.511,136.192,176.221,58.738,105.037,52.235,96.343,119.359,364.419,20225406976,40398086144,2195656,2459474432,2080073472,2080073472,526.513,133.498,1433494.375,98519.867,829.416,908651.938,101034.977,4802151.5,6620175.5,7208376,255631.172,573463.75,46.754,381078.469,190497.297,1165941.875,408217.812,559427.938,237712.062,245714.297,270353.719,317264.625,284896.875,58.376,315365.031,303286.031,2807793664,477443776,279484.5,32887692,3337.3,183.56,187.842,191.845,-6438.5,5.27E+29,3.1947E+13,2.31E+15,2.31E+15,-356798.44,-348381.44,95785.57,2.31E+15,5.57E+15,5.94E+15,430190.3,4000191.1,436499.5,507229.4,2.09E+18,5.27E+29,-53493,-2467.6,5.27E+29,417400,5.27E+29,3.1947E+13,2.40E+15,2.40E+15,68110,153540,983430,2.40E+15,5.66E+15,6.03E+15,793920,195850000,835670,1916000,2.09E+18,5.27E+29,97222,773680,5.27E+29,5480.59
850,850,0,62648.19891,62648.19891,0,1214.777718,2459.911784,58930.8341,42.67530531,98.16,279.479,60.811,165.983,178.479,170.335,170.912,171.155,171.729,173.3,173.701,174.027,176.25,31.045,177.239,178.49,176.691,240.711,236.095,233.063,227.54,227.416,292.011,250.268,16.957,305.924,292.281,284.226,269.575,239.961,235.561,233.703,242.936,209.974,231.651,294.155,222.435,239.068,238.806,212.078,225.82,239.168,219.663,234.126,237.625,236.661,46.282,241.777,246.534,239.294,241.728,254.582,246.981,214.344,216.816,231.557,232.55,42.59,186.682,186.617,187.972,187.972,187.972,187.972,226.922,226.922,226.922,318.754,-1.484,241.328,218.535,218.496,236.594,225.068,287.755,276.879,289.933,289.141,45.475,44.144,24.711,61.162,24.069,21.077,21.057,21.126,21.09,21.451,21.545,21.656,25.067,40.426,37.949,45.406,45.307,44.87,45.55,22.88,27.079,126.353,111.924,67.726,62.909,3.629,85.15,50.534,47.123,52.049,93.808,101.868,222.958,52.545,52.274,91.446,18.731,68.704,85.633,60.2,82.475,51.341,49.663,45.187,46.516,51.498,51.918,52.982,53.958,53.612,355.984,148.051,316.379,150.921,151.177,149.83,149.83,523.493,138.139,248.872,273.394,237.413,235.867,254.628,232.842,230.831,230.024,245.103,229.581,47.93,221.447,220.065,221.175,212.857,216.268,207.686,207.098,207.064,204.807,204.623,57.286,203.438,203.625,181.797,176.822,175.216,159.658,158.09,160.617,176.659,165.934,91438.53,469435.141,-4290.2,445351.71,454351.71,-294530.47,-297071.47,-283719.47,177314.14,829855.34,828696.54,379031.1,49297.1,334772.4,412938.53,426955.911,423051.091,-53194,10541.7,481598.791,377990,3383800,277710,3678000,3687000,79493,150350,252090,4051900,5067200,5153800,774040,397590,768390,1776500,1819000,2394900,80858,573930,3385900,76758.448
851,851,0,66260.29361,66260.29361,0,1124.18582,3656.156447,61452.08136,27.8699805,93.254,302.657,29.947,165.517,178.904,174.789,175.149,172.968,174.016,175.086,175.938,176.422,176.708,28.319,177.301,180.852,176.833,252.876,246.551,243.206,235.694,235.836,291.513,249.536,18.194,317.171,311.301,285.604,290.668,240.962,237.701,235.405,251.708,213.931,231.621,305.58,222.089,242.259,241.792,215.196,226.613,241.259,221.051,236.315,240.581,240.213,46.866,243.058,254.169,242.502,243.346,270.264,256.633,218.82,221.091,235.105,236.059,64.002,191.457,186.253,189.91,189.91,189.91,189.91,228.812,228.812,228.812,320.175,-7.533,241.192,218.754,218.875,240.382,224.23,293.678,281.702,291.726,291.682,47.536,44.348,24.367,43.07,23.792,20.21,20.354,20.51,20.499,20.761,21.633,20.273,25.37,53.779,34.665,45.215,44.542,46.521,49.351,11.441,20.581,125.654,137.78,63.457,62.282,0.949,80.257,48.219,46.911,54.753,93.028,94.744,226.899,53.027,52.897,87.34,19.934,68.024,86.864,60.923,79.344,50.999,46.872,45.283,46.416,49.941,50.722,41.331,48.76,51.491,358.227,147.415,321.901,150.782,151.543,148.805,148.805,518.982,129.396,251.859,274.639,237.765,238.085,255.877,235.621,233.889,233.106,251.944,232.735,40.11,226.485,225.7,223.809,218.002,222.87,215.397,214.996,215.059,212.2,212.567,38.413,211.245,211.708,185.109,183.376,181.79,161.591,159.647,160.759,184.977,165.478,70737.3,569389.822,16305.2,569580.742,580380.742,-262803.4,-267025.4,-250144.82,319186.322,985890.722,990776.822,351479.5,-250.5,368976.8,457357.4,472887.476,545596.146,-43272,4787.5,588343.246,495310,3276200,299590,3606400,3617200,44465,128370,256900,3983600,5015900,5105600,727130,419740,781350,1863000,1903800,2405600,87409,499760,3290200,62030.631
852,852,0,62001.50145,62001.50145,0,916.3241941,2909.060404,57978.10921,198.0076392,96.342,260.66,42.781,164.939,180.181,170.306,171.084,171.699,172.812,175.691,176.675,176.905,177.381,26.422,177.85,179.234,177.538,246.855,240.923,237.207,229.468,229.202,290.319,244.387,17.631,264.821,249.822,285.547,235.479,230.328,221.433,216.763,236.536,205.515,215.219,331.843,211.492,232.091,231.627,209.296,212.645,226.925,209.902,225.522,222.697,226.974,47.165,224.813,228.078,225.56,224.953,243.805,241.623,213.792,215.381,223.858,224.074,64.004,185.842,187.146,187.893,187.893,187.893,187.893,213.185,213.185,213.185,320.05,-14.847,225.196,209.493,209.336,231.797,217.154,288.907,273.927,289.759,289.596,46.241,42.948,24.762,61.997,24.747,21.225,20.463,20.327,20.362,19.202,21.808,20.566,25.272,54.901,38.711,46.223,45.379,44.438,46.683,9.423,27.178,126.301,133.708,69.761,62.783,1.099,85.663,46.705,42.563,51.669,91.751,99.969,225.769,51.763,51.726,86.637,23.645,66.993,85.894,60.151,77.285,51.26,52.718,45.059,46.244,52.253,51.93,57.19,56.484,55.395,354.854,147.666,296.559,150.603,151.066,148.947,148.947,506.865,139.269,249.699,277.917,238.41,237.147,258.608,233.347,230.94,230.003,250.279,230.068,48.705,220.259,219.393,220.085,208.243,215.332,202.513,201.562,201.541,196.542,196.831,50.078,194.426,195.123,182.022,172.834,171.213,156.109,158.063,160.518,180.083,164.912,123016.77,782543.796,8507.2,759006.452,781206.452,-251017.76,-233779.76,-205288.54,568666.312,1294861.712,1301785.712,430159.8,4966.8,382231.5,676033.77,678233.356,723383.616,-29968,12855.8,798116.916,379140,3197000,252340,3458400,3480600,50781,148360,269570,3864600,4979800,5068400,716530,381590,703810,1755000,1758700,2299100,95236,513310,3191700,165340.345
853,853,0,68540.58214,68540.58214,0,987.2952115,3298.308852,64040.05592,214.9221553,116.734,266.361,53.616,165.209,179.482,173.109,174.37,173.751,175.162,175.302,176.362,176.812,176.923,27.339,177.475,180.95,177.07,238.436,235.144,232.901,229.632,229.548,290.533,246.078,17.621,340.665,330.379,285.495,292.504,238.049,233.431,230.075,237.498,210.504,219.54,321.654,214.347,234.378,233.954,209.356,217.552,231.289,213.767,233.274,244.114,232.933,48.345,227.666,230.938,248.436,245.195,244.951,242.92,214.201,216.039,226.997,227.127,68.336,188.496,186.902,188.367,188.367,188.367,188.367,225.554,225.554,225.554,319.998,-0.327,233.584,211.505,211.69,233.317,217.421,290.927,276.392,289.991,287.821,47.276,44.267,25.759,60.452,23.383,20.846,20.243,20.305,20.32,20.55,21.158,16.754,24.888,58.673,37.604,47.09,45.94,45.756,49.091,24.36,26.822,126.196,136.713,62.88,58.879,1.193,105.89,50.904,43.867,51.413,91.97,94.109,223.585,51.872,51.701,85.681,23.11,67.397,84.376,58.784,77.422,51.932,50.687,45.473,47.21,52.032,52.821,51.718,52.719,53.791,352.382,145.807,281.049,150.231,151.002,146.542,146.542,550.798,137.14,252.392,270.55,240.492,238.795,252.242,234.175,232.073,231.119,242.761,232.771,45.334,225.747,225.173,220.728,212.952,221.524,210.906,210.28,210.426,204.206,205.531,54.982,202.83,204.049,183.105,175.314,171.557,158.094,158.258,160.92,186.102,165.184,-7470.7,600318.99,-13826.5,579962.99,588562.99,-216203.83,-206205.83,-207593.93,372441.96,1073915.76,1073560.26,456443.75,18628.5,461374.65,520007.09,523182.18,612742.05,-50441,-2457.8,613139.55,366150,3348800,253090,3640600,3649200,83416,177960,297440,4057900,5167900,5256600,771250,445360,811700,1826900,1844200,2361000,99911,588960,3347000,172257.627
854,854,0,65536.68912,65536.68912,0,1205.018726,3628.528418,60694.5354,8.606574717,94.946,268.306,33.526,164.962,180.558,177.182,179.477,174.729,177.21,175.475,176.8,177.246,177.786,27.328,179.151,181.273,178.701,241.015,235.984,232.15,226.475,226.069,291.961,249.766,19.097,341.007,335.728,285.537,297.404,239.319,232.833,229.077,254.115,210.718,224.744,336.534,214.894,243.132,242.735,208.492,217.618,239.974,215.346,246.358,250.138,242.348,46.842,236.871,228.523,251.35,248.073,240.592,255.776,215.409,218.511,245.949,246.771,59.61,189.026,188.355,189.897,189.897,189.897,189.897,224.942,224.942,224.942,320.038,11.912,239.279,213.573,213.154,234.269,221.24,291.764,274.944,282.599,282.567,47.534,43.111,24.518,58.001,23.905,19.983,20.177,20.386,20.393,21.138,21.694,19.201,25.207,53.866,37.084,45.896,44.933,44.936,48.852,15.372,23.018,126.901,125.108,61.18,61.141,1.479,79.22,47.199,44.309,52.593,90.565,94.618,228.564,52.627,52.608,83.96,20.312,65.33,84.382,59.04,78.968,51.161,48.713,45.254,46.838,50.98,51.291,50.552,50.014,52.415,352.29,147.408,293.465,150.778,150.6,148.691,148.691,532.982,139.313,248.965,277.813,237.989,237.092,258.459,233.633,231.571,230.749,248.026,230.288,44.17,220.481,219.523,221.716,212.265,214.187,205.563,204.782,204.508,202.616,202.095,40.561,200.719,200.705,182.884,176.812,175.74,154.352,157.919,160.689,184.143,164.94,66880.3,518236.695,10378.1,518059.665,528659.665,-312671.63,-300761.63,-260104.76,258009.505,828322.485,823077.585,367651.1,11736.8,353727.9,424939.2,427113.866,522753.806,-44382,11428.7,541862.106,472900,3361500,300530,3704800,3715400,61672,149590,287510,4120200,5124800,5184200,765940,410210,785160,1864800,1875800,2440500,87985,542140,3380400,34470.933
855,855,0,56192.2861,56192.2861,0,1169.725367,2445.996671,52566.5743,9.989758724,92.289,302.537,61.19,166.538,178.976,172.071,172.7,172.981,173.852,174.84,176.085,176.584,176.837,26.196,177.489,181.194,176.878,260.628,251.231,244.631,235.054,233.678,290.4,245.783,19.064,269.069,260.574,283.958,249.052,241.193,226.182,222.247,252.104,209.747,232.977,337.217,216.936,241.6,241.13,213.101,224.262,240.291,217.716,227.369,225.328,239.281,46.971,240.881,243.114,230.867,230.224,252.381,255.026,217.399,220.847,238.642,240.515,34.15,191.442,186.385,188.785,188.785,188.785,188.785,218.926,218.926,218.926,318.46,15.707,230.742,215.787,215.611,234.323,223.386,288.854,273.216,286.725,286.352,47.639,44.43,28.438,60.21,25.359,21.251,20.705,20.65,20.671,19.663,22.761,17.965,25.401,42.319,37.038,47.013,45.408,46.729,49.257,19.249,24.97,126.273,133.897,65.913,61.813,1.46,84.792,47.464,44.16,51.112,83.142,99.044,227.052,51.305,51.249,86.927,24.803,62.491,84.911,59.81,83.792,51.506,49.377,45.35,46.194,51.362,51.695,52.753,51.934,52.879,374.331,147.023,321.571,150.225,150.747,148.925,148.925,520.972,139.277,255.761,290.174,237.405,237.295,265.615,237.335,233.206,231.772,268.156,228.979,49.522,217.375,216.493,220.102,208.442,213.276,200.986,200.011,199.675,197.607,196.947,59.546,195.604,195.629,181.424,172.865,171.8,154.961,160.392,163.671,182.763,166.49,-9992.6,551344.731,70591.1,602796.171,613796.171,-249154.36,-246831.36,-242033.99,367449.381,1006244.881,1011690.681,347751.4,18617.2,340583.2,456590.41,461952.821,433554.621,-23103,85188.8,563966.521,503100,3423300,311720,3775300,3786300,92890,170630,252320,4153400,5153900,5225700,740050,382970,771760,1902100,1923100,2537100,86429,537780,3425700,37137.731
