segment,reach,Qaquifer,gaining_days,losing_days,no_exchange_days,count_days,agg_months
34,2,2287.2886192307697,61.0,0.0,0.0,61.0,wet_to_dry
34,3,3628.1380769230773,61.0,0.0,0.0,61.0,wet_to_dry
34,4,1970.7277908461535,60.30769230769231,0.6923076923076923,0.0,61.0,wet_to_dry
34,5,3854.867346153846,61.0,0.0,0.0,61.0,wet_to_dry
34,6,1814.7350446923078,59.53846153846154,1.4615384615384615,0.0,61.0,wet_to_dry
34,7,-1577.2929782884614,6.423076923076923,54.57692307692308,0.0,61.0,wet_to_dry
34,8,-5588.156576923078,0.0,61.0,0.0,61.0,wet_to_dry
34,9,-6474.497584615387,0.0,61.0,0.0,61.0,wet_to_dry
34,10,-4128.099740769232,7.769230769230769,53.23076923076923,0.0,61.0,wet_to_dry
34,11,17515.52861538462,61.0,0.0,0.0,61.0,wet_to_dry
34,12,23228.738461538465,61.0,0.0,0.0,61.0,wet_to_dry
34,13,62257.46730769232,61.0,0.0,0.0,61.0,wet_to_dry
34,14,7184.803269230769,61.0,0.0,0.0,61.0,wet_to_dry
35,1,47.76942184999999,43.5,17.5,0.0,61.0,wet_to_dry
35,2,-593.4141461538461,0.0,61.0,0.0,61.0,wet_to_dry
35,3,15.58466872384616,42.26923076923077,18.73076923076923,0.0,61.0,wet_to_dry
35,4,25.707190861538457,42.96153846153846,18.03846153846154,0.0,61.0,wet_to_dry
35,5,-594.1654730769228,0.0,61.0,0.0,61.0,wet_to_dry
35,6,343.98708479538465,59.15384615384615,1.8461538461538463,0.0,61.0,wet_to_dry
35,7,1064.7458223076922,61.0,0.0,0.0,61.0,wet_to_dry
35,8,735.5877665384616,60.69230769230769,0.3076923076923077,0.0,61.0,wet_to_dry
36,1,1988.3870788076927,60.96153846153846,0.038461538461538464,0.0,61.0,wet_to_dry
36,2,3871.9995384615377,61.0,0.0,0.0,61.0,wet_to_dry
36,3,2328.0412072692307,60.96153846153846,0.038461538461538464,0.0,61.0,wet_to_dry
36,4,2676.762412692308,60.92307692307692,0.07692307692307693,0.0,61.0,wet_to_dry
36,5,2746.1087961538456,60.92307692307692,0.07692307692307693,0.0,61.0,wet_to_dry
36,6,2432.3817815384614,60.88461538461539,0.11538461538461539,0.0,61.0,wet_to_dry
36,7,4493.3045194999995,60.03846153846154,0.9615384615384616,0.0,61.0,wet_to_dry
36,8,6399.903307692307,61.0,0.0,0.0,61.0,wet_to_dry
36,9,7322.641538461538,61.0,0.0,0.0,61.0,wet_to_dry
37,1,396.69856153846155,61.0,0.0,0.0,61.0,wet_to_dry
37,2,-261.9025692307692,0.0,61.0,0.0,61.0,wet_to_dry
37,3,-263.7358,0.0,61.0,0.0,61.0,wet_to_dry
37,4,-260.8794073076923,0.0,61.0,0.0,61.0,wet_to_dry
37,5,-301.29506961538453,0.0,61.0,0.0,61.0,wet_to_dry
37,6,201.98429228076915,46.61538461538461,14.384615384615385,0.0,61.0,wet_to_dry
38,1,7424.091272846154,52.15384615384615,8.846153846153847,0.0,61.0,wet_to_dry
39,1,8941.627662846155,49.26923076923077,11.73076923076923,0.0,61.0,wet_to_dry
40,1,-121.02523846153844,0.0,61.0,0.0,61.0,wet_to_dry
40,2,-120.12138846153844,0.0,61.0,0.0,61.0,wet_to_dry
40,3,-119.54226538461538,0.0,61.0,0.0,61.0,wet_to_dry
40,4,-119.06897307692306,0.0,61.0,0.0,61.0,wet_to_dry
40,5,-117.94173461538465,0.0,61.0,0.0,61.0,wet_to_dry
40,6,-116.55523076923076,0.0,61.0,0.0,61.0,wet_to_dry
40,7,-115.99222692307691,0.0,61.0,0.0,61.0,wet_to_dry
41,1,4586.788908846153,51.57692307692308,9.423076923076923,0.0,61.0,wet_to_dry
41,2,5860.959421461537,55.23076923076923,5.769230769230769,0.0,61.0,wet_to_dry
41,3,3613.951987076924,44.42307692307692,16.576923076923077,0.0,61.0,wet_to_dry
41,4,5827.142473999999,55.65384615384615,5.346153846153846,0.0,61.0,wet_to_dry
42,1,4353.583523115385,60.5,0.5,0.0,61.0,wet_to_dry
42,2,4177.746051538463,60.76923076923077,0.23076923076923078,0.0,61.0,wet_to_dry
42,3,3031.642212307692,60.07692307692308,0.9230769230769231,0.0,61.0,wet_to_dry
